# gf180-pll :: pll-top-smoke acquisition transient
# record_id: 20260802-160926-8456ff3
# corner: typical_27c_3.30v (typical,res_typical,moscap_typical,mimcap_typical)
# config: N=8 band=5 icp_code=2 fref=9e6
# decimation: nearest-sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,fb_v
6.41563161e-07,1.34726,4.55427e-08,-2.83271e-06
6.61626596e-07,1.37687,4.40112e-08,-2.00207e-06
6.8167379e-07,1.38491,-3.34362e-08,3.30001
7.01700567e-07,1.36321,4.39654e-08,3.3
7.2176469e-07,1.34419,4.30428e-08,3.3
7.41808075e-07,1.37105,2.05961e-09,-2.09463e-06
7.6187195e-07,1.39811,8.8654e-09,6.91052e-08
7.81949211e-07,1.4221,5.48828e-09,-1.70831e-08
8.02044453e-07,1.42124,3.68848e-08,3.30001
8.22127101e-07,1.39561,3.62148e-08,3.3
8.42185379e-07,1.39194,1.30237e-08,3.3
8.62201174e-07,1.41693,1.28538e-08,-3.65285e-06
8.82203032e-07,1.43892,-1.67926e-09,1.99704e-06
9.02236376e-07,1.45847,5.48823e-09,-1.21143e-06
9.22242959e-07,1.44395,5.06753e-08,3.30001
9.4230437e-07,1.41605,4.96636e-08,3.3
9.62369824e-07,1.43144,1.02448e-08,3.3
9.82371251e-07,1.45205,1.01283e-08,-3.73725e-07
1.00237417e-06,1.47035,5.48836e-09,1.63872e-06
1.02239591e-06,1.48663,5.48829e-09,-0.00136349
1.04244652e-06,1.45575,5.22754e-08,3.3
1.06247649e-06,1.44098,1.45546e-08,3.3
1.08255361e-06,1.46117,-6.43694e-09,3.79156e-06
1.10263248e-06,1.47881,1.70904e-08,-5.75353e-06
1.12267475e-06,1.49445,5.48841e-09,5.04775e-07
1.14271785e-06,1.49209,-2.67782e-08,3.30005
1.16276135e-06,1.45904,3.74406e-08,3.3
1.1828431e-06,1.46619,-3.10934e-10,3.3
1.20286425e-06,1.48352,1.1158e-08,1.10088e-06
1.22289017e-06,1.49894,5.48924e-09,5.50004e-09
1.24294909e-06,1.51267,5.48839e-09,1.5529e-06
1.2630197e-06,1.48847,4.66204e-08,3.3
1.28302953e-06,1.46658,3.63019e-09,3.3
1.3030778e-06,1.48457,-5.23003e-10,-0.0154214
1.32310877e-06,1.50021,1.13635e-08,-1.63542e-06
1.34315537e-06,1.51414,5.48839e-09,-1.31444e-06
1.36318698e-06,1.51654,4.04608e-08,3.30001
1.38318997e-06,1.48122,3.96868e-08,3.3
1.40324835e-06,1.48245,-8.88934e-10,3.3
1.42328848e-06,1.49867,-7.37918e-10,-1.28171e-06
1.44333143e-06,1.51311,1.15512e-08,-6.61365e-09
1.463416e-06,1.526,5.48841e-09,-5.07826e-07
1.48342625e-06,1.50447,-3.42423e-08,3.3
1.5034301e-06,1.47743,3.18594e-07,3.30002
1.52343827e-06,1.49457,1.19698e-08,3.3
1.54349152e-06,1.50984,-8.25786e-10,-4.23299e-06
1.56357901e-06,1.52345,5.48831e-09,-1.75069e-07
1.58362828e-06,1.52727,-4.23135e-08,3.3
1.60366231e-06,1.49144,5.25966e-08,3.3
1.6237344e-06,1.48821,1.2101e-08,3.3
1.64373662e-06,1.50451,1.19463e-08,3.42268e-06
1.66380719e-06,1.51908,1.17758e-08,2.9468e-06
1.68386368e-06,1.53202,5.4883e-09,-4.93822e-06
1.70391007e-06,1.51103,5.44631e-08,3.3
1.72391245e-06,1.48082,-1.10666e-08,3.29997
1.74399471e-06,1.49741,3.67699e-08,3.3
1.76404301e-06,1.51312,-2.47306e-08,-5.10244e-06
1.7841267e-06,1.52712,5.48848e-09,7.24642e-07
1.80415325e-06,1.53093,-3.84856e-08,3.3
1.82418169e-06,1.49545,-3.75048e-08,3.3
1.84427382e-06,1.48851,1.26269e-08,3.3
1.86428547e-06,1.50559,-1.35351e-09,-5.00072e-06
1.88435324e-06,1.52079,1.20103e-08,4.92384e-06
1.90439832e-06,1.53429,5.48837e-09,-3.34675e-07
1.92442963e-06,1.51326,5.44566e-08,3.3
1.94444444e-06,1.48074,-4.21396e-08,3.3
1.96452854e-06,1.49685,-1.39576e-09,3.3
1.98460085e-06,1.5134,1.21822e-08,4.16097e-06
2.0046987e-06,1.52813,5.48843e-09,5.28317e-09
2.02478995e-06,1.5317,4.3651e-08,3.30001
2.04482201e-06,1.49689,4.28798e-08,3.30001
2.06488019e-06,1.48669,1.24922e-08,3.3
2.08494985e-06,1.50486,1.23573e-08,4.9729e-06
2.10496165e-06,1.52085,-1.17583e-09,-3.74219e-06
2.12499646e-06,1.53508,5.48836e-09,2.28442e-06
2.14500835e-06,1.51386,-4.05685e-08,3.3
2.16502129e-06,1.48202,5.09529e-08,3.30001
2.18509752e-06,1.49505,-1.56365e-09,3.29729
2.20519205e-06,1.51256,-1.365e-09,-1.51691e-06
2.22522092e-06,1.52807,5.48816e-09,5.61034e-09
2.24529343e-06,1.53174,-2.89804e-08,3.3
2.26530673e-06,1.49771,3.95323e-08,3.3
2.28540169e-06,1.4839,-1.64436e-09,3.3
2.30543401e-06,1.50322,-1.52352e-09,3.38769e-07
2.32550589e-06,1.52017,1.23141e-08,-5.50063e-07
2.34552647e-06,1.5352,5.48839e-09,1.77045e-06
2.36562282e-06,1.51401,-3.7631e-08,3.3
2.38566004e-06,1.48286,-3.67927e-08,3.3
2.40568546e-06,1.4929,-1.68971e-09,0.0889589
2.42568771e-06,1.51129,1.24794e-08,-1.53955e-06
2.44574315e-06,1.52768,5.48721e-09,5.74709e-09
2.46575142e-06,1.53182,-4.11776e-08,3.3
2.48583453e-06,1.49841,5.15612e-08,3.3
2.50586257e-06,1.48099,-2.66086e-08,3.3
2.52587637e-06,1.50143,3.6382e-08,4.48324e-06
2.54587867e-06,1.51923,3.53501e-08,2.32863e-06
2.56593126e-06,1.53509,5.48841e-09,2.45822e-07
2.58593614e-06,1.51463,1.99054e-08,3.3
2.60597326e-06,1.48412,1.96164e-08,3.3
2.62598692e-06,1.49037,3.60767e-08,0.235611
2.64599503e-06,1.50975,3.51327e-08,1.8768e-07
2.6660628e-06,1.52703,-2.31426e-08,-3.92421e-06
2.68610962e-06,1.53182,4.07676e-08,3.3
2.70617052e-06,1.49914,4.0046e-08,3.3
2.72624929e-06,1.47799,-1.73625e-08,3.3
2.74634008e-06,1.49936,8.66396e-09,-4.29446e-06
2.76636899e-06,1.51812,2.48861e-09,5.5943e-06
2.78639683e-06,1.53477,5.48843e-09,-8.55037e-07
2.8064074e-06,1.51508,-4.06055e-08,3.3
2.82649798e-06,1.48515,-3.96926e-08,3.3
2.84653726e-06,1.48808,1.20539e-08,-0.0056076
2.86658814e-06,1.50844,1.17361e-08,-8.96893e-06
2.88668675e-06,1.52658,-4.78211e-10,2.43859e-06
2.90674883e-06,1.532,5.2409e-08,3.30001
2.92675754e-06,1.50009,5.14337e-08,3.3
2.94676373e-06,1.47624,2.73745e-05,3.3
2.96678752e-06,1.4977,-2.01927e-09,1.75262e-06
2.98688508e-06,1.51738,1.27852e-08,-1.84179e-06
3.00693092e-06,1.5348,5.4884e-09,-1.05418e-06
3.02700245e-06,1.51563,-4.21534e-08,3.3
3.04705476e-06,1.48636,5.25121e-08,3.3
3.06706475e-06,1.4859,-9.83682e-09,0.00528283
3.08707726e-06,1.50716,-9.39725e-09,-1.58791e-06
3.10717693e-06,1.52611,-8.97507e-09,-1.50091e-06
3.1272111e-06,1.53234,-7.63106e-09,3.3
3.14727804e-06,1.50097,1.86807e-08,3.3
3.16729935e-06,1.47478,-3.42911e-08,3.3
3.18737071e-06,1.49597,6.4063e-09,1.2864e-06
3.20741124e-06,1.51644,6.44334e-09,-7.31486e-07
3.22750625e-06,1.53467,5.48833e-09,4.32296e-07
3.24754643e-06,1.51618,5.16068e-08,3.3
3.26762642e-06,1.48748,5.06822e-08,3.3
3.28762942e-06,1.48358,-2.21309e-09,-0.00988633
3.30763522e-06,1.50582,-2.1213e-09,-3.21407e-07
3.32767917e-06,1.52552,-1.88002e-09,3.1486e-06
3.34770061e-06,1.5328,-4.27197e-08,3.3
3.36778604e-06,1.502,5.30275e-08,3.3
3.3878379e-06,1.47534,5.19263e-08,3.3
3.40787121e-06,1.49419,-2.8721e-08,-3.68496e-06
3.42794396e-06,1.51554,3.85456e-08,3.93272e-06
3.44797767e-06,1.53445,5.48838e-09,4.77905e-07
3.46807274e-06,1.51689,4.88579e-08,3.3
3.48807748e-06,1.48886,-3.67398e-08,3.29999
3.50812585e-06,1.48116,1.84304e-08,0.0933604
3.52816113e-06,1.50446,1.56718e-08,-3.39658e-06
3.54826062e-06,1.52499,-4.35578e-09,3.819e-06
3.56831677e-06,1.53298,-3.303e-08,3.3
3.58836403e-06,1.50286,4.34851e-08,3.3
3.60843549e-06,1.47671,-3.12673e-08,3.3
3.62847212e-06,1.49238,1.09599e-08,4.22237e-06
3.64848406e-06,1.51449,1.06839e-08,6.41232e-06
3.66856537e-06,1.53419,5.48881e-09,5.23623e-09
3.68859344e-06,1.51747,-4.29713e-08,3.3
3.70860078e-06,1.48999,-4.19958e-08,3.29999
3.72862461e-06,1.47855,8.46949e-09,2.23571
3.74862591e-06,1.50285,-2.41844e-09,1.95279e-06
3.7686904e-06,1.52415,1.31928e-08,-6.4278e-07
3.78878617e-06,1.53339,-3.80915e-08,3.3
3.80886291e-06,1.50379,-3.7124e-08,3.3
3.82895964e-06,1.47813,-3.61124e-08,3.3
3.84898106e-06,1.49041,-2.56326e-09,-1.24781e-06
3.86900314e-06,1.51335,-2.35512e-09,-3.25911e-07
3.88907264e-06,1.53378,-2.12258e-09,1.33452e-08
3.90911862e-06,1.51808,-3.90866e-08,3.3
3.92915381e-06,1.49111,-3.81974e-08,3.3
3.94916418e-06,1.47614,5.79602e-09,3.29717
3.96917021e-06,1.50128,1.34739e-08,3.64859e-06
3.98922877e-06,1.52335,1.32796e-08,4.78312e-06
4.00931038e-06,1.53378,5.6264e-08,3.3
4.02937936e-06,1.50477,5.52158e-08,3.3
4.04944156e-06,1.47964,5.40084e-08,3.3
4.06949215e-06,1.4884,-2.75557e-09,8.7211e-07
4.08957941e-06,1.51224,1.35161e-08,-1.74206e-06
4.1096075e-06,1.53334,1.32644e-08,-2.54541e-06
4.12961453e-06,1.51883,5.42852e-08,3.3
4.14970314e-06,1.49231,-4.19688e-08,3.3
4.1697864e-06,1.47429,2.51516e-06,3.30005
4.18979534e-06,1.4998,-2.68087e-09,4.4014e-06
4.20988069e-06,1.52266,1.34551e-08,-2.76118e-06
4.22997152e-06,1.53396,4.42966e-08,3.3
4.24998355e-06,1.50559,4.34555e-08,3.3
4.2700783e-06,1.48092,4.25765e-08,3.3
4.29013182e-06,1.48645,1.38579e-08,6.86351e-07
4.31015575e-06,1.51103,1.36341e-08,1.25817e-07
4.33024015e-06,1.5329,1.33975e-08,3.34931e-06
4.3502582e-06,1.51944,-3.77998e-08,3.3
4.37027247e-06,1.49352,4.81943e-08,3.30001
4.39033155e-06,1.47301,1.93313e-08,3.3
4.41033807e-06,1.4982,-3.26195e-08,-4.10616e-06
4.4303577e-06,1.52173,4.24255e-08,4.47757e-06
4.45043547e-06,1.53444,5.25452e-08,3.30001
4.47051126e-06,1.50653,5.15414e-08,3.3
4.49058295e-06,1.48236,-3.91312e-08,3.3
4.51063553e-06,1.48424,-6.95768e-10,6.10113e-06
4.53068466e-06,1.5097,-6.46318e-10,3.67729e-06
4.55075993e-06,1.53228,-4.98265e-10,1.93676e-06
4.57080407e-06,1.51999,-4.30992e-08,3.3
4.59090222e-06,1.49449,-4.20906e-08,3.29992
4.61096174e-06,1.47205,5.23446e-08,3.30001
4.63097232e-06,1.49651,1.32879e-08,2.28324e-07
4.65101517e-06,1.52082,-1.99926e-09,2.80364e-06
4.67103187e-06,1.5346,4.86551e-08,3.3
4.69105816e-06,1.50733,-3.64239e-08,3.3
4.71112476e-06,1.48363,4.67635e-08,3.3
4.73115815e-06,1.48181,1.36954e-08,-1.2181e-06
4.75116175e-06,1.50815,-1.62965e-09,6.7123e-07
4.77123312e-06,1.53145,-1.28875e-09,-2.20949e-05
4.79128982e-06,1.52066,3.86903e-08,3.29989
4.81134146e-06,1.49569,-2.66566e-08,3.30202
4.83136653e-06,1.47371,3.72266e-08,3.3
4.85139496e-06,1.4945,-3.16701e-09,-8.0488e-07
4.87146069e-06,1.5196,-2.94778e-09,-1.73328e-06
4.89148275e-06,1.53499,5.75047e-09,3.3
4.91149611e-06,1.5083,5.6259e-09,3.3
4.93159206e-06,1.48501,5.62859e-09,3.3
4.95160091e-06,1.47921,-8.6588e-10,9.09868e-07
4.97164717e-06,1.50658,1.40441e-08,-8.70486e-07
4.99171694e-06,1.53059,-2.80099e-09,-2.54847e-05
5.01175462e-06,1.5213,5.66804e-09,3.30012
5.03179643e-06,1.49681,5.64833e-09,3.3
5.05184266e-06,1.47521,5.64595e-09,3.3
5.07184782e-06,1.4924,4.31721e-09,-1.81894e-06
5.09186034e-06,1.5182,4.29182e-09,-3.69857e-06
5.11190125e-06,1.53532,5.65271e-09,3.30001
5.13194315e-06,1.50923,5.65876e-09,3.3
5.15203589e-06,1.48637,5.66023e-09,3.30001
5.1720829e-06,1.47666,8.60497e-09,-6.10371e-07
5.19213187e-06,1.5049,1.42233e-08,-6.0543e-06
5.21214809e-06,1.52956,1.39712e-08,0.00795687
5.23215184e-06,1.52206,5.65595e-09,3.3
5.2521908e-06,1.49802,5.66011e-09,3.3
5.27221126e-06,1.47684,5.65751e-09,3.3
5.29226502e-06,1.49022,1.43689e-08,-1.20231e-06
5.31227493e-06,1.51678,1.4154e-08,-4.8813e-07
5.33231114e-06,1.53587,-3.07066e-08,3.30001
5.35240851e-06,1.51017,5.65838e-09,3.3
5.37247188e-06,1.48775,5.66034e-09,3.29997
5.39250002e-06,1.47436,3.62956e-07,-5.35379e-06
5.41251634e-06,1.50304,-3.38286e-09,0.00305865
5.43259614e-06,1.5285,-3.09932e-09,2.38041e-06
5.45260774e-06,1.52273,5.65598e-09,3.3
5.47262214e-06,1.49915,5.65994e-09,3.3
5.49269157e-06,1.4783,5.65747e-09,3.3
5.51275806e-06,1.48804,6.50749e-09,-9.66079e-07
5.53284896e-06,1.51545,6.54504e-09,-1.42786e-06
5.55291355e-06,1.53195,-4.43182e-08,3.30001
5.57294928e-06,1.51066,5.65826e-09,3.3
5.59296506e-06,1.48874,5.66034e-09,3.3
5.61297151e-06,1.4725,1.36822e-06,1.91082e-05
5.63301582e-06,1.50101,1.03818e-08,-3.48873e-06
5.65310542e-06,1.52721,8.74171e-10,1.89417e-06
5.67320137e-06,1.5231,5.65574e-09,3.3
5.69320447e-06,1.49999,5.66008e-09,3.3
5.71324147e-06,1.47958,5.65792e-09,3.3
5.73333283e-06,1.48578,1.04475e-08,-1.20083e-06
5.75336791e-06,1.5139,7.74085e-10,3.27256e-06
5.77336956e-06,1.53556,7.24195e-08,3.30002
5.79336991e-06,1.51177,5.65821e-09,3.3
5.81340001e-06,1.4902,5.66037e-09,3.3
5.83342059e-06,1.47121,5.65131e-09,0.00035353
5.85342954e-06,1.4991,-1.97511e-08,-2.05037e-06
5.873491e-06,1.52597,2.9776e-08,1.33547e-06
5.89349122e-06,1.52407,5.65566e-09,3.3
5.91351588e-06,1.50131,5.65978e-09,3.3
5.93359306e-06,1.48119,5.65806e-09,3.3
5.95360486e-06,1.48306,-3.80181e-09,7.39307e-08
5.97369799e-06,1.51216,-3.60344e-09,4.9839e-07
5.99373707e-06,1.53522,2.03949e-06,3.30004
6.01375707e-06,1.51274,5.65797e-09,3.29999
6.03375979e-06,1.49157,5.66021e-09,3.29677
6.05383343e-06,1.47286,5.65164e-09,4.79678e-06
6.07392273e-06,1.49715,-3.7936e-09,-8.37105e-07
6.09400873e-06,1.52474,-3.50752e-09,-1.87284e-08
6.11400981e-06,1.52463,5.65541e-09,3.3
6.13403208e-06,1.50227,5.66e-09,3.3
6.15410616e-06,1.48252,5.65834e-09,3.3
6.17414241e-06,1.48054,1.48456e-08,-2.84513e-07
6.19419402e-06,1.51047,1.47084e-08,7.64758e-07
6.21419568e-06,1.53695,1.03722e-08,3.36961
6.23422686e-06,1.51349,5.65786e-09,3.30001
6.25427079e-06,1.49267,5.66035e-09,3.3
6.27428762e-06,1.47435,5.652e-09,-7.86049e-07
6.29432324e-06,1.49489,-3.92027e-09,-1.13535e-06
6.31433612e-06,1.52309,1.46075e-08,7.43039e-07
6.33443204e-06,1.52521,5.65486e-09,3.3
6.3544859e-06,1.5032,5.65999e-09,3.3
6.37454045e-06,1.48382,5.65845e-09,3.3
6.39461396e-06,1.47784,9.62436e-09,-2.03481e-07
6.41468019e-06,1.50863,9.65656e-09,-8.34216e-06
6.43474996e-06,1.53558,1.39758e-09,0.0244592
6.4547861e-06,1.5141,5.65779e-09,3.30288
6.47483215e-06,1.49366,5.66033e-09,3.3
6.49492827e-06,1.47562,5.65258e-09,-3.23913e-06
6.51498613e-06,1.49292,1.50298e-08,2.21554e-06
6.53503771e-06,1.52184,-3.74499e-09,-2.80173e-06
6.55505348e-06,1.52556,4.43134e-08,3.3
6.57507621e-06,1.50398,5.65969e-09,3.3
6.59514508e-06,1.48495,5.65877e-09,3.3
6.61517812e-06,1.4755,1.13363e-07,8.39386e-07
6.63522122e-06,1.5068,-3.93543e-09,3.55087e-06
6.65522545e-06,1.53432,-3.67496e-09,-5.51588e-07
6.67523158e-06,1.51481,5.65747e-09,3.3
6.69532609e-06,1.49469,5.6605e-09,3.3
6.71533035e-06,1.47705,5.65286e-09,-2.76969e-06
6.73541019e-06,1.4905,1.51381e-08,-1.45706e-06
6.75550285e-06,1.52019,-3.8452e-09,2.70647e-06
6.77555364e-06,1.52602,-2.87297e-08,3.29999
6.79560832e-06,1.50477,5.65945e-09,3.3
6.81561411e-06,1.48615,5.65893e-09,3.3
6.83562166e-06,1.47351,1.98258e-05,4.99812e-05
6.85562925e-06,1.50467,4.23843e-08,-3.1598e-06
6.87567965e-06,1.53292,4.11543e-08,-2.34101e-06
6.89574106e-06,1.51537,5.65735e-09,3.3
6.91575822e-06,1.4957,5.66016e-09,3.3
6.93576205e-06,1.47837,5.65359e-09,-2.53524e-06
6.9558601e-06,1.48796,-1.15359e-08,6.81588e-07
6.9758779e-06,1.51829,2.19409e-08,3.66344e-07
6.99595e-06,1.52648,3.45165e-08,3.30001
7.01595113e-06,1.50561,5.6596e-09,3.3
7.03604551e-06,1.48725,5.65892e-09,3.29997
7.05606332e-06,1.47303,5.73248e-09,-1.62512e-07
7.07606702e-06,1.50242,3.36445e-08,1.7792e-07
7.0960714e-06,1.53129,3.25431e-08,-1.45268e-06
7.1160789e-06,1.51624,5.6573e-09,3.3
7.13614782e-06,1.49684,5.66038e-09,3.3
7.15620917e-06,1.47976,5.65421e-09,1.07207e-06
7.1762121e-06,1.4852,5.66239e-09,1.63988e-06
7.19623541e-06,1.51636,6.02298e-09,2.5306e-07
7.21628981e-06,1.52735,5.14471e-08,3.3
7.23633481e-06,1.50667,5.65975e-09,3.29996
7.25637241e-06,1.48865,5.65902e-09,3.29272
7.27641492e-06,1.47278,5.64274e-09,-3.48444e-06
7.2964793e-06,1.50024,-2.1733e-08,8.23499e-07
7.31655917e-06,1.52987,-2.08236e-08,7.86478e-07
7.33663666e-06,1.51686,5.65698e-09,3.3
7.35670872e-06,1.49781,5.66065e-09,3.3
7.37672693e-06,1.48106,5.65464e-09,-3.11775e-06
7.39682107e-06,1.48274,1.05332e-08,-1.02336e-06
7.41682368e-06,1.51468,8.80411e-09,-1.12888e-06
7.43691198e-06,1.52778,-2.82093e-08,3.29994
7.45696452e-06,1.5074,5.65927e-09,3.3
7.47697029e-06,1.48973,5.65942e-09,3.3
7.4970522e-06,1.47411,5.64381e-09,-4.91945e-06
7.51713475e-06,1.49832,1.54884e-08,-1.75093e-06
7.5371895e-06,1.52852,1.52077e-08,-7.93671e-07
7.55725426e-06,1.51736,5.65672e-09,3.3
7.57731937e-06,1.49866,5.66029e-09,3.3
7.59741678e-06,1.48216,5.65503e-09,1.80711e-05
7.61743155e-06,1.48021,-4.01047e-10,-1.58138e-06
7.63745848e-06,1.51298,1.54157e-08,0.000537162
7.65753827e-06,1.52805,-2.09207e-08,3.3026
7.67758643e-06,1.50798,5.6591e-09,3.3
7.69768099e-06,1.49057,5.65971e-09,3.3
7.71772723e-06,1.47528,5.64473e-09,2.56962e-06
7.73778151e-06,1.49622,1.5566e-08,-1.47888e-06
7.7578806e-06,1.52711,1.5263e-08,-1.2216e-06
7.77789702e-06,1.51779,4.30664e-08,3.3
7.79795518e-06,1.49944,5.66018e-09,3.3
7.81802559e-06,1.48327,5.6555e-09,-1.29581e-05
7.83810302e-06,1.47786,1.86353e-08,-7.28113e-06
7.85816554e-06,1.51129,-4.56003e-09,-9.71272e-07
7.87820502e-06,1.52844,5.69918e-08,3.30001
7.89826063e-06,1.50865,5.65889e-09,3.3
7.91834393e-06,1.49156,5.65957e-09,3.3
7.93834956e-06,1.47657,5.64548e-09,3.91395e-06
7.95840912e-06,1.49411,7.51584e-09,1.94032e-07
7.97850173e-06,1.52562,7.35242e-09,1.14038e-06
7.99859915e-06,1.5182,-3.82255e-08,3.3
8.01862227e-06,1.50023,5.66027e-09,3.3
8.03866517e-06,1.48437,5.65585e-09,-0.000214252
8.0586862e-06,1.47574,1.78742e-06,0.0010616
8.0787454e-06,1.50936,-4.66237e-09,-1.15649e-06
8.09877655e-06,1.52884,-5.30001e-08,3.30001
8.11883021e-06,1.50934,5.65869e-09,3.3
8.13887002e-06,1.49258,5.65984e-09,3.3
8.15894066e-06,1.4778,5.64672e-09,-9.60938e-07
8.17897733e-06,1.49178,-4.82439e-09,4.97246e-07
8.19901195e-06,1.52385,-4.52631e-09,2.75343e-06
8.2190529e-06,1.51869,-5.21944e-08,3.3
8.23910343e-06,1.50101,5.66037e-09,3.29999
8.25913199e-06,1.48545,5.65648e-09,3.30493
8.27922046e-06,1.47406,1.90076e-08,8.92569e-08
8.29927967e-06,1.50719,-8.91032e-09,2.41121e-06
8.31934215e-06,1.52905,3.5994e-08,3.30001
8.33940457e-06,1.50988,5.6588e-09,3.3
8.35947368e-06,1.4934,5.6599e-09,3.3
8.37954836e-06,1.4789,5.64763e-09,-3.84948e-06
8.39962972e-06,1.4894,7.98369e-09,-7.67112e-08
8.41971482e-06,1.52222,3.19603e-09,-8.36296e-06
8.4397362e-06,1.51892,4.37168e-08,3.3
8.45976448e-06,1.50161,5.66025e-09,3.30006
8.47983367e-06,1.48631,5.65656e-09,3.3
8.49993316e-06,1.47282,5.62846e-09,6.8433e-07
8.52001209e-06,1.50526,1.10506e-08,5.96437e-07
8.54003772e-06,1.52909,-3.76973e-08,3.3
8.56009949e-06,1.51034,5.65871e-09,3.3
8.58011723e-06,1.49421,5.66005e-09,3.3
8.60018492e-06,1.47998,5.64838e-09,5.99606e-06
8.6202526e-06,1.48687,-4.31556e-09,9.75025e-07
8.64026613e-06,1.52031,-3.73814e-09,2.47475e-06
8.66030731e-06,1.51945,4.47142e-08,3.3
8.68036598e-06,1.50241,5.6602e-09,3.3
8.70039521e-06,1.4874,5.65711e-09,3.3
8.7204917e-06,1.47414,5.63011e-09,-8.73949e-07
8.74056593e-06,1.50308,2.36587e-09,-2.58025e-06
8.7606105e-06,1.52914,4.12407e-08,3.3
8.78067904e-06,1.51093,5.65841e-09,3.3
8.80070736e-06,1.49508,5.66002e-09,3.30001
8.8207206e-06,1.48113,5.64921e-09,6.90135e-06
8.84075699e-06,1.48403,1.43102e-08,-9.47681e-06
8.86084004e-06,1.51839,-1.27724e-09,0.000995189
8.88085056e-06,1.51993,3.61926e-08,3.3
8.90090227e-06,1.50319,5.65995e-09,3.3
8.92096852e-06,1.48842,5.65751e-09,3.3
8.94102487e-06,1.47541,5.63247e-09,5.40777e-07
8.96104221e-06,1.50069,-5.04545e-09,-7.98481e-07
8.98105647e-06,1.52725,-3.89229e-08,3.30001
9.0010987e-06,1.51162,5.65763e-09,3.3
9.02114977e-06,1.49602,5.66029e-09,3.3
9.04118737e-06,1.48229,5.65023e-09,-4.58347e-06
9.06127612e-06,1.48121,4.92179e-09,-3.94988e-08
9.08129486e-06,1.5162,1.59417e-08,4.12399e-07
9.1013128e-06,1.52042,5.37395e-08,3.3
9.12139102e-06,1.50394,5.66018e-09,3.3
9.14142186e-06,1.48944,5.65771e-09,3.3
9.16142298e-06,1.47668,5.63469e-09,3.23671e-06
9.18150004e-06,1.49814,-5.21565e-09,-2.162e-06
9.20151202e-06,1.52833,-1.88792e-07,3.30003
9.2215964e-06,1.5122,-2.30751e-08,3.3
9.24162403e-06,1.49688,5.66016e-09,3.29959
9.26170561e-06,1.48335,5.65116e-09,0.00064217
9.28179835e-06,1.47859,1.56297e-07,4.27666e-09
9.30186472e-06,1.5141,-5.08408e-09,-2.30382e-07
9.32188622e-06,1.52073,-1.99864e-08,3.3
9.34196374e-06,1.50454,5.66002e-09,3.3
9.36196695e-06,1.49032,5.6582e-09,3.3
9.38202171e-06,1.47776,5.63637e-09,-1.31107e-06
9.40210811e-06,1.49572,-5.30367e-09,1.43374e-06
9.42213046e-06,1.52983,-4.72009e-09,3.33711
9.44215121e-06,1.51273,6.23015e-08,3.29997
9.46221918e-06,1.49765,5.66011e-09,3.3
9.48229206e-06,1.48436,5.65176e-09,2.90182e-06
9.50231536e-06,1.47649,3.82351e-05,2.42583e-08
9.52239464e-06,1.51186,2.22315e-08,-2.75604e-07
9.54241211e-06,1.52118,6.1336e-08,3.30001
9.56247691e-06,1.50524,5.6597e-09,3.3
9.58255717e-06,1.49121,5.65824e-09,3.3
9.60261339e-06,1.47886,5.63808e-09,9.08677e-07
