# campaign: devchar-cp
# generated_utc: 2026-07-31T03:24:39Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: sim/devchar-cp/tb_cp_mirror.sp
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 points, 6 stacks each
# stacks: n_simple/n_casc/n_ws (CP sink) and p_simple/p_casc/p_ws (CP source);
#   _casc = self-biased cascode, _ws = wide-swing (low-voltage) cascode
# sizing: NMOS W=5um, PMOS W=15um, L=1um, cascode-bias diode at W/4; Iref=20uA
# vcomp_i1pct/i5pct: output voltage where |Iout| first reaches 99%/95% of isat
# vcomp_ro50: output voltage where ro falls to 50% of its mid-rail value
# headroom_*: same boundary as distance from the stack's own rail
#   (ground for n_*, Vdd for p_*)
# vth_ref/vdsat_ref: operating point of the polarity's reference mirror device
stack,process,temp_c,vdd_v,iref_a,isat_a,iout_mid_a,gain_mid,ro_30pct_ohm,ro_50pct_ohm,ro_70pct_ohm,vcomp_i1pct_v,vcomp_i5pct_v,vcomp_ro50_v,headroom_i1pct_v,headroom_ro50_v,vth_ref_v,vdsat_ref_v
n_simple,fs,-40,3.63,2e-05,2.22495e-05,2.0532e-05,1.0266,1.74356e+06,1.96123e+06,1.631e+06,1.4300,0.3100,0.4300,1.4300,0.4300,0.680005,0.175038
n_simple,fs,27,2.97,2e-05,2.10822e-05,2.03359e-05,1.01679,1.81115e+06,2.20753e+06,2.30907e+06,1.0700,0.2600,0.4800,1.0700,0.4800,0.608846,0.218594
n_simple,fs,27,3.30,2e-05,2.14241e-05,2.04074e-05,1.02037,1.90734e+06,2.26511e+06,2.19529e+06,1.2100,0.2800,0.4900,1.2100,0.4900,0.608846,0.218594
n_simple,fs,27,3.63,2e-05,2.19758e-05,2.04817e-05,1.02408,1.98754e+06,2.30747e+06,1.93506e+06,1.3700,0.2900,0.5000,1.3700,0.5000,0.608846,0.218594
n_simple,fs,125,2.97,2e-05,2.09416e-05,2.03226e-05,1.01613,2.00282e+06,2.58782e+06,2.78222e+06,1.0100,0.3000,0.5600,1.0100,0.5600,0.504764,0.281047
n_simple,fs,125,3.30,2e-05,2.12299e-05,2.03833e-05,1.01917,2.14252e+06,2.6768e+06,2.67058e+06,1.1400,0.3100,0.5800,1.1400,0.5800,0.504764,0.281047
n_simple,fs,125,3.63,2e-05,2.17071e-05,2.04459e-05,1.0223,2.25994e+06,2.74797e+06,2.36457e+06,1.2900,0.3200,0.5900,1.2900,0.5900,0.504764,0.281047
n_simple,sf,-40,2.97,2e-05,2.1089e-05,2.02503e-05,1.01251,1.66996e+06,1.97507e+06,2.03793e+06,1.1100,0.2500,0.4400,1.1100,0.4400,0.837299,0.180857
n_simple,sf,-40,3.30,2e-05,2.14578e-05,2.03304e-05,1.01652,1.74488e+06,2.01784e+06,1.93409e+06,1.2600,0.2700,0.4500,1.2600,0.4500,0.837299,0.180857
n_simple,sf,-40,3.63,2e-05,2.20359e-05,2.0414e-05,1.0207,1.80691e+06,2.04725e+06,1.71275e+06,1.4200,0.3000,0.4500,1.4200,0.4500,0.837299,0.180857
n_simple,sf,27,2.97,2e-05,2.09482e-05,2.0235e-05,1.01175,1.85704e+06,2.28974e+06,2.40755e+06,1.0600,0.2700,0.5000,1.0600,0.5000,0.766155,0.225786
n_simple,sf,27,3.30,2e-05,2.12703e-05,2.03039e-05,1.01519,1.96178e+06,2.35305e+06,2.2946e+06,1.2000,0.2800,0.5100,1.2000,0.5100,0.766155,0.225786
n_simple,sf,27,3.63,2e-05,2.17864e-05,2.03753e-05,1.01877,2.04922e+06,2.40053e+06,2.02934e+06,1.3500,0.3000,0.5200,1.3500,0.5200,0.766155,0.225786
n_simple,sf,125,2.97,2e-05,2.08199e-05,2.02275e-05,1.01137,2.03579e+06,2.6723e+06,2.89272e+06,1.0000,0.3100,0.5800,1.0000,0.5800,0.662093,0.290361
n_simple,sf,125,3.30,2e-05,2.1091e-05,2.02862e-05,1.01431,2.18732e+06,2.76974e+06,2.78614e+06,1.1300,0.3100,0.6000,1.1300,0.6000,0.662093,0.290361
n_simple,sf,125,3.63,2e-05,2.15366e-05,2.03467e-05,1.01734,2.31498e+06,2.84864e+06,2.47825e+06,1.2800,0.3200,0.6100,1.2800,0.6100,0.662093,0.290361
n_simple,ss,-40,2.97,2e-05,2.10553e-05,2.02293e-05,1.01146,1.68488e+06,2.00056e+06,2.06765e+06,1.1100,0.2500,0.4400,1.1100,0.4400,0.866132,0.182763
n_simple,ss,-40,3.30,2e-05,2.1417e-05,2.03083e-05,1.01542,1.76229e+06,2.04499e+06,1.9634e+06,1.2500,0.2700,0.4500,1.2500,0.4500,0.866132,0.182763
n_simple,ss,-40,3.63,2e-05,2.19824e-05,2.03908e-05,1.01954,1.82645e+06,2.07581e+06,1.73993e+06,1.4100,0.3000,0.4600,1.4100,0.4600,0.866132,0.182763
n_simple,ss,27,2.97,2e-05,2.09189e-05,2.0216e-05,1.0108,1.86911e+06,2.31591e+06,2.44027e+06,1.0500,0.2700,0.5100,1.0500,0.5100,0.794994,0.2282
n_simple,ss,27,3.30,2e-05,2.12347e-05,2.02841e-05,1.0142,1.97711e+06,2.38155e+06,2.32767e+06,1.1900,0.2800,0.5200,1.1900,0.5200,0.794994,0.2282
n_simple,ss,27,3.63,2e-05,2.17394e-05,2.03547e-05,1.01773,2.06733e+06,2.43108e+06,2.06069e+06,1.3500,0.3000,0.5300,1.3500,0.5300,0.794994,0.2282
n_simple,ss,125,2.97,2e-05,2.07942e-05,2.02098e-05,1.01049,2.04177e+06,2.69782e+06,2.92851e+06,1.0000,0.3100,0.5900,1.0000,0.5900,0.690942,0.293509
n_simple,ss,125,3.30,2e-05,2.10598e-05,2.0268e-05,1.0134,2.19771e+06,2.79861e+06,2.82394e+06,1.1300,0.3200,0.6100,1.1300,0.6100,0.690942,0.293509
n_simple,ss,125,3.63,2e-05,2.14954e-05,2.03278e-05,1.01639,2.32913e+06,2.8806e+06,2.5156e+06,1.2700,0.3300,0.6200,1.2700,0.6200,0.690942,0.293509
n_simple,typical,-40,2.97,2e-05,2.11634e-05,2.03043e-05,1.01522,1.64344e+06,1.93431e+06,1.99171e+06,1.1200,0.2500,0.4300,1.1200,0.4300,0.758657,0.177967
n_simple,typical,-40,3.30,2e-05,2.15433e-05,2.03861e-05,1.01931,1.71493e+06,1.97492e+06,1.88865e+06,1.2600,0.2700,0.4400,1.2600,0.4400,0.758657,0.177967
n_simple,typical,-40,3.63,2e-05,2.21403e-05,2.04715e-05,1.02358,1.77412e+06,2.00252e+06,1.67075e+06,1.4200,0.3100,0.4400,1.4200,0.4400,0.758657,0.177967
n_simple,typical,27,2.97,2e-05,2.10137e-05,2.02839e-05,1.01419,1.83365e+06,2.24722e+06,2.3566e+06,1.0600,0.2700,0.4900,1.0600,0.4900,0.687506,0.222226
n_simple,typical,27,3.30,2e-05,2.13454e-05,2.03541e-05,1.0177,1.93388e+06,2.30752e+06,2.24338e+06,1.2000,0.2800,0.5000,1.2000,0.5000,0.687506,0.222226
n_simple,typical,27,3.63,2e-05,2.18786e-05,2.0427e-05,1.02135,2.01751e+06,2.35236e+06,1.98108e+06,1.3600,0.2900,0.5100,1.3600,0.5100,0.687506,0.222226
n_simple,typical,125,2.97,2e-05,2.08788e-05,2.02731e-05,1.01366,2.01955e+06,2.62895e+06,2.83591e+06,1.0000,0.3000,0.5700,1.0000,0.5700,0.583434,0.285784
n_simple,typical,125,3.30,2e-05,2.11582e-05,2.03329e-05,1.01664,2.16485e+06,2.72194e+06,2.72691e+06,1.1400,0.3100,0.5900,1.1400,0.5900,0.583434,0.285784
n_simple,typical,125,3.63,2e-05,2.1619e-05,2.03945e-05,1.01972,2.2871e+06,2.79681e+06,2.42043e+06,1.2800,0.3200,0.6000,1.2800,0.6000,0.583434,0.285784
n_ws,ff,-40,2.97,2e-05,2.01514e-05,2.00283e-05,1.00142,2.0247e+07,2.68673e+07,2.56279e+07,0.3300,0.2500,0.6200,0.3300,0.6200,0.651143,0.172955
n_ws,ff,-40,3.30,2e-05,2.0294e-05,2.00342e-05,1.00171,2.18579e+07,2.78319e+07,1.84604e+07,0.3300,0.2500,0.6300,0.3300,0.6300,0.651143,0.172955
n_ws,ff,-40,3.63,2e-05,2.05708e-05,2.00402e-05,1.00201,2.31857e+07,2.82646e+07,1.07187e+07,0.3300,0.2500,0.6400,0.3300,0.6400,0.651143,0.172955
n_ws,ff,27,2.97,2e-05,2.01506e-05,2.00367e-05,1.00183,1.60333e+07,2.29806e+07,2.39693e+07,0.4000,0.3100,0.7000,0.4000,0.7000,0.579979,0.215963
n_ws,ff,27,3.30,2e-05,2.02739e-05,2.00435e-05,1.00217,1.77462e+07,2.40183e+07,1.92105e+07,0.4000,0.3100,0.7200,0.4000,0.7200,0.579979,0.215963
n_ws,ff,27,3.63,2e-05,2.05193e-05,2.00504e-05,1.00252,1.91479e+07,2.47709e+07,1.21736e+07,0.4100,0.3100,0.7300,0.4100,0.7300,0.579979,0.215963
n_ws,ff,125,2.97,2e-05,2.01567e-05,2.00524e-05,1.00262,1.1744e+07,1.93723e+07,2.19419e+07,0.5000,0.3900,0.8000,0.5000,0.8000,0.475887,0.277598
n_ws,ff,125,3.30,2e-05,2.02564e-05,2.00604e-05,1.00302,1.36491e+07,2.05065e+07,1.96928e+07,0.5000,0.3900,0.8200,0.5000,0.8200,0.475887,0.277598
n_ws,ff,125,3.63,2e-05,2.04614e-05,2.00685e-05,1.00342,1.51999e+07,2.14638e+07,1.41764e+07,0.5100,0.3900,0.8400,0.5100,0.8400,0.475887,0.277598
n_ws,fs,-40,2.97,2e-05,2.01465e-05,2.00262e-05,1.00131,2.05339e+07,2.74386e+07,2.62778e+07,0.3300,0.2500,0.6300,0.3300,0.6300,0.680005,0.175038
n_ws,fs,-40,3.30,2e-05,2.02865e-05,2.00319e-05,1.00159,2.22148e+07,2.84495e+07,1.89466e+07,0.3300,0.2500,0.6400,0.3300,0.6400,0.680005,0.175038
n_ws,fs,-40,3.63,2e-05,2.0559e-05,2.00378e-05,1.00189,2.36016e+07,2.89226e+07,1.0986e+07,0.3400,0.2500,0.6500,0.3400,0.6500,0.680005,0.175038
n_ws,fs,27,2.97,2e-05,2.01448e-05,2.00338e-05,1.00169,1.62101e+07,2.34742e+07,2.46033e+07,0.4100,0.3100,0.7100,0.4100,0.7100,0.608846,0.218594
n_ws,fs,27,3.30,2e-05,2.02654e-05,2.00404e-05,1.00202,1.79986e+07,2.4564e+07,1.97707e+07,0.4100,0.3100,0.7200,0.4100,0.7200,0.608846,0.218594
n_ws,fs,27,3.63,2e-05,2.05062e-05,2.00472e-05,1.00236,1.94666e+07,2.53646e+07,1.2529e+07,0.4100,0.3100,0.7400,0.4100,0.7400,0.608846,0.218594
n_ws,fs,125,2.97,2e-05,2.01492e-05,2.00479e-05,1.00239,1.17716e+07,1.97707e+07,2.25225e+07,0.5100,0.3900,0.8100,0.5100,0.8100,0.504764,0.281047
n_ws,fs,125,3.30,2e-05,2.02461e-05,2.00557e-05,1.00279,1.37665e+07,2.096e+07,2.02922e+07,0.5100,0.3900,0.8300,0.5100,0.8300,0.504764,0.281047
n_ws,fs,125,3.63,2e-05,2.04461e-05,2.00636e-05,1.00318,1.53917e+07,2.19708e+07,1.46542e+07,0.5100,0.3900,0.8500,0.5100,0.8500,0.504764,0.281047
n_ws,sf,-40,2.97,2e-05,2.01296e-05,2.00173e-05,1.00087,2.13607e+07,2.9129e+07,2.82446e+07,0.3400,0.2600,0.6500,0.3400,0.6500,0.837299,0.180857
n_ws,sf,-40,3.30,2e-05,2.02617e-05,2.00227e-05,1.00114,2.32585e+07,3.02709e+07,2.04687e+07,0.3500,0.2600,0.6600,0.3500,0.6600,0.837299,0.180857
n_ws,sf,-40,3.63,2e-05,2.05207e-05,2.00283e-05,1.00141,2.48231e+07,3.08642e+07,1.18441e+07,0.3500,0.2600,0.6700,0.3500,0.6700,0.837299,0.180857
n_ws,sf,27,2.97,2e-05,2.01248e-05,2.00222e-05,1.00111,1.6735e+07,2.49969e+07,2.65675e+07,0.4200,0.3200,0.7300,0.4200,0.7300,0.766155,0.225786
n_ws,sf,27,3.30,2e-05,2.02374e-05,2.00285e-05,1.00142,1.87758e+07,2.62398e+07,2.15262e+07,0.4200,0.3200,0.7500,0.4200,0.7500,0.766155,0.225786
n_ws,sf,27,3.63,2e-05,2.04642e-05,2.00348e-05,1.00174,2.04478e+07,2.71776e+07,1.36687e+07,0.4200,0.3200,0.7700,0.4200,0.7700,0.766155,0.225786
n_ws,sf,125,2.97,2e-05,2.01235e-05,2.00308e-05,1.00154,1.18455e+07,2.10438e+07,2.43694e+07,0.5200,0.4100,0.8400,0.5200,0.8400,0.662093,0.290361
n_ws,sf,125,3.30,2e-05,2.02124e-05,2.00381e-05,1.00191,1.41393e+07,2.2414e+07,2.22099e+07,0.5300,0.4100,0.8600,0.5300,0.8600,0.662093,0.290361
n_ws,sf,125,3.63,2e-05,2.0398e-05,2.00455e-05,1.00228,1.6009e+07,2.35877e+07,1.6197e+07,0.5300,0.4100,0.8800,0.5300,0.8800,0.662093,0.290361
n_ws,ss,-40,2.97,2e-05,2.01248e-05,2.00155e-05,1.00078,2.18436e+07,3.00436e+07,2.92141e+07,0.3500,0.2600,0.6600,0.3500,0.6600,0.866132,0.182763
n_ws,ss,-40,3.30,2e-05,2.02544e-05,2.00208e-05,1.00104,2.38493e+07,3.12451e+07,2.11439e+07,0.3500,0.2600,0.6700,0.3500,0.6700,0.866132,0.182763
n_ws,ss,-40,3.63,2e-05,2.05092e-05,2.00261e-05,1.00131,2.54972e+07,3.18878e+07,1.21877e+07,0.3500,0.2600,0.6800,0.3500,0.6800,0.866132,0.182763
n_ws,ss,27,2.97,2e-05,2.01194e-05,2.002e-05,1.001,1.70256e+07,2.57599e+07,2.7499e+07,0.4200,0.3200,0.7400,0.4200,0.7400,0.794994,0.2282
n_ws,ss,27,3.30,2e-05,2.02294e-05,2.0026e-05,1.0013,1.9181e+07,2.70746e+07,2.23065e+07,0.4300,0.3200,0.7600,0.4300,0.7600,0.794994,0.2282
n_ws,ss,27,3.63,2e-05,2.04518e-05,2.00322e-05,1.00161,2.09468e+07,2.80781e+07,1.41343e+07,0.4300,0.3200,0.7800,0.4300,0.7800,0.794994,0.2282
n_ws,ss,125,2.97,2e-05,2.01173e-05,2.00277e-05,1.00138,1.18934e+07,2.16216e+07,2.51953e+07,0.5300,0.4100,0.8500,0.5300,0.8500,0.690942,0.293509
n_ws,ss,125,3.30,2e-05,2.02036e-05,2.00348e-05,1.00174,1.43133e+07,2.30734e+07,2.30388e+07,0.5300,0.4100,0.8700,0.5300,0.8700,0.690942,0.293509
