# campaign: mc-cp-mismatch (dc)
# record_id: 20260923-095854-1655e11
# generated_utc: 2026-09-23T09:58:58Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /home/ubuntu/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: 3 corners x N=100 mismatch samples/corner
corner,seed,vctrl_v,iup_a,idn_a,mism_pct
ff_-40c_3.63v,23,0.9,5.15315e-06,4.88923e-06,5.2561
ff_-40c_3.63v,23,1.65,5.14734e-06,4.91583e-06,4.6011
ff_-40c_3.63v,23,2.4,5.1353e-06,4.94355e-06,3.8050
ff_-40c_3.63v,24,0.9,5.05059e-06,5.25506e-06,-3.9681
ff_-40c_3.63v,24,1.65,5.04522e-06,5.28821e-06,-4.7030
ff_-40c_3.63v,24,2.4,5.03397e-06,5.32219e-06,-5.5662
ff_-40c_3.63v,25,0.9,5.22272e-06,4.59867e-06,12.7080
ff_-40c_3.63v,25,1.65,5.21713e-06,4.61544e-06,12.2387
ff_-40c_3.63v,25,2.4,5.20547e-06,4.63402e-06,11.6154
ff_-40c_3.63v,26,0.9,5.19354e-06,4.88464e-06,6.1301
ff_-40c_3.63v,26,1.65,5.1882e-06,4.91075e-06,5.4946
ff_-40c_3.63v,26,2.4,5.17709e-06,4.93801e-06,4.7272
ff_-40c_3.63v,27,0.9,5.22867e-06,4.92098e-06,6.0631
ff_-40c_3.63v,27,1.65,5.22306e-06,4.94333e-06,5.5030
ff_-40c_3.63v,27,2.4,5.21147e-06,4.96716e-06,4.8004
ff_-40c_3.63v,28,0.9,5.11843e-06,5.18372e-06,-1.2675
ff_-40c_3.63v,28,1.65,5.1133e-06,5.21412e-06,-1.9525
ff_-40c_3.63v,28,2.4,5.10249e-06,5.2455e-06,-2.7640
ff_-40c_3.63v,29,0.9,5.25198e-06,5.33133e-06,-1.4995
ff_-40c_3.63v,29,1.65,5.24619e-06,5.35799e-06,-2.1086
ff_-40c_3.63v,29,2.4,5.23405e-06,5.386e-06,-2.8616
ff_-40c_3.63v,30,0.9,5.19109e-06,4.74637e-06,8.9504
ff_-40c_3.63v,30,1.65,5.18523e-06,4.76925e-06,8.3576
ff_-40c_3.63v,30,2.4,5.17315e-06,4.79347e-06,7.6190
ff_-40c_3.63v,31,0.9,5.11418e-06,5.2372e-06,-2.3769
ff_-40c_3.63v,31,1.65,5.10907e-06,5.26513e-06,-3.0086
ff_-40c_3.63v,31,2.4,5.09849e-06,5.29425e-06,-3.7672
ff_-40c_3.63v,32,0.9,5.03158e-06,4.866e-06,3.3459
ff_-40c_3.63v,32,1.65,5.0266e-06,4.89138e-06,2.7268
ff_-40c_3.63v,32,2.4,5.01614e-06,4.91796e-06,1.9766
ff_-40c_3.63v,33,0.9,5.22959e-06,5.32968e-06,-1.8958
ff_-40c_3.63v,33,1.65,5.2239e-06,5.35512e-06,-2.4808
ff_-40c_3.63v,33,2.4,5.21186e-06,5.38201e-06,-3.2122
ff_-40c_3.63v,34,0.9,5.11696e-06,4.89374e-06,4.4596
ff_-40c_3.63v,34,1.65,5.11163e-06,4.91314e-06,3.9600
ff_-40c_3.63v,34,2.4,5.10053e-06,4.93426e-06,3.3139
ff_-40c_3.63v,35,0.9,5.17927e-06,4.85639e-06,6.4347
ff_-40c_3.63v,35,1.65,5.17361e-06,4.87876e-06,5.8663
ff_-40c_3.63v,35,2.4,5.16179e-06,4.90257e-06,5.1512
ff_-40c_3.63v,36,0.9,5.16006e-06,4.8072e-06,7.0804
ff_-40c_3.63v,36,1.65,5.15491e-06,4.82776e-06,6.5544
ff_-40c_3.63v,36,2.4,5.14411e-06,4.84989e-06,5.8879
ff_-40c_3.63v,37,0.9,5.09113e-06,4.71026e-06,7.7718
ff_-40c_3.63v,37,1.65,5.08567e-06,4.72812e-06,7.2867
ff_-40c_3.63v,37,2.4,5.07424e-06,4.74775e-06,6.6481
ff_-40c_3.63v,38,0.9,5.15626e-06,4.91597e-06,4.7713
ff_-40c_3.63v,38,1.65,5.15072e-06,4.93879e-06,4.2010
ff_-40c_3.63v,38,2.4,5.13899e-06,4.96306e-06,3.4831
ff_-40c_3.63v,39,0.9,5.11612e-06,4.72806e-06,7.8840
ff_-40c_3.63v,39,1.65,5.11073e-06,4.74773e-06,7.3642
ff_-40c_3.63v,39,2.4,5.0995e-06,4.76901e-06,6.6979
ff_-40c_3.63v,40,0.9,5.16301e-06,4.8066e-06,7.1499
ff_-40c_3.63v,40,1.65,5.1575e-06,4.82966e-06,6.5652
ff_-40c_3.63v,40,2.4,5.14608e-06,4.8541e-06,5.8395
ff_-40c_3.63v,41,0.9,5.13292e-06,5.30095e-06,-3.2209
ff_-40c_3.63v,41,1.65,5.12778e-06,5.33714e-06,-4.0012
ff_-40c_3.63v,41,2.4,5.11679e-06,5.37397e-06,-4.9030
ff_-40c_3.63v,42,0.9,5.11375e-06,4.73166e-06,7.7618
ff_-40c_3.63v,42,1.65,5.10866e-06,4.75302e-06,7.2126
ff_-40c_3.63v,42,2.4,5.098e-06,4.77583e-06,6.5257
ff_-40c_3.63v,43,0.9,5.3312e-06,4.90723e-06,8.2819
ff_-40c_3.63v,43,1.65,5.32513e-06,4.92829e-06,7.7406
ff_-40c_3.63v,43,2.4,5.31247e-06,4.95092e-06,7.0454
ff_-40c_3.63v,44,0.9,5.15901e-06,4.86456e-06,5.8752
ff_-40c_3.63v,44,1.65,5.15399e-06,4.88869e-06,5.2835
ff_-40c_3.63v,44,2.4,5.1435e-06,4.91412e-06,4.5613
ff_-40c_3.63v,45,0.9,4.94441e-06,5.05209e-06,-2.1544
ff_-40c_3.63v,45,1.65,4.93953e-06,5.08098e-06,-2.8232
ff_-40c_3.63v,45,2.4,4.92945e-06,5.11091e-06,-3.6146
ff_-40c_3.63v,46,0.9,5.1918e-06,4.69107e-06,10.1333
ff_-40c_3.63v,46,1.65,5.18593e-06,4.71401e-06,9.5338
ff_-40c_3.63v,46,2.4,5.17379e-06,4.73824e-06,8.7883
ff_-40c_3.63v,47,0.9,4.93535e-06,5.22292e-06,-5.6618
ff_-40c_3.63v,47,1.65,4.93054e-06,5.24723e-06,-6.2232
ff_-40c_3.63v,47,2.4,4.92049e-06,5.27301e-06,-6.9166
ff_-40c_3.63v,48,0.9,5.14024e-06,4.98799e-06,3.0064
ff_-40c_3.63v,48,1.65,5.13489e-06,5.01241e-06,2.4140
ff_-40c_3.63v,48,2.4,5.12384e-06,5.03818e-06,1.6859
ff_-40c_3.63v,49,0.9,5.15068e-06,4.45997e-06,14.3738
ff_-40c_3.63v,49,1.65,5.14502e-06,4.48554e-06,13.6956
ff_-40c_3.63v,49,2.4,5.13328e-06,4.51207e-06,12.8810
ff_-40c_3.63v,50,0.9,5.11807e-06,5.1652e-06,-0.9166
ff_-40c_3.63v,50,1.65,5.11203e-06,5.189e-06,-1.4944
ff_-40c_3.63v,50,2.4,5.09938e-06,5.21429e-06,-2.2283
ff_-40c_3.63v,51,0.9,5.12286e-06,5.09771e-06,0.4921
ff_-40c_3.63v,51,1.65,5.11752e-06,5.12748e-06,-0.1944
ff_-40c_3.63v,51,2.4,5.10643e-06,5.15824e-06,-1.0095
ff_-40c_3.63v,52,0.9,5.13591e-06,4.8246e-06,6.2509
ff_-40c_3.63v,52,1.65,5.1309e-06,4.84518e-06,5.7281
ff_-40c_3.63v,52,2.4,5.12034e-06,4.86734e-06,5.0662
ff_-40c_3.63v,53,0.9,5.1302e-06,4.83974e-06,5.8267
ff_-40c_3.63v,53,1.65,5.12523e-06,4.86308e-06,5.2491
ff_-40c_3.63v,53,2.4,5.11473e-06,4.88777e-06,4.5381
ff_-40c_3.63v,54,0.9,5.09793e-06,4.96873e-06,2.5669
ff_-40c_3.63v,54,1.65,5.0927e-06,4.99686e-06,1.8998
ff_-40c_3.63v,54,2.4,5.08174e-06,5.02602e-06,1.1025
ff_-40c_3.63v,55,0.9,5.21509e-06,4.72314e-06,9.9002
ff_-40c_3.63v,55,1.65,5.20957e-06,4.74534e-06,9.3267
ff_-40c_3.63v,55,2.4,5.19807e-06,4.76892e-06,8.6114
ff_-40c_3.63v,56,0.9,5.09154e-06,5.13065e-06,-0.7652
ff_-40c_3.63v,56,1.65,5.08614e-06,5.1544e-06,-1.3331
ff_-40c_3.63v,56,2.4,5.07481e-06,5.17963e-06,-2.0444
ff_-40c_3.63v,57,0.9,5.2625e-06,5.10483e-06,3.0417
ff_-40c_3.63v,57,1.65,5.2571e-06,5.12738e-06,2.4983
ff_-40c_3.63v,57,2.4,5.24573e-06,5.1515e-06,1.8126
ff_-40c_3.63v,58,0.9,5.14246e-06,5.53735e-06,-7.3951
ff_-40c_3.63v,58,1.65,5.13708e-06,5.56943e-06,-8.0764
ff_-40c_3.63v,58,2.4,5.1258e-06,5.60257e-06,-8.8880
ff_-40c_3.63v,59,0.9,5.22593e-06,5.2776e-06,-0.9839
ff_-40c_3.63v,59,1.65,5.22027e-06,5.30562e-06,-1.6217
ff_-40c_3.63v,59,2.4,5.20838e-06,5.33486e-06,-2.3993
ff_-40c_3.63v,60,0.9,5.23691e-06,5.02836e-06,4.0632
ff_-40c_3.63v,60,1.65,5.23136e-06,5.05602e-06,3.4088
ff_-40c_3.63v,60,2.4,5.21986e-06,5.08479e-06,2.6215
ff_-40c_3.63v,61,0.9,5.30266e-06,4.95553e-06,6.7679
ff_-40c_3.63v,61,1.65,5.29688e-06,4.97613e-06,6.2445
ff_-40c_3.63v,61,2.4,5.28466e-06,4.99839e-06,5.5678
ff_-40c_3.63v,62,0.9,5.18719e-06,4.94449e-06,4.7909
ff_-40c_3.63v,62,1.65,5.18159e-06,4.96648e-06,4.2394
ff_-40c_3.63v,62,2.4,5.16977e-06,4.99e-06,3.5389
ff_-40c_3.63v,63,0.9,5.2173e-06,5.06648e-06,2.9332
ff_-40c_3.63v,63,1.65,5.21158e-06,5.09384e-06,2.2850
ff_-40c_3.63v,63,2.4,5.19967e-06,5.12237e-06,1.4978
ff_-40c_3.63v,64,0.9,5.24487e-06,4.88502e-06,7.1047
ff_-40c_3.63v,64,1.65,5.23942e-06,4.91015e-06,6.4884
ff_-40c_3.63v,64,2.4,5.22803e-06,4.93651e-06,5.7360
ff_-40c_3.63v,65,0.9,5.27641e-06,4.98926e-06,5.5944
ff_-40c_3.63v,65,1.65,5.27044e-06,5.00961e-06,5.0745
ff_-40c_3.63v,65,2.4,5.25775e-06,5.03166e-06,4.3946
ff_-40c_3.63v,66,0.9,5.18257e-06,4.83483e-06,6.9427
ff_-40c_3.63v,66,1.65,5.17699e-06,4.85641e-06,6.3903
ff_-40c_3.63v,66,2.4,5.16518e-06,4.8795e-06,5.6882
ff_-40c_3.63v,67,0.9,5.28774e-06,4.86679e-06,8.2909
ff_-40c_3.63v,67,1.65,5.28199e-06,4.88926e-06,7.7224
ff_-40c_3.63v,67,2.4,5.26997e-06,4.91317e-06,7.0077
ff_-40c_3.63v,68,0.9,5.29816e-06,4.93638e-06,7.0698
ff_-40c_3.63v,68,1.65,5.29231e-06,4.9605e-06,6.4726
ff_-40c_3.63v,68,2.4,5.2801e-06,4.98595e-06,5.7305
ff_-40c_3.63v,69,0.9,5.2433e-06,4.81983e-06,8.4163
ff_-40c_3.63v,69,1.65,5.23756e-06,4.8449e-06,7.7890
ff_-40c_3.63v,69,2.4,5.22547e-06,4.87117e-06,7.0182
ff_-40c_3.63v,70,0.9,5.20614e-06,4.80166e-06,8.0833
ff_-40c_3.63v,70,1.65,5.20054e-06,4.82264e-06,7.5405
ff_-40c_3.63v,70,2.4,5.18866e-06,4.84514e-06,6.8473
ff_-40c_3.63v,71,0.9,5.2272e-06,5.10024e-06,2.4587
ff_-40c_3.63v,71,1.65,5.22142e-06,5.12775e-06,1.8102
ff_-40c_3.63v,71,2.4,5.20914e-06,5.1564e-06,1.0176
ff_-40c_3.63v,72,0.9,5.09024e-06,5.0372e-06,1.0475
ff_-40c_3.63v,72,1.65,5.08465e-06,5.06555e-06,0.3763
ff_-40c_3.63v,72,2.4,5.07295e-06,5.09496e-06,-0.4329
ff_-40c_3.63v,73,0.9,5.01287e-06,5.04136e-06,-0.5667
ff_-40c_3.63v,73,1.65,5.00792e-06,5.07163e-06,-1.2641
ff_-40c_3.63v,73,2.4,4.99771e-06,5.10282e-06,-2.0813
ff_-40c_3.63v,74,0.9,4.97667e-06,4.94092e-06,0.7209
ff_-40c_3.63v,74,1.65,4.97174e-06,4.96297e-06,0.1766
ff_-40c_3.63v,74,2.4,4.96162e-06,4.98655e-06,-0.5012
ff_-40c_3.63v,75,0.9,5.2216e-06,5.29852e-06,-1.4623
ff_-40c_3.63v,75,1.65,5.21595e-06,5.3281e-06,-2.1273
ff_-40c_3.63v,75,2.4,5.20406e-06,5.35879e-06,-2.9297
ff_-40c_3.63v,76,0.9,5.05551e-06,5.16e-06,-2.0457
ff_-40c_3.63v,76,1.65,5.05037e-06,5.1905e-06,-2.7367
ff_-40c_3.63v,76,2.4,5.03959e-06,5.22196e-06,-3.5544
ff_-40c_3.63v,77,0.9,5.07829e-06,5.20362e-06,-2.4379
ff_-40c_3.63v,77,1.65,5.07313e-06,5.22669e-06,-2.9818
ff_-40c_3.63v,77,2.4,5.06236e-06,5.25134e-06,-3.6646
ff_-40c_3.63v,78,0.9,5.23231e-06,4.92275e-06,6.0967
ff_-40c_3.63v,78,1.65,5.22685e-06,4.94789e-06,5.4834
ff_-40c_3.63v,78,2.4,5.21539e-06,4.97427e-06,4.7326
ff_-40c_3.63v,79,0.9,5.04029e-06,4.83539e-06,4.1496
ff_-40c_3.63v,79,1.65,5.03473e-06,4.85913e-06,3.5497
ff_-40c_3.63v,79,2.4,5.02302e-06,4.88419e-06,2.8026
ff_-40c_3.63v,80,0.9,5.29781e-06,5.37858e-06,-1.5131
ff_-40c_3.63v,80,1.65,5.29206e-06,5.4162e-06,-2.3186
ff_-40c_3.63v,80,2.4,5.2799e-06,5.45442e-06,-3.2516
ff_-40c_3.63v,81,0.9,5.30758e-06,4.85105e-06,8.9880
ff_-40c_3.63v,81,1.65,5.30197e-06,4.87144e-06,8.4638
ff_-40c_3.63v,81,2.4,5.29012e-06,4.89343e-06,7.7908
ff_-40c_3.63v,82,0.9,5.24053e-06,5.15301e-06,1.6841
ff_-40c_3.63v,82,1.65,5.23482e-06,5.18393e-06,0.9769
ff_-40c_3.63v,82,2.4,5.22271e-06,5.21577e-06,0.1330
ff_-40c_3.63v,83,0.9,5.05999e-06,4.95916e-06,2.0127
ff_-40c_3.63v,83,1.65,5.05494e-06,4.97944e-06,1.5048
ff_-40c_3.63v,83,2.4,5.04436e-06,5.00141e-06,0.8551
ff_-40c_3.63v,84,0.9,5.19185e-06,4.90679e-06,5.6455
ff_-40c_3.63v,84,1.65,5.18647e-06,4.93325e-06,5.0045
ff_-40c_3.63v,84,2.4,5.17522e-06,4.96084e-06,4.2300
ff_-40c_3.63v,85,0.9,5.20269e-06,4.9463e-06,5.0525
ff_-40c_3.63v,85,1.65,5.1972e-06,4.96795e-06,4.5105
ff_-40c_3.63v,85,2.4,5.18564e-06,4.99115e-06,3.8222
ff_-40c_3.63v,86,0.9,5.11609e-06,4.89732e-06,4.3695
ff_-40c_3.63v,86,1.65,5.11023e-06,4.92223e-06,3.7478
ff_-40c_3.63v,86,2.4,5.09806e-06,4.94839e-06,2.9796
ff_-40c_3.63v,87,0.9,5.18221e-06,4.9695e-06,4.1906
ff_-40c_3.63v,87,1.65,5.17724e-06,4.99496e-06,3.5839
ff_-40c_3.63v,87,2.4,5.16668e-06,5.02166e-06,2.8468
ff_-40c_3.63v,88,0.9,5.26845e-06,5.17109e-06,1.8652
ff_-40c_3.63v,88,1.65,5.26299e-06,5.19861e-06,1.2308
ff_-40c_3.63v,88,2.4,5.25142e-06,5.22733e-06,0.4598
ff_-40c_3.63v,89,0.9,5.14521e-06,5.09661e-06,0.9491
ff_-40c_3.63v,89,1.65,5.1397e-06,5.12635e-06,0.2601
ff_-40c_3.63v,89,2.4,5.12821e-06,5.15706e-06,-0.5610
ff_-40c_3.63v,90,0.9,4.95393e-06,5.14092e-06,-3.7047
ff_-40c_3.63v,90,1.65,4.94929e-06,5.16605e-06,-4.2858
ff_-40c_3.63v,90,2.4,4.9395e-06,5.19255e-06,-4.9950
ff_-40c_3.63v,91,0.9,5.09312e-06,4.9246e-06,3.3644
ff_-40c_3.63v,91,1.65,5.08758e-06,4.94604e-06,2.8213
ff_-40c_3.63v,91,2.4,5.07613e-06,4.96904e-06,2.1322
ff_-40c_3.63v,92,0.9,5.29952e-06,4.80359e-06,9.8174
ff_-40c_3.63v,92,1.65,5.29335e-06,4.82894e-06,9.1760
ff_-40c_3.63v,92,2.4,5.28044e-06,4.85546e-06,8.3856
ff_-40c_3.63v,93,0.9,4.98804e-06,4.92772e-06,1.2166
ff_-40c_3.63v,93,1.65,4.98339e-06,4.95719e-06,0.5271
ff_-40c_3.63v,93,2.4,4.97347e-06,4.98757e-06,-0.2831
ff_-40c_3.63v,94,0.9,5.00948e-06,4.89915e-06,2.2269
ff_-40c_3.63v,94,1.65,5.00453e-06,4.92147e-06,1.6736
ff_-40c_3.63v,94,2.4,4.99422e-06,4.94527e-06,0.9850
ff_-40c_3.63v,95,0.9,5.25132e-06,5.30379e-06,-0.9942
ff_-40c_3.63v,95,1.65,5.24566e-06,5.33505e-06,-1.6897
ff_-40c_3.63v,95,2.4,5.23377e-06,5.36731e-06,-2.5194
ff_-40c_3.63v,96,0.9,5.05434e-06,4.9137e-06,2.8218
ff_-40c_3.63v,96,1.65,5.04869e-06,4.93749e-06,2.2271
ff_-40c_3.63v,96,2.4,5.03698e-06,4.96263e-06,1.4871
ff_-40c_3.63v,97,0.9,5.17102e-06,4.90559e-06,5.2682
ff_-40c_3.63v,97,1.65,5.16584e-06,4.92767e-06,4.7193
ff_-40c_3.63v,97,2.4,5.15493e-06,4.95125e-06,4.0308
ff_-40c_3.63v,98,0.9,5.06426e-06,4.89354e-06,3.4289
ff_-40c_3.63v,98,1.65,5.0591e-06,4.91678e-06,2.8533
ff_-40c_3.63v,98,2.4,5.04822e-06,4.94141e-06,2.1384
ff_-40c_3.63v,99,0.9,5.2546e-06,5.09776e-06,3.0300
ff_-40c_3.63v,99,1.65,5.24876e-06,5.12182e-06,2.4481
ff_-40c_3.63v,99,2.4,5.23662e-06,5.1473e-06,1.7204
ff_-40c_3.63v,100,0.9,5.25389e-06,5.18435e-06,1.3324
ff_-40c_3.63v,100,1.65,5.24826e-06,5.21152e-06,0.7025
ff_-40c_3.63v,100,2.4,5.23649e-06,5.23998e-06,-0.0666
ss_125c_2.97v,1,0.9,5.39799e-06,5.35207e-06,0.8543
ss_125c_2.97v,1,1.65,5.39259e-06,5.37526e-06,0.3219
ss_125c_2.97v,1,2.4,5.3775e-06,5.38511e-06,-0.1414
ss_125c_2.97v,2,0.9,5.37629e-06,5.29018e-06,1.6146
ss_125c_2.97v,2,1.65,5.37101e-06,5.31551e-06,1.0387
ss_125c_2.97v,2,2.4,5.35639e-06,5.32642e-06,0.5611
ss_125c_2.97v,3,0.9,5.32816e-06,5.36929e-06,-0.7690
ss_125c_2.97v,3,1.65,5.32266e-06,5.39286e-06,-1.3102
ss_125c_2.97v,3,2.4,5.30725e-06,5.40297e-06,-1.7875
ss_125c_2.97v,4,0.9,5.26962e-06,5.33611e-06,-1.2539
ss_125c_2.97v,4,1.65,5.26439e-06,5.36441e-06,-1.8821
ss_125c_2.97v,4,2.4,5.24992e-06,5.37671e-06,-2.3863
ss_125c_2.97v,5,0.9,5.33902e-06,5.32355e-06,0.2902
ss_125c_2.97v,5,1.65,5.33395e-06,5.34918e-06,-0.2851
ss_125c_2.97v,5,2.4,5.31974e-06,5.3601e-06,-0.7558
ss_125c_2.97v,6,0.9,5.32542e-06,5.4806e-06,-2.8721
ss_125c_2.97v,6,1.65,5.32002e-06,5.5063e-06,-3.4412
ss_125c_2.97v,6,2.4,5.30489e-06,5.51741e-06,-3.9274
ss_125c_2.97v,7,0.9,5.32012e-06,5.28052e-06,0.7471
ss_125c_2.97v,7,1.65,5.31499e-06,5.30541e-06,0.1804
ss_125c_2.97v,7,2.4,5.30075e-06,5.31598e-06,-0.2869
ss_125c_2.97v,8,0.9,5.184e-06,5.37378e-06,-3.5951
ss_125c_2.97v,8,1.65,5.17916e-06,5.39704e-06,-4.1202
ss_125c_2.97v,8,2.4,5.16559e-06,5.40714e-06,-4.5693
ss_125c_2.97v,9,0.9,5.41497e-06,5.45534e-06,-0.7428
ss_125c_2.97v,9,1.65,5.40986e-06,5.48288e-06,-1.3407
ss_125c_2.97v,9,2.4,5.39543e-06,5.49491e-06,-1.8269
ss_125c_2.97v,10,0.9,5.3556e-06,5.37017e-06,-0.2717
ss_125c_2.97v,10,1.65,5.35058e-06,5.39486e-06,-0.8242
ss_125c_2.97v,10,2.4,5.33621e-06,5.40548e-06,-1.2897
ss_125c_2.97v,11,0.9,5.30292e-06,5.52475e-06,-4.0975
ss_125c_2.97v,11,1.65,5.2979e-06,5.55401e-06,-4.7201
ss_125c_2.97v,11,2.4,5.28352e-06,5.5668e-06,-5.2216
ss_125c_2.97v,12,0.9,5.38467e-06,5.57164e-06,-3.4130
ss_125c_2.97v,12,1.65,5.37958e-06,5.59869e-06,-3.9917
ss_125c_2.97v,12,2.4,5.36517e-06,5.61027e-06,-4.4663
ss_125c_2.97v,13,0.9,5.31757e-06,5.52203e-06,-3.7725
ss_125c_2.97v,13,1.65,5.31262e-06,5.54589e-06,-4.2965
ss_125c_2.97v,13,2.4,5.29873e-06,5.55595e-06,-4.7393
