# campaign: pfd-deadzone
# record_id: 20260731-192355-afa338c
# generated_utc: 2026-07-31T19:24:12Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/pfd_cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points, each swept over dphi{-1n,-200p,0,200p,1n} = 225 runs
# ref period 40 ns (25 MHz, the top of DR-002's ratified 1-25 MHz v1 range)
# vctrl held at 1.65 V; Icp trim code b1b0=10 (3 unit legs)
# dphi: FB-relative-to-REF phase offset (s)
# qnet: net charge delivered to the control node per reference cycle (C),
#   positive = pump sourcing.  This is the dead-zone-critical quantity.
# width_up/width_dn: UP/DN pulse width (s) at the per-corner mid-supply
#   crossing, third reference cycle.  Their MINIMUM is the PFD reset delay
#   that #11's retiming pulse must be at least as wide as.
process,temp_c,vdd_v,dphi_s,qnet_c,width_up_s,width_dn_s
ff,27,2.97,0,-5.43357E-16,1.46653E-09,1.49675E-09
ff,27,2.97,1n,4.02415E-15,2.42069E-09,1.44909E-09
ff,27,2.97,200p,9.90237E-17,1.6205E-09,1.44912E-09
ff,27,3.30,-1n,-7.33948E-15,1.34911E-09,2.37847E-09
ff,27,3.30,-200p,-3.96563E-15,1.34919E-09,1.57829E-09
ff,27,3.30,0,-1.17287E-15,1.36037E-09,1.38934E-09
ff,27,3.30,1n,2.65385E-15,2.32E-09,1.34718E-09
ff,27,3.30,200p,-3.33491E-16,1.519E-09,1.34672E-09
ff,27,3.63,-1n,-9.51238E-15,1.26739E-09,2.2958E-09
ff,27,3.63,-200p,-5.7213E-15,1.26726E-09,1.49514E-09
ff,27,3.63,0,-3.42324E-15,1.27902E-09,1.30708E-09
ff,27,3.63,1n,8.81963E-16,2.24389E-09,1.27003E-09
ff,27,3.63,200p,-2.71575E-15,1.44304E-09,1.2698E-09
ff,125,2.97,-1n,-6.53806E-15,1.73081E-09,2.77016E-09
ff,125,2.97,-200p,-2.62779E-15,1.73159E-09,1.97137E-09
ff,125,2.97,0,-5.07448E-16,1.74622E-09,1.78499E-09
ff,125,2.97,1n,4.05401E-15,2.68913E-09,1.72577E-09
ff,125,2.97,200p,4.41997E-16,1.88925E-09,1.72642E-09
ff,125,3.30,-1n,-8.30694E-15,1.60102E-09,2.63858E-09
ff,125,3.30,-200p,-4.28481E-15,1.60169E-09,1.83957E-09
ff,125,3.30,0,-2.10734E-15,1.61662E-09,1.65376E-09
ff,125,3.30,1n,2.79123E-15,2.56751E-09,1.60214E-09
ff,125,3.30,200p,-1.04971E-15,1.76718E-09,1.60229E-09
ff,125,3.63,-1n,-9.80077E-15,1.49956E-09,2.5355E-09
ff,125,3.63,-200p,-6.1524E-15,1.50033E-09,1.73658E-09
ff,125,3.63,0,-3.49669E-15,1.51562E-09,1.55134E-09
ff,125,3.63,1n,6.22328E-16,2.47207E-09,1.50559E-09
ff,125,3.63,200p,-2.30157E-15,1.67244E-09,1.50598E-09
fs,-40,2.97,-1n,-5.60184E-15,1.50315E-09,2.52853E-09
fs,-40,2.97,-200p,-1.65996E-15,1.50372E-09,1.72869E-09
fs,-40,2.97,0,-1.74161E-16,1.515E-09,1.53976E-09
fs,-40,2.97,1n,4.31865E-15,2.47118E-09,1.49346E-09
fs,-40,2.97,200p,9.96206E-16,1.66956E-09,1.49251E-09
fs,-40,3.30,-1n,-6.02185E-15,1.37317E-09,2.3968E-09
fs,-40,3.30,-200p,-2.81113E-15,1.37389E-09,1.59735E-09
fs,-40,3.30,0,-5.12131E-16,1.38545E-09,1.40856E-09
fs,-40,3.30,1n,3.99644E-15,2.34811E-09,1.36868E-09
fs,-40,3.30,200p,4.1166E-17,1.5472E-09,1.36836E-09
fs,-40,3.63,-1n,-8.27246E-15,1.28206E-09,2.30494E-09
fs,-40,3.63,-200p,-4.51228E-15,1.28179E-09,1.50476E-09
fs,-40,3.63,0,-2.43758E-15,1.29385E-09,1.31624E-09
fs,-40,3.63,1n,1.84522E-15,2.26144E-09,1.28126E-09
fs,-40,3.63,200p,-1.24971E-15,1.46025E-09,1.28023E-09
fs,27,2.97,-1n,-5.54166E-15,1.73109E-09,2.7631E-09
fs,27,2.97,-200p,-1.5514E-15,1.73217E-09,1.96435E-09
fs,27,2.97,0,-2.78173E-16,1.7462E-09,1.7777E-09
fs,27,2.97,1n,4.34295E-15,2.6929E-09,1.72129E-09
fs,27,2.97,200p,6.8479E-16,1.89164E-09,1.72073E-09
fs,27,3.30,-1n,-6.85689E-15,1.5821E-09,2.61172E-09
fs,27,3.30,-200p,-2.63661E-15,1.58242E-09,1.81244E-09
fs,27,3.30,0,-1.05173E-15,1.59655E-09,1.6257E-09
fs,27,3.30,1n,2.99461E-15,2.55139E-09,1.57753E-09
fs,27,3.30,200p,-5.16884E-17,1.75031E-09,1.57694E-09
fs,27,3.63,-1n,-9.05568E-15,1.47093E-09,2.49929E-09
fs,27,3.63,-200p,-4.678E-15,1.47147E-09,1.69968E-09
fs,27,3.63,0,-2.80812E-15,1.48631E-09,1.51411E-09
fs,27,3.63,1n,1.91649E-15,2.4464E-09,1.47117E-09
fs,27,3.63,200p,-1.40746E-15,1.64491E-09,1.47057E-09
fs,125,2.97,-1n,-6.46461E-15,2.05262E-09,3.09444E-09
fs,125,2.97,-200p,-2.10072E-15,2.05421E-09,2.29637E-09
fs,125,2.97,0,-5.84765E-16,2.07206E-09,2.11313E-09
fs,125,2.97,1n,4.0257E-15,3.0054E-09,2.0426E-09
fs,125,2.97,200p,6.29108E-16,2.20542E-09,2.04332E-09
fs,125,3.30,-1n,-7.57516E-15,1.87709E-09,2.91561E-09
fs,125,3.30,-200p,-3.36629E-15,1.87844E-09,2.11736E-09
fs,125,3.30,0,-1.46326E-15,1.89645E-09,1.93436E-09
fs,125,3.30,1n,3.09285E-15,2.83948E-09,1.87384E-09
fs,125,3.30,200p,-2.72638E-16,2.03943E-09,1.87443E-09
fs,125,3.63,-1n,-9.63701E-15,1.74297E-09,2.77942E-09
fs,125,3.63,-200p,-4.79858E-15,1.74398E-09,1.98069E-09
fs,125,3.63,0,-2.96922E-15,1.76254E-09,1.79841E-09
fs,125,3.63,1n,1.32393E-15,2.71298E-09,1.7454E-09
fs,125,3.63,200p,-2.11403E-15,1.912E-09,1.74505E-09
sf,-40,2.97,-1n,-5.33902E-15,1.5603E-09,2.57875E-09
sf,-40,2.97,-200p,-1.94421E-15,1.56038E-09,1.77918E-09
sf,-40,2.97,0,2.97121E-16,1.57134E-09,1.58945E-09
sf,-40,2.97,1n,4.22301E-15,2.53333E-09,1.55074E-09
sf,-40,2.97,200p,1.18013E-15,1.73279E-09,1.55069E-09
sf,-40,3.30,-1n,-6.71201E-15,1.43059E-09,2.4504E-09
sf,-40,3.30,-200p,-2.90293E-15,1.43111E-09,1.65119E-09
sf,-40,3.30,0,-7.75336E-16,1.44146E-09,1.46098E-09
sf,-40,3.30,1n,3.26785E-15,2.40963E-09,1.42833E-09
sf,-40,3.30,200p,1.18926E-18,1.61112E-09,1.43026E-09
sf,-40,3.63,-1n,-8.64504E-15,1.33823E-09,2.3593E-09
sf,-40,3.63,-200p,-4.98337E-15,1.33884E-09,1.55991E-09
sf,-40,3.63,0,-2.96622E-15,1.35063E-09,1.37145E-09
sf,-40,3.63,1n,1.5319E-15,2.3215E-09,1.34133E-09
sf,-40,3.63,200p,-1.59475E-15,1.52038E-09,1.34041E-09
sf,27,2.97,-1n,-5.80507E-15,1.80365E-09,2.82809E-09
sf,27,2.97,-200p,-1.75018E-15,1.80482E-09,2.02925E-09
sf,27,2.97,0,-5.19958E-16,1.81685E-09,1.84082E-09
sf,27,2.97,1n,4.16869E-15,2.77077E-09,1.7937E-09
sf,27,2.97,200p,8.56825E-16,1.96959E-09,1.79355E-09
sf,27,3.30,-1n,-7.34311E-15,1.65039E-09,2.67578E-09
sf,27,3.30,-200p,-3.00462E-15,1.65111E-09,1.87669E-09
sf,27,3.30,0,-1.40204E-15,1.66388E-09,1.68898E-09
sf,27,3.30,1n,3.06363E-15,2.62466E-09,1.64873E-09
sf,27,3.30,200p,-3.44442E-16,1.82409E-09,1.6488E-09
sf,27,3.63,-1n,-9.41573E-15,1.53736E-09,2.56372E-09
sf,27,3.63,-200p,-5.00928E-15,1.53751E-09,1.76385E-09
sf,27,3.63,0,-2.90038E-15,1.55135E-09,1.57743E-09
sf,27,3.63,1n,1.12939E-15,2.51604E-09,1.54089E-09
sf,27,3.63,200p,-2.15323E-15,1.71527E-09,1.54054E-09
sf,125,2.97,-1n,-6.27632E-15,2.14403E-09,3.17752E-09
sf,125,2.97,-200p,-1.84041E-15,2.14548E-09,2.37899E-09
sf,125,2.97,0,-1.27829E-16,2.16162E-09,2.19469E-09
sf,125,2.97,1n,4.2305E-15,3.10436E-09,2.13614E-09
sf,125,2.97,200p,1.01171E-15,2.30347E-09,2.13585E-09
sf,125,3.30,-1n,-7.91933E-15,1.96468E-09,2.99875E-09
sf,125,3.30,-200p,-3.20713E-15,1.96601E-09,2.20022E-09
sf,125,3.30,0,-1.56007E-15,1.98278E-09,2.01641E-09
sf,125,3.30,1n,3.07676E-15,2.9334E-09,1.96586E-09
sf,125,3.30,200p,-4.53041E-16,2.13269E-09,1.96546E-09
sf,125,3.63,-1n,-1.05287E-14,1.82695E-09,2.86101E-09
sf,125,3.63,-200p,-5.31333E-15,1.82798E-09,2.06237E-09
sf,125,3.63,0,-2.46166E-15,1.84584E-09,1.87958E-09
sf,125,3.63,1n,1.25036E-15,2.80184E-09,1.83428E-09
sf,125,3.63,200p,-1.7823E-15,2.00101E-09,1.83425E-09
ss,-40,2.97,-1n,-5.0051E-15,1.87332E-09,2.89129E-09
ss,-40,2.97,-200p,-1.27059E-15,1.87396E-09,2.09228E-09
ss,-40,2.97,0,-1.81711E-16,1.88737E-09,1.90474E-09
ss,-40,2.97,1n,4.51083E-15,2.84263E-09,1.85876E-09
ss,-40,2.97,200p,1.24223E-15,2.04072E-09,1.85779E-09
ss,-40,3.30,-1n,-6.39416E-15,1.69506E-09,2.7137E-09
ss,-40,3.30,-200p,-2.20043E-15,1.69561E-09,1.91425E-09
ss,-40,3.30,0,-6.36187E-16,1.70903E-09,1.72722E-09
ss,-40,3.30,1n,3.6921E-15,2.6717E-09,1.68846E-09
ss,-40,3.30,200p,2.22362E-16,1.87029E-09,1.68777E-09
ss,-40,3.63,-1n,-8.51619E-15,1.5651E-09,2.58449E-09
ss,-40,3.63,-200p,-4.04285E-15,1.56502E-09,1.78481E-09
ss,-40,3.63,0,-2.12599E-15,1.57924E-09,1.5982E-09
ss,-40,3.63,1n,1.71557E-15,2.54645E-09,1.56382E-09
ss,-40,3.63,200p,-1.35898E-15,1.74555E-09,1.56317E-09
ss,27,2.97,-1n,-5.60869E-15,2.1605E-09,3.18473E-09
ss,27,2.97,-200p,-1.38643E-15,2.16181E-09,2.38647E-09
ss,27,2.97,0,-1.68331E-16,2.1784E-09,2.20199E-09
ss,27,2.97,1n,4.67098E-15,3.1236E-09,2.14562E-09
ss,27,2.97,200p,1.01737E-15,2.32135E-09,2.1442E-09
ss,27,3.30,-1n,-6.90561E-15,1.95366E-09,2.97787E-09
ss,27,3.30,-200p,-2.62783E-15,1.95459E-09,2.17923E-09
ss,27,3.30,0,-9.89915E-16,1.97115E-09,1.99483E-09
ss,27,3.30,1n,3.73945E-15,2.92505E-09,1.94702E-09
ss,27,3.30,200p,8.47435E-17,2.12268E-09,1.94572E-09
ss,27,3.63,-1n,-9.02431E-15,1.80164E-09,2.82647E-09
ss,27,3.63,-200p,-4.47613E-15,1.8013E-09,2.02647E-09
ss,27,3.63,0,-2.53158E-15,1.81926E-09,1.84368E-09
ss,27,3.63,1n,1.54272E-15,2.77846E-09,1.80095E-09
ss,27,3.63,200p,-1.75549E-15,1.97764E-09,1.80091E-09
ss,125,2.97,-1n,-5.90346E-15,2.56108E-09,3.59492E-09
ss,125,2.97,-200p,-1.52644E-15,2.56365E-09,2.7978E-09
ss,125,2.97,0,-6.97822E-17,2.58388E-09,2.61713E-09
ss,125,2.97,1n,4.64385E-15,3.51524E-09,2.54676E-09
ss,125,2.97,200p,1.00937E-15,2.71389E-09,2.54622E-09
ss,125,3.30,-1n,-7.53058E-15,2.31911E-09,3.35228E-09
ss,125,3.30,-200p,-2.69969E-15,2.32155E-09,2.5551E-09
ss,125,3.30,0,-1.14017E-15,2.34171E-09,2.37445E-09
ss,125,3.30,1n,3.41366E-15,3.28359E-09,2.31431E-09
ss,125,3.30,200p,-1.48317E-16,2.4817E-09,2.31334E-09
ss,125,3.63,-1n,-9.45533E-15,2.13776E-09,3.1706E-09
ss,125,3.63,-200p,-4.3726E-15,2.13942E-09,2.3729E-09
ss,125,3.63,0,-2.83555E-15,2.16051E-09,2.19295E-09
ss,125,3.63,1n,1.48409E-15,3.10966E-09,2.13994E-09
ss,125,3.63,200p,-1.72362E-15,2.30756E-09,2.13887E-09
typical,-40,2.97,-1n,-5.27758E-15,1.52277E-09,2.54437E-09
typical,-40,2.97,-200p,-1.93838E-15,1.52318E-09,1.74461E-09
typical,-40,2.97,0,-1.85359E-16,1.53387E-09,1.55492E-09
typical,-40,2.97,1n,4.46891E-15,2.493E-09,1.51274E-09
typical,-40,2.97,200p,1.04114E-15,1.69191E-09,1.51184E-09
typical,-40,3.30,-1n,-6.71251E-15,1.39484E-09,2.41623E-09
typical,-40,3.30,-200p,-2.54025E-15,1.39572E-09,1.61687E-09
typical,-40,3.30,0,-1.43886E-15,1.40627E-09,1.42716E-09
typical,-40,3.30,1n,3.83899E-15,2.37091E-09,1.39042E-09
typical,-40,3.30,200p,6.80331E-17,1.56976E-09,1.38978E-09
typical,-40,3.63,-1n,-8.6696E-15,1.30277E-09,2.32446E-09
typical,-40,3.63,-200p,-4.97685E-15,1.30338E-09,1.52525E-09
typical,-40,3.63,0,-2.90776E-15,1.31425E-09,1.33555E-09
typical,-40,3.63,1n,1.58629E-15,2.2837E-09,1.30338E-09
typical,-40,3.63,200p,-2.01092E-15,1.48303E-09,1.30294E-09
typical,27,2.97,-1n,-5.95062E-15,1.75799E-09,2.78568E-09
typical,27,2.97,-200p,-1.99067E-15,1.75842E-09,1.9863E-09
typical,27,2.97,0,-2.88608E-16,1.77164E-09,1.79887E-09
typical,27,2.97,1n,4.35068E-15,2.72188E-09,1.74742E-09
typical,27,2.97,200p,4.57379E-16,1.92045E-09,1.74657E-09
typical,27,3.30,-1n,-7.39653E-15,1.60802E-09,2.63495E-09
typical,27,3.30,-200p,-2.64932E-15,1.60894E-09,1.83633E-09
typical,27,3.30,0,-8.92349E-16,1.62212E-09,1.64867E-09
typical,27,3.30,1n,3.0125E-15,2.57949E-09,1.60427E-09
typical,27,3.30,200p,-7.15362E-17,1.77893E-09,1.60424E-09
typical,27,3.63,-1n,-9.09E-15,1.49689E-09,2.5238E-09
typical,27,3.63,-200p,-5.05462E-15,1.49772E-09,1.72491E-09
typical,27,3.63,0,-2.98261E-15,1.51157E-09,1.53808E-09
typical,27,3.63,1n,1.33846E-15,2.47442E-09,1.49905E-09
typical,27,3.63,200p,-1.9845E-15,1.67239E-09,1.49723E-09
typical,125,2.97,-1n,-6.18194E-15,2.08785E-09,3.1248E-09
typical,125,2.97,-200p,-2.17974E-15,2.08936E-09,2.3266E-09
typical,125,2.97,0,-2.21456E-16,2.10642E-09,2.14279E-09
typical,125,2.97,1n,4.34369E-15,3.04384E-09,2.07827E-09
typical,125,2.97,200p,9.62213E-16,2.24359E-09,2.07856E-09
typical,125,3.30,-1n,-7.83677E-15,1.91193E-09,2.94752E-09
typical,125,3.30,-200p,-3.25085E-15,1.91312E-09,2.14904E-09
typical,125,3.30,0,-1.71676E-15,1.93043E-09,1.96563E-09
typical,125,3.30,1n,3.12063E-15,2.87722E-09,1.91018E-09
typical,125,3.30,200p,-5.07893E-16,2.07635E-09,1.91021E-09
typical,125,3.63,-1n,-9.95203E-15,1.7766E-09,2.81143E-09
typical,125,3.63,-200p,-5.33955E-15,1.77834E-09,2.01315E-09
typical,125,3.63,0,-3.28525E-15,1.79557E-09,1.83015E-09
typical,125,3.63,1n,5.37729E-16,2.74924E-09,1.78136E-09
typical,125,3.63,200p,-2.18558E-15,1.94827E-09,1.78073E-09
