# campaign: cp-compliance (switching)
# record_id: 20260731-194124-afa338c
# generated_utc: 2026-07-31T19:41:55Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points; DC bench run at all 4 Icp trim codes (180 runs), switching bench run at Vctrl {0.9, 1.65, 2.4} V at the nominal trim code (135 runs)
# Both polarities driven from the SAME control edge, one instance each, at the
# nominal trim code (b1 b0 = 1 0).
# iup_ss/idn_ss: steady-state current late in the 5 ns control pulse (A)
# qup/qdn: charge delivered over the switching event, including the tail-node
#   charge-sharing transient (C).  Sign convention: qup > 0 (sourced into the
#   control node), qdn < 0 (sunk out of it).
# wup/wdn: effective pulse width each polarity presents to the loop, q/i_ss (s)
# wskew: wup - wdn, the effective UP/DN TIMING mismatch (s) -- the quantity
#   that turns charge-pump asymmetry into static phase error
# ton_*/toff_*: 50%-of-i_ss crossing referenced to the 50% control edge (s)
process,temp_c,vdd_v,vctrl_v,iup_ss_a,idn_ss_a,qup_c,qdn_c,wup_s,wdn_s,wskew_s,ton_up_s,ton_dn_s,toff_up_s,toff_dn_s
ff,125,3.30,1.65,4.84761E-06,-5.14952E-06,2.15945E-14,-2.37115E-14,4.45467E-09,4.6046E-09,-1.49933E-10,-9.99893E-11,-9.46358E-12,-9.99357E-11,1.57461E-11
ff,125,3.30,2.4,4.65158E-06,-5.25531E-06,2.00182E-14,-2.32815E-14,4.30354E-09,4.43009E-09,-1.26556E-10,-9.99898E-11,-1.27552E-11,-9.99365E-11,7.78357E-12
ff,125,3.63,0.9,4.97478E-06,-5.17776E-06,2.18299E-14,-2.5205E-14,4.38811E-09,4.86794E-09,-4.79829E-10,-9.99827E-11,7.60381E-11,-9.9938E-11,3.3063E-11
ff,125,3.63,1.65,4.86483E-06,-5.13172E-06,2.17139E-14,-2.4388E-14,4.46345E-09,4.7524E-09,-2.88951E-10,-9.99902E-11,-1.1205E-11,-9.99407E-11,1.63057E-11
ff,125,3.63,2.4,4.67097E-06,-5.22954E-06,2.02788E-14,-2.33531E-14,4.34145E-09,4.46561E-09,-1.24161E-10,-9.99907E-11,-2.12228E-11,-9.99421E-11,7.78513E-12
fs,-40,2.97,0.9,5.13379E-06,-5.15958E-06,2.1751E-14,-2.35662E-14,4.23684E-09,4.56747E-09,-3.30626E-10,-9.99642E-11,6.54095E-11,-9.99349E-11,3.52099E-11
fs,-40,2.97,1.65,5.11524E-06,-5.03398E-06,2.19647E-14,-2.22511E-14,4.29398E-09,4.42019E-09,-1.26208E-10,-9.99878E-11,-1.0267E-11,-9.99368E-11,2.88453E-11
fs,-40,2.97,2.4,5.32721E-06,-5.03678E-06,2.30468E-14,-2.33602E-14,4.32623E-09,4.63792E-09,-3.11685E-10,-9.99854E-11,1.76686E-11,-9.99357E-11,3.00076E-11
fs,-40,3.30,0.9,5.1433E-06,-5.17023E-06,2.17901E-14,-2.40181E-14,4.2366E-09,4.64545E-09,-4.08846E-10,-9.99677E-11,5.95792E-11,-9.99387E-11,3.14341E-11
fs,-40,3.30,1.65,5.14158E-06,-5.03132E-06,2.20866E-14,-2.20258E-14,4.29568E-09,4.37773E-09,-8.20553E-11,-9.99889E-11,-1.62927E-11,-9.99426E-11,2.62227E-11
fs,-40,3.30,2.4,5.25339E-06,-5.06384E-06,2.24665E-14,-2.31178E-14,4.27657E-09,4.56526E-09,-2.88691E-10,-9.9988E-11,8.86255E-12,-9.99455E-11,2.46968E-11
fs,-40,3.63,0.9,5.15176E-06,-5.18042E-06,2.18267E-14,-2.4459E-14,4.23675E-09,4.72143E-09,-4.84682E-10,-9.99706E-11,5.55176E-11,-9.99437E-11,3.00573E-11
fs,-40,3.63,1.65,5.16155E-06,-5.03683E-06,2.21795E-14,-2.25776E-14,4.29705E-09,4.4825E-09,-1.85443E-10,-9.99899E-11,-2.09472E-11,-9.99477E-11,2.39343E-11
fs,-40,3.63,2.4,5.08302E-06,-5.08116E-06,2.08824E-14,-2.26029E-14,4.10827E-09,4.44837E-09,-3.40098E-10,-9.99903E-11,-2.59031E-11,-9.99514E-11,1.96964E-11
fs,27,2.97,0.9,5.03485E-06,-5.24431E-06,2.15914E-14,-2.41417E-14,4.28839E-09,4.6034E-09,-3.15006E-10,-9.99655E-11,7.80239E-11,-9.99333E-11,3.88347E-11
fs,27,2.97,1.65,4.98098E-06,-5.12554E-06,2.17537E-14,-2.28152E-14,4.36735E-09,4.45128E-09,-8.39313E-11,-9.99879E-11,-4.61921E-12,-9.99371E-11,3.08651E-11
fs,27,2.97,2.4,5.31545E-06,-5.24587E-06,2.30778E-14,-2.41807E-14,4.34165E-09,4.60948E-09,-2.67833E-10,-9.99855E-11,2.34094E-11,-9.99306E-11,3.22902E-11
fs,27,3.30,0.9,5.03973E-06,-5.23277E-06,2.16263E-14,-2.45154E-14,4.29116E-09,4.68497E-09,-3.9381E-10,-9.99891E-11,7.13482E-11,-9.99399E-11,3.62273E-11
fs,27,3.30,1.65,5.00449E-06,-5.10764E-06,2.18694E-14,-2.29312E-14,4.36995E-09,4.48959E-09,-1.19636E-10,-9.99891E-11,-1.0264E-11,-9.99433E-11,2.81482E-11
fs,27,3.30,2.4,5.06091E-06,-5.20193E-06,2.1971E-14,-2.37678E-14,4.34132E-09,4.56904E-09,-2.27724E-10,-9.99884E-11,-6.17534E-12,-9.99425E-11,2.61634E-11
fs,27,3.63,0.9,5.04393E-06,-5.21998E-06,2.16507E-14,-2.48991E-14,4.29244E-09,4.76997E-09,-4.7753E-10,-9.99709E-11,6.61418E-11,-9.99454E-11,3.50901E-11
fs,27,3.63,1.65,5.02296E-06,-5.10266E-06,2.19526E-14,-2.3561E-14,4.37044E-09,4.61739E-09,-2.46949E-10,-9.999E-11,-1.44755E-11,-9.99481E-11,2.63025E-11
fs,27,3.63,2.4,4.88205E-06,-5.17858E-06,2.07795E-14,-2.31211E-14,4.25631E-09,4.46476E-09,-2.08442E-10,-9.99905E-11,-2.10277E-11,-9.99508E-11,2.16543E-11
fs,125,2.97,0.9,4.90125E-06,-5.18285E-06,2.15062E-14,-2.45037E-14,4.3879E-09,4.72785E-09,-3.3995E-10,-9.9971E-11,9.77302E-11,-9.99339E-11,4.30498E-11
fs,125,2.97,1.65,4.80616E-06,-5.11863E-06,2.1599E-14,-2.33734E-14,4.49402E-09,4.56633E-09,-7.23119E-11,-9.99882E-11,4.91067E-12,-9.99399E-11,3.29845E-11
fs,125,2.97,2.4,5.22827E-06,-5.40015E-06,2.28475E-14,-2.4719E-14,4.36999E-09,4.57747E-09,-2.07479E-10,-9.99859E-11,3.07368E-11,-9.99322E-11,3.37035E-11
fs,125,3.30,0.9,4.90084E-06,-5.14466E-06,2.15131E-14,-2.4852E-14,4.38967E-09,4.83063E-09,-4.40965E-10,-9.99719E-11,8.9489E-11,-9.994E-11,4.18114E-11
fs,125,3.30,1.65,4.82387E-06,-5.09671E-06,2.16979E-14,-2.38462E-14,4.49803E-09,4.67873E-09,-1.80701E-10,-9.99893E-11,9.37194E-13,-9.99453E-11,3.0188E-11
fs,125,3.30,2.4,4.70322E-06,-5.21558E-06,2.10107E-14,-2.37346E-14,4.4673E-09,4.55071E-09,-8.34085E-11,-9.99895E-11,-3.60845E-12,-9.99466E-11,2.74051E-11
fs,125,3.63,0.9,4.90015E-06,-5.10456E-06,2.15304E-14,-2.52088E-14,4.39383E-09,4.93849E-09,-5.44661E-10,-9.99731E-11,8.31259E-11,-9.99452E-11,4.13843E-11
fs,125,3.63,1.65,4.83771E-06,-5.08071E-06,2.17777E-14,-2.45303E-14,4.50165E-09,4.82812E-09,-3.26471E-10,-9.99902E-11,-5.81743E-13,-9.99495E-11,2.86692E-11
fs,125,3.63,2.4,4.65625E-06,-5.16413E-06,2.07825E-14,-2.348E-14,4.46334E-09,4.54676E-09,-8.34144E-11,-9.99908E-11,-1.43401E-11,-9.99511E-11,2.24674E-11
sf,-40,2.97,0.9,5.05704E-06,-5.09815E-06,2.16297E-14,-2.35925E-14,4.27715E-09,4.62766E-09,-3.50514E-10,-9.99685E-11,9.95013E-11,-9.9928E-11,2.14377E-11
sf,-40,2.97,1.65,5.1063E-06,-5.01154E-06,2.17819E-14,-2.2543E-14,4.26569E-09,4.49822E-09,-2.32526E-10,-9.99878E-11,1.98142E-11,-9.99287E-11,1.64237E-11
sf,-40,2.97,2.4,5.34658E-06,-5.00248E-06,2.235E-14,-2.29869E-14,4.18024E-09,4.5951E-09,-4.14857E-10,-9.99855E-11,3.86795E-11,-9.99345E-11,1.65304E-11
sf,-40,3.30,0.9,5.06696E-06,-5.1053E-06,2.16667E-14,-2.38676E-14,4.27608E-09,4.67507E-09,-3.98991E-10,-9.99691E-11,9.09451E-11,-9.99367E-11,1.88893E-11
sf,-40,3.30,1.65,5.13031E-06,-5.0062E-06,2.19385E-14,-2.2594E-14,4.27625E-09,4.51321E-09,-2.36958E-10,-9.99889E-11,1.34161E-11,-9.99332E-11,1.41E-11
sf,-40,3.30,2.4,5.15472E-06,-4.97522E-06,2.01875E-14,-2.16393E-14,3.91631E-09,4.34942E-09,-4.33106E-10,-9.99887E-11,3.39835E-11,-9.99353E-11,1.0878E-11
sf,-40,3.63,0.9,5.07693E-06,-5.11231E-06,2.17075E-14,-2.41761E-14,4.27572E-09,4.729E-09,-4.53275E-10,-9.99707E-11,8.42908E-11,-9.99399E-11,1.86437E-11
sf,-40,3.63,1.65,5.15167E-06,-5.00766E-06,2.20783E-14,-2.31735E-14,4.28565E-09,4.62762E-09,-3.41968E-10,-9.99899E-11,8.26745E-12,-9.99418E-11,1.35076E-11
sf,-40,3.63,2.4,5.09053E-06,-5.05711E-06,2.03372E-14,-2.24311E-14,3.99511E-09,4.43555E-09,-4.4044E-10,-9.99902E-11,1.69328E-12,-9.99459E-11,7.77789E-12
sf,27,2.97,0.9,5.01981E-06,-5.1914E-06,2.16716E-14,-2.40726E-14,4.31722E-09,4.637E-09,-3.19787E-10,-9.99753E-11,1.00107E-10,-9.99284E-11,2.58561E-11
sf,27,2.97,1.65,4.95895E-06,-5.10205E-06,2.16044E-14,-2.30721E-14,4.35664E-09,4.52212E-09,-1.65486E-10,-9.99879E-11,2.65817E-11,-9.99355E-11,1.89768E-11
sf,27,2.97,2.4,5.27605E-06,-5.19405E-06,2.21606E-14,-2.35889E-14,4.20023E-09,4.54152E-09,-3.41298E-10,-9.99859E-11,4.66003E-11,-9.99271E-11,1.8101E-11
sf,27,3.30,0.9,5.02549E-06,-5.17333E-06,2.16709E-14,-2.43332E-14,4.3122E-09,4.70359E-09,-3.91391E-10,-9.99744E-11,1.00042E-10,-9.99351E-11,2.34276E-11
sf,27,3.30,1.65,4.98126E-06,-5.08309E-06,2.17515E-14,-2.33887E-14,4.36668E-09,4.60127E-09,-2.34593E-10,-9.99891E-11,2.04104E-11,-9.99456E-11,1.67949E-11
sf,27,3.30,2.4,4.9535E-06,-5.10583E-06,1.98926E-14,-2.20753E-14,4.01586E-09,4.32355E-09,-3.07691E-10,-9.99892E-11,4.05908E-11,-9.9937E-11,1.27591E-11
sf,27,3.63,0.9,5.03142E-06,-5.15395E-06,2.16885E-14,-2.46094E-14,4.31062E-09,4.77485E-09,-4.64237E-10,-9.99742E-11,9.83096E-11,-9.99397E-11,2.35666E-11
sf,27,3.63,1.65,5.00089E-06,-5.07331E-06,2.18672E-14,-2.40974E-14,4.37265E-09,4.74984E-09,-3.77181E-10,-9.999E-11,1.63503E-11,-9.99499E-11,1.59755E-11
sf,27,3.63,2.4,4.86171E-06,-5.14713E-06,2.0313E-14,-2.30209E-14,4.17816E-09,4.47256E-09,-2.94404E-10,-9.99905E-11,8.40725E-12,-9.99418E-11,9.21018E-12
sf,125,2.97,0.9,4.90707E-06,-5.10762E-06,2.17769E-14,-2.44305E-14,4.43787E-09,4.78314E-09,-3.4527E-10,-9.99814E-11,1.00235E-10,-9.99301E-11,3.11046E-11
sf,125,2.97,1.65,4.78062E-06,-5.08763E-06,2.15151E-14,-2.35159E-14,4.50049E-09,4.62218E-09,-1.2169E-10,-9.99882E-11,4.56151E-11,-9.99357E-11,2.08863E-11
sf,125,2.97,2.4,5.02796E-06,-5.25366E-06,2.15977E-14,-2.37664E-14,4.29551E-09,4.52379E-09,-2.28271E-10,-9.99867E-11,6.91358E-11,-9.99302E-11,1.99343E-11
sf,125,3.30,0.9,4.90916E-06,-5.07207E-06,2.17368E-14,-2.46541E-14,4.42781E-09,4.86076E-09,-4.32949E-10,-9.99811E-11,1.0018E-10,-9.9936E-11,3.01749E-11
sf,125,3.30,1.65,4.79806E-06,-5.06662E-06,2.16462E-14,-2.41798E-14,4.51145E-09,4.77237E-09,-2.60925E-10,-9.99893E-11,1.00194E-10,-9.99415E-11,1.92363E-11
sf,125,3.30,2.4,4.66244E-06,-5.1149E-06,1.99673E-14,-2.25574E-14,4.28259E-09,4.41013E-09,-1.27547E-10,-9.99912E-11,4.92104E-11,-9.99421E-11,1.44016E-11
sf,125,3.63,0.9,4.91092E-06,-5.0254E-06,2.1714E-14,-2.49084E-14,4.42158E-09,4.9565E-09,-5.34922E-10,-9.99807E-11,1.00133E-10,-9.99411E-11,3.02951E-11
sf,125,3.63,1.65,4.81336E-06,-5.0452E-06,2.17549E-14,-2.4929E-14,4.51969E-09,4.94114E-09,-4.2145E-10,-9.99903E-11,1.00132E-10,-9.99459E-11,1.85254E-11
sf,125,3.63,2.4,4.62512E-06,-5.1249E-06,2.04242E-14,-2.3421E-14,4.41594E-09,4.57004E-09,-1.54099E-10,-9.99908E-11,2.00013E-11,-9.9948E-11,1.12106E-11
ss,-40,2.97,0.9,4.91007E-06,-5.02566E-06,2.13105E-14,-2.36132E-14,4.34017E-09,4.69853E-09,-3.58359E-10,-9.99661E-11,1.0008E-10,-9.99386E-11,3.98233E-11
ss,-40,2.97,1.65,5.05371E-06,-4.95835E-06,2.19063E-14,-2.26071E-14,4.33469E-09,4.55941E-09,-2.2472E-10,-9.99878E-11,2.52438E-11,-9.99391E-11,3.31251E-11
ss,-40,2.97,2.4,5.28867E-06,-4.96437E-06,2.30704E-14,-2.29599E-14,4.36222E-09,4.62493E-09,-2.62704E-10,-9.99855E-11,4.29532E-11,-9.99324E-11,3.55169E-11
ss,-40,3.30,0.9,4.91914E-06,-5.02617E-06,2.13537E-14,-2.38842E-14,4.34095E-09,4.75196E-09,-4.11008E-10,-9.99695E-11,1.00011E-10,-9.9945E-11,3.47929E-11
ss,-40,3.30,1.65,5.07806E-06,-4.95562E-06,2.20112E-14,-2.27492E-14,4.33456E-09,4.59059E-09,-2.56034E-10,-9.9989E-11,1.85028E-11,-9.99508E-11,2.92435E-11
ss,-40,3.30,2.4,5.2821E-06,-4.99541E-06,2.27185E-14,-2.26642E-14,4.30104E-09,4.537E-09,-2.35958E-10,-9.99878E-11,3.52357E-11,-9.99393E-11,2.86471E-11
ss,-40,3.63,0.9,4.92741E-06,-5.02539E-06,2.13989E-14,-2.41877E-14,4.34282E-09,4.8131E-09,-4.70278E-10,-9.99723E-11,9.43996E-11,-9.99474E-11,3.06149E-11
ss,-40,3.63,1.65,5.0974E-06,-4.95803E-06,2.21061E-14,-2.33229E-14,4.33674E-09,4.70407E-09,-3.67328E-10,-9.99899E-11,1.30145E-11,-9.99541E-11,2.62308E-11
ss,-40,3.63,2.4,5.02277E-06,-4.98715E-06,2.09175E-14,-2.22926E-14,4.16454E-09,4.47002E-09,-3.05481E-10,-9.99903E-11,8.7427E-12,-9.99479E-11,2.20746E-11
ss,27,2.97,0.9,4.92167E-06,-5.12163E-06,2.14416E-14,-2.41279E-14,4.35658E-09,4.71099E-09,-3.54408E-10,-9.99662E-11,1.00183E-10,-9.99377E-11,4.32997E-11
ss,27,2.97,1.65,4.92268E-06,-5.04582E-06,2.17278E-14,-2.31552E-14,4.41381E-09,4.58898E-09,-1.75179E-10,-9.9988E-11,3.25534E-11,-9.99425E-11,3.67923E-11
ss,27,2.97,2.4,5.27582E-06,-5.16062E-06,2.31238E-14,-2.3743E-14,4.38298E-09,4.60079E-09,-2.17809E-10,-9.99856E-11,5.71325E-11,-9.99344E-11,3.85629E-11
ss,27,3.30,0.9,4.92574E-06,-5.09758E-06,2.14738E-14,-2.43774E-14,4.35951E-09,4.78215E-09,-4.22641E-10,-9.99692E-11,1.00122E-10,-9.99435E-11,3.92989E-11
ss,27,3.30,1.65,4.94312E-06,-5.03099E-06,2.18334E-14,-2.355E-14,4.41693E-09,4.68098E-09,-2.64052E-10,-9.99891E-11,2.61477E-11,-9.99476E-11,3.18995E-11
ss,27,3.30,2.4,5.11269E-06,-5.11754E-06,2.22009E-14,-2.31649E-14,4.34232E-09,4.52656E-09,-1.84245E-10,-9.99882E-11,4.5872E-11,-9.9944E-11,3.19356E-11
ss,27,3.63,0.9,4.92942E-06,-5.0722E-06,2.15089E-14,-2.46608E-14,4.36336E-09,4.86195E-09,-4.98582E-10,-9.99719E-11,1.00069E-10,-9.9948E-11,3.57597E-11
ss,27,3.63,1.65,4.96011E-06,-5.02366E-06,2.19118E-14,-2.42675E-14,4.41761E-09,4.83065E-09,-4.13034E-10,-9.99901E-11,2.3421E-11,-9.99509E-11,2.93146E-11
ss,27,3.63,2.4,4.82358E-06,-5.07399E-06,2.08393E-14,-2.29568E-14,4.3203E-09,4.52441E-09,-2.04107E-10,-9.99945E-11,1.57924E-11,-9.99532E-11,2.57302E-11
ss,125,2.97,0.9,4.84006E-06,-5.05522E-06,2.14325E-14,-2.43807E-14,4.42815E-09,4.82287E-09,-3.94721E-10,-9.99699E-11,1.00297E-10,-9.99378E-11,4.8102E-11
ss,125,2.97,1.65,4.76025E-06,-5.03742E-06,2.16199E-14,-2.36239E-14,4.54176E-09,4.68968E-09,-1.47915E-10,-9.99882E-11,4.93481E-11,-9.99432E-11,4.00297E-11
ss,125,2.97,2.4,5.20352E-06,-5.30541E-06,2.29716E-14,-2.42327E-14,4.41461E-09,4.56755E-09,-1.52936E-10,-9.99859E-11,1.00149E-10,-9.99351E-11,4.15482E-11
ss,125,3.30,0.9,4.83819E-06,-5.00379E-06,2.1448E-14,-2.46613E-14,4.43307E-09,4.92853E-09,-4.95464E-10,-9.99714E-11,1.00245E-10,-9.99437E-11,4.43726E-11
ss,125,3.30,1.65,4.77502E-06,-5.02103E-06,2.17172E-14,-2.43502E-14,4.54809E-09,4.84964E-09,-3.01556E-10,-9.99894E-11,1.00241E-10,-9.99483E-11,3.57605E-11
ss,125,3.30,2.4,4.78982E-06,-5.13447E-06,2.12765E-14,-2.32503E-14,4.44204E-09,4.52827E-09,-8.62299E-11,-9.99891E-11,5.75261E-11,-9.99469E-11,3.46555E-11
ss,125,3.63,0.9,4.83641E-06,-4.95082E-06,2.14716E-14,-2.49552E-14,4.43958E-09,5.04062E-09,-6.01046E-10,-9.99731E-11,1.002E-10,-9.99484E-11,4.17505E-11
ss,125,3.63,1.65,4.78703E-06,-5.00214E-06,2.17893E-14,-2.51049E-14,4.55173E-09,5.01883E-09,-4.67098E-10,-9.99903E-11,1.00193E-10,-9.99523E-11,3.20391E-11
ss,125,3.63,2.4,4.61252E-06,-5.05891E-06,2.08646E-14,-2.34386E-14,4.52348E-09,4.63313E-09,-1.09657E-10,-9.99909E-11,2.98738E-11,-9.99544E-11,2.92812E-11
typical,-40,2.97,0.9,5.13079E-06,-5.13785E-06,2.1748E-14,-2.35613E-14,4.23873E-09,4.58583E-09,-3.47097E-10,-9.99644E-11,8.15155E-11,-9.99304E-11,2.87655E-11
typical,-40,2.97,1.65,5.11207E-06,-5.02244E-06,2.18897E-14,-2.24287E-14,4.28195E-09,4.46569E-09,-1.8374E-10,-9.99878E-11,4.09887E-12,-9.9935E-11,2.1972E-11
typical,-40,2.97,2.4,5.33547E-06,-5.01405E-06,2.27968E-14,-2.32004E-14,4.27269E-09,4.62708E-09,-3.54382E-10,-9.99854E-11,2.81056E-11,-9.9927E-11,2.3572E-11
typical,-40,3.30,0.9,5.13995E-06,-5.14718E-06,2.17847E-14,-2.39293E-14,4.23831E-09,4.64901E-09,-4.10699E-10,-9.99673E-11,7.40979E-11,-9.99382E-11,2.52529E-11
typical,-40,3.30,1.65,5.13707E-06,-5.01702E-06,2.2037E-14,-2.2309E-14,4.28979E-09,4.44666E-09,-1.56869E-10,-9.99889E-11,-2.04497E-12,-9.99406E-11,1.99346E-11
typical,-40,3.30,2.4,5.1837E-06,-5.00451E-06,2.13937E-14,-2.24109E-14,4.12712E-09,4.47815E-09,-3.51028E-10,-9.99883E-11,2.3377E-11,-9.99451E-11,1.75734E-11
typical,-40,3.63,0.9,5.14867E-06,-5.15655E-06,2.18247E-14,-2.431E-14,4.23889E-09,4.71439E-09,-4.75501E-10,-9.997E-11,6.88975E-11,-9.99448E-11,2.42202E-11
typical,-40,3.63,1.65,5.15775E-06,-5.01985E-06,2.21455E-14,-2.28619E-14,4.29364E-09,4.5543E-09,-2.60658E-10,-9.99899E-11,-5.90324E-12,-9.9945E-11,1.89776E-11
