# campaign: cp-compliance (output I-V curves)
# record_id: 20260731-194124-afa338c
# generated_utc: 2026-07-31T19:41:55Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points; DC bench run at all 4 Icp trim codes (180 runs), switching bench run at Vctrl {0.9, 1.65, 2.4} V at the nominal trim code (135 runs)
# Complete output characteristic of both polarities at every corner and trim
# code, decimated from the 20 mV simulation grid to 100 mV.
process,temp_c,vdd_v,b1,b0,vout_v,iup_a,idn_a
ff,-40,2.97,0,0,2.4000,1.71124e-06,1.67122e-06
ff,-40,2.97,0,0,2.5000,1.71009e-06,1.67127e-06
ff,-40,2.97,0,0,2.6000,1.70861e-06,1.67132e-06
ff,-40,2.97,0,0,2.7000,1.70617e-06,1.67137e-06
ff,-40,2.97,0,0,2.8000,1.69343e-06,1.67141e-06
ff,-40,2.97,0,0,2.9000,1.33556e-06,1.67146e-06
ff,-40,2.97,0,0,3.0000,-1.085e-06,1.67151e-06
ff,-40,2.97,0,0,3.1000,-7.7404e-06,1.67155e-06
ff,-40,2.97,0,0,3.2000,-1.88721e-05,1.67161e-06
ff,-40,2.97,0,0,3.3000,-3.41547e-05,1.67254e-06
ff,-40,2.97,0,0,3.4000,-5.34636e-05,1.76143e-06
ff,-40,2.97,0,0,3.5000,-7.94792e-05,5.54434e-06
ff,-40,2.97,0,0,3.6000,-0.000127026,3.20629e-05
ff,-40,2.97,0,1,0.0000,3.43907e-06,-9.10479e-12
ff,-40,2.97,0,1,0.1000,3.43905e-06,3.1014e-06
ff,-40,2.97,0,1,0.2000,3.43903e-06,3.29147e-06
ff,-40,2.97,0,1,0.3000,3.439e-06,3.29863e-06
ff,-40,2.97,0,1,0.4000,3.43898e-06,3.30249e-06
ff,-40,2.97,0,1,0.5000,3.43896e-06,3.30565e-06
ff,-40,2.97,0,1,0.6000,3.43893e-06,3.3085e-06
ff,-40,2.97,0,1,0.7000,3.43891e-06,3.31116e-06
ff,-40,2.97,0,1,0.8000,3.43889e-06,3.31369e-06
ff,-40,2.97,0,1,0.9000,3.43886e-06,3.31613e-06
ff,-40,2.97,0,1,1.0000,3.43882e-06,3.31849e-06
ff,-40,2.97,0,1,1.1000,3.43866e-06,3.32078e-06
ff,-40,2.97,0,1,1.2000,3.43806e-06,3.32302e-06
ff,-40,2.97,0,1,1.3000,3.43719e-06,3.32521e-06
ff,-40,2.97,0,1,1.4000,3.43622e-06,3.32736e-06
ff,-40,2.97,0,1,1.5000,3.4352e-06,3.32946e-06
ff,-40,2.97,0,1,1.6000,3.43412e-06,3.33154e-06
ff,-40,2.97,0,1,1.7000,3.43299e-06,3.33359e-06
ff,-40,2.97,0,1,1.8000,3.4318e-06,3.33562e-06
ff,-40,2.97,0,1,1.9000,3.43054e-06,3.33765e-06
ff,-40,2.97,0,1,2.0000,3.4292e-06,3.33963e-06
ff,-40,2.97,0,1,2.1000,3.42775e-06,3.34117e-06
ff,-40,2.97,0,1,2.2000,3.42618e-06,3.34159e-06
ff,-40,2.97,0,1,2.3000,3.42445e-06,3.34171e-06
ff,-40,2.97,0,1,2.4000,3.42249e-06,3.34181e-06
ff,-40,2.97,0,1,2.5000,3.42018e-06,3.34191e-06
ff,-40,2.97,0,1,2.6000,3.41722e-06,3.342e-06
ff,-40,2.97,0,1,2.7000,3.41232e-06,3.34209e-06
ff,-40,2.97,0,1,2.8000,3.38597e-06,3.34218e-06
ff,-40,2.97,0,1,2.9000,2.65374e-06,3.34227e-06
ff,-40,2.97,0,1,3.0000,-2.11329e-06,3.34236e-06
ff,-40,2.97,0,1,3.1000,-1.46961e-05,3.34245e-06
ff,-40,2.97,0,1,3.2000,-3.50751e-05,3.34255e-06
ff,-40,2.97,0,1,3.3000,-6.23355e-05,3.34353e-06
ff,-40,2.97,0,1,3.4000,-9.59175e-05,3.43247e-06
ff,-40,2.97,0,1,3.5000,-0.000136067,7.21878e-06
ff,-40,2.97,0,1,3.6000,-0.000188659,3.38218e-05
ff,-40,2.97,1,0,0.0000,5.15834e-06,-9.10507e-12
ff,-40,2.97,1,0,0.1000,5.15831e-06,4.64814e-06
ff,-40,2.97,1,0,0.2000,5.15828e-06,4.93713e-06
ff,-40,2.97,1,0,0.3000,5.15824e-06,4.94791e-06
ff,-40,2.97,1,0,0.4000,5.15821e-06,4.9537e-06
ff,-40,2.97,1,0,0.5000,5.15817e-06,4.95845e-06
ff,-40,2.97,1,0,0.6000,5.15814e-06,4.96272e-06
ff,-40,2.97,1,0,0.7000,5.1581e-06,4.96671e-06
ff,-40,2.97,1,0,0.8000,5.15807e-06,4.97051e-06
ff,-40,2.97,1,0,0.9000,5.15802e-06,4.97416e-06
ff,-40,2.97,1,0,1.0000,5.15797e-06,4.9777e-06
ff,-40,2.97,1,0,1.1000,5.15776e-06,4.98114e-06
ff,-40,2.97,1,0,1.2000,5.15693e-06,4.9845e-06
ff,-40,2.97,1,0,1.3000,5.15569e-06,4.98778e-06
ff,-40,2.97,1,0,1.4000,5.15427e-06,4.99099e-06
ff,-40,2.97,1,0,1.5000,5.15274e-06,4.99415e-06
ff,-40,2.97,1,0,1.6000,5.15114e-06,4.99726e-06
ff,-40,2.97,1,0,1.7000,5.14945e-06,5.00033e-06
ff,-40,2.97,1,0,1.8000,5.14767e-06,5.00336e-06
ff,-40,2.97,1,0,1.9000,5.14578e-06,5.00638e-06
ff,-40,2.97,1,0,2.0000,5.14377e-06,5.00926e-06
ff,-40,2.97,1,0,2.1000,5.14161e-06,5.01132e-06
ff,-40,2.97,1,0,2.2000,5.13925e-06,5.01182e-06
ff,-40,2.97,1,0,2.3000,5.13665e-06,5.012e-06
ff,-40,2.97,1,0,2.4000,5.13371e-06,5.01215e-06
ff,-40,2.97,1,0,2.5000,5.13024e-06,5.01229e-06
ff,-40,2.97,1,0,2.6000,5.12579e-06,5.01242e-06
ff,-40,2.97,1,0,2.7000,5.11839e-06,5.01256e-06
ff,-40,2.97,1,0,2.8000,5.07747e-06,5.01269e-06
ff,-40,2.97,1,0,2.9000,3.95434e-06,5.01282e-06
ff,-40,2.97,1,0,3.0000,-3.08978e-06,5.01295e-06
ff,-40,2.97,1,0,3.1000,-2.0999e-05,5.01309e-06
ff,-40,2.97,1,0,3.2000,-4.92144e-05,5.01322e-06
ff,-40,2.97,1,0,3.3000,-8.61717e-05,5.01425e-06
ff,-40,2.97,1,0,3.4000,-0.000130914,5.10323e-06
ff,-40,2.97,1,0,3.5000,-0.000183011,8.89209e-06
ff,-40,2.97,1,0,3.6000,-0.000243926,3.55565e-05
ff,-40,2.97,1,1,0.0000,6.87751e-06,-9.10538e-12
ff,-40,2.97,1,1,0.1000,6.87747e-06,6.19218e-06
ff,-40,2.97,1,1,0.2000,6.87743e-06,6.58274e-06
ff,-40,2.97,1,1,0.3000,6.87738e-06,6.59717e-06
ff,-40,2.97,1,1,0.4000,6.87734e-06,6.6049e-06
ff,-40,2.97,1,1,0.5000,6.87729e-06,6.61123e-06
ff,-40,2.97,1,1,0.6000,6.87724e-06,6.61693e-06
ff,-40,2.97,1,1,0.7000,6.87719e-06,6.62225e-06
ff,-40,2.97,1,1,0.8000,6.87714e-06,6.62732e-06
ff,-40,2.97,1,1,0.9000,6.87709e-06,6.63219e-06
ff,-40,2.97,1,1,1.0000,6.87701e-06,6.6369e-06
ff,-40,2.97,1,1,1.1000,6.87674e-06,6.64148e-06
ff,-40,2.97,1,1,1.2000,6.87573e-06,6.64596e-06
ff,-40,2.97,1,1,1.3000,6.87413e-06,6.65033e-06
ff,-40,2.97,1,1,1.4000,6.87226e-06,6.65462e-06
ff,-40,2.97,1,1,1.5000,6.87025e-06,6.65882e-06
ff,-40,2.97,1,1,1.6000,6.86813e-06,6.66296e-06
ff,-40,2.97,1,1,1.7000,6.86588e-06,6.66704e-06
ff,-40,2.97,1,1,1.8000,6.86351e-06,6.67107e-06
ff,-40,2.97,1,1,1.9000,6.861e-06,6.67506e-06
ff,-40,2.97,1,1,2.0000,6.85832e-06,6.6788e-06
ff,-40,2.97,1,1,2.1000,6.85544e-06,6.68129e-06
ff,-40,2.97,1,1,2.2000,6.8523e-06,6.68188e-06
ff,-40,2.97,1,1,2.3000,6.84883e-06,6.68211e-06
ff,-40,2.97,1,1,2.4000,6.8449e-06,6.6823e-06
ff,-40,2.97,1,1,2.5000,6.84027e-06,6.68249e-06
ff,-40,2.97,1,1,2.6000,6.83432e-06,6.68266e-06
ff,-40,2.97,1,1,2.7000,6.82436e-06,6.68284e-06
ff,-40,2.97,1,1,2.8000,6.76785e-06,6.68302e-06
ff,-40,2.97,1,1,2.9000,5.23726e-06,6.68319e-06
ff,-40,2.97,1,1,3.0000,-4.01871e-06,6.68336e-06
ff,-40,2.97,1,1,3.1000,-2.67507e-05,6.68354e-06
ff,-40,2.97,1,1,3.2000,-6.17137e-05,6.68372e-06
ff,-40,2.97,1,1,3.3000,-0.000106717,6.68478e-06
ff,-40,2.97,1,1,3.4000,-0.000160461,6.77381e-06
ff,-40,2.97,1,1,3.5000,-0.000222238,1.05646e-05
ff,-40,2.97,1,1,3.6000,-0.000292098,3.72763e-05
ff,-40,3.30,0,0,0.0000,1.72097e-06,-1.05653e-11
ff,-40,3.30,0,0,0.1000,1.72096e-06,1.55206e-06
ff,-40,3.30,0,0,0.2000,1.72095e-06,1.64576e-06
ff,-40,3.30,0,0,0.3000,1.72093e-06,1.64932e-06
ff,-40,3.30,0,0,0.4000,1.72092e-06,1.65125e-06
ff,-40,3.30,0,0,0.5000,1.72091e-06,1.65284e-06
ff,-40,3.30,0,0,0.6000,1.7209e-06,1.65426e-06
ff,-40,3.30,0,0,0.7000,1.72089e-06,1.65559e-06
ff,-40,3.30,0,0,0.8000,1.72087e-06,1.65686e-06
ff,-40,3.30,0,0,0.9000,1.72086e-06,1.65808e-06
ff,-40,3.30,0,0,1.0000,1.72085e-06,1.65926e-06
ff,-40,3.30,0,0,1.1000,1.72081e-06,1.66041e-06
ff,-40,3.30,0,0,1.2000,1.72057e-06,1.66153e-06
ff,-40,3.30,0,0,1.3000,1.72017e-06,1.66263e-06
ff,-40,3.30,0,0,1.4000,1.71973e-06,1.6637e-06
ff,-40,3.30,0,0,1.5000,1.71927e-06,1.66476e-06
ff,-40,3.30,0,0,1.6000,1.71879e-06,1.6658e-06
ff,-40,3.30,0,0,1.7000,1.71829e-06,1.66683e-06
ff,-40,3.30,0,0,1.8000,1.71777e-06,1.66785e-06
ff,-40,3.30,0,0,1.9000,1.71723e-06,1.66889e-06
ff,-40,3.30,0,0,2.0000,1.71667e-06,1.66994e-06
ff,-40,3.30,0,0,2.1000,1.71608e-06,1.67104e-06
ff,-40,3.30,0,0,2.2000,1.71546e-06,1.67222e-06
ff,-40,3.30,0,0,2.3000,1.7148e-06,1.67348e-06
ff,-40,3.30,0,0,2.4000,1.71409e-06,1.6747e-06
ff,-40,3.30,0,0,2.5000,1.71333e-06,1.67517e-06
ff,-40,3.30,0,0,2.6000,1.71249e-06,1.67528e-06
ff,-40,3.30,0,0,2.7000,1.71155e-06,1.67535e-06
ff,-40,3.30,0,0,2.8000,1.71045e-06,1.67543e-06
ff,-40,3.30,0,0,2.9000,1.7091e-06,1.6755e-06
ff,-40,3.30,0,0,3.0000,1.7071e-06,1.67557e-06
ff,-40,3.30,0,0,3.1000,1.7011e-06,1.67564e-06
ff,-40,3.30,0,0,3.2000,1.55501e-06,1.67571e-06
ff,-40,3.30,0,0,3.3000,-9.16761e-11,1.67578e-06
ff,-40,3.30,0,0,3.4000,-5.27003e-06,1.67585e-06
ff,-40,3.30,0,0,3.5000,-1.51374e-05,1.67592e-06
ff,-40,3.30,0,0,3.6000,-2.92678e-05,1.6762e-06
ff,-40,3.30,0,1,0.0000,3.44168e-06,-1.05656e-11
ff,-40,3.30,0,1,0.1000,3.44166e-06,3.10159e-06
ff,-40,3.30,0,1,0.2000,3.44164e-06,3.29148e-06
ff,-40,3.30,0,1,0.3000,3.44162e-06,3.29863e-06
ff,-40,3.30,0,1,0.4000,3.44159e-06,3.30249e-06
ff,-40,3.30,0,1,0.5000,3.44157e-06,3.30565e-06
ff,-40,3.30,0,1,0.6000,3.44155e-06,3.3085e-06
ff,-40,3.30,0,1,0.7000,3.44153e-06,3.31116e-06
ff,-40,3.30,0,1,0.8000,3.4415e-06,3.31369e-06
ff,-40,3.30,0,1,0.9000,3.44148e-06,3.31613e-06
ff,-40,3.30,0,1,1.0000,3.44145e-06,3.31849e-06
ff,-40,3.30,0,1,1.1000,3.44138e-06,3.32078e-06
ff,-40,3.30,0,1,1.2000,3.441e-06,3.32302e-06
ff,-40,3.30,0,1,1.3000,3.44027e-06,3.32521e-06
ff,-40,3.30,0,1,1.4000,3.43941e-06,3.32736e-06
ff,-40,3.30,0,1,1.5000,3.4385e-06,3.32947e-06
ff,-40,3.30,0,1,1.6000,3.43755e-06,3.33155e-06
ff,-40,3.30,0,1,1.7000,3.43656e-06,3.3336e-06
ff,-40,3.30,0,1,1.8000,3.43554e-06,3.33565e-06
ff,-40,3.30,0,1,1.9000,3.43447e-06,3.33771e-06
ff,-40,3.30,0,1,2.0000,3.43335e-06,3.33981e-06
ff,-40,3.30,0,1,2.1000,3.43217e-06,3.342e-06
ff,-40,3.30,0,1,2.2000,3.43093e-06,3.34432e-06
ff,-40,3.30,0,1,2.3000,3.42961e-06,3.34677e-06
ff,-40,3.30,0,1,2.4000,3.4282e-06,3.34886e-06
ff,-40,3.30,0,1,2.5000,3.42667e-06,3.3495e-06
ff,-40,3.30,0,1,2.6000,3.42499e-06,3.34968e-06
ff,-40,3.30,0,1,2.7000,3.42311e-06,3.34982e-06
ff,-40,3.30,0,1,2.8000,3.42092e-06,3.34996e-06
ff,-40,3.30,0,1,2.9000,3.41822e-06,3.3501e-06
ff,-40,3.30,0,1,3.0000,3.41422e-06,3.35023e-06
ff,-40,3.30,0,1,3.1000,3.40196e-06,3.35037e-06
ff,-40,3.30,0,1,3.2000,3.10065e-06,3.3505e-06
ff,-40,3.30,0,1,3.3000,-8.78337e-11,3.35063e-06
ff,-40,3.30,0,1,3.4000,-1.0101e-05,3.35077e-06
ff,-40,3.30,0,1,3.5000,-2.83866e-05,3.35091e-06
ff,-40,3.30,0,1,3.6000,-5.38717e-05,3.35125e-06
ff,-40,3.30,1,0,0.0000,5.16228e-06,-1.05659e-11
ff,-40,3.30,1,0,0.1000,5.16225e-06,4.64857e-06
ff,-40,3.30,1,0,0.2000,5.16221e-06,4.93714e-06
ff,-40,3.30,1,0,0.3000,5.16218e-06,4.94791e-06
ff,-40,3.30,1,0,0.4000,5.16215e-06,4.9537e-06
ff,-40,3.30,1,0,0.5000,5.16211e-06,4.95845e-06
ff,-40,3.30,1,0,0.6000,5.16208e-06,4.96272e-06
ff,-40,3.30,1,0,0.7000,5.16204e-06,4.96672e-06
ff,-40,3.30,1,0,0.8000,5.16201e-06,4.97051e-06
ff,-40,3.30,1,0,0.9000,5.16197e-06,4.97417e-06
ff,-40,3.30,1,0,1.0000,5.16192e-06,4.9777e-06
ff,-40,3.30,1,0,1.1000,5.16183e-06,4.98115e-06
ff,-40,3.30,1,0,1.2000,5.16132e-06,4.9845e-06
ff,-40,3.30,1,0,1.3000,5.1603e-06,4.98779e-06
ff,-40,3.30,1,0,1.4000,5.15905e-06,4.99101e-06
ff,-40,3.30,1,0,1.5000,5.1577e-06,4.99417e-06
ff,-40,3.30,1,0,1.6000,5.15629e-06,4.99728e-06
ff,-40,3.30,1,0,1.7000,5.15481e-06,5.00036e-06
ff,-40,3.30,1,0,1.8000,5.15328e-06,5.00343e-06
ff,-40,3.30,1,0,1.9000,5.15168e-06,5.00651e-06
ff,-40,3.30,1,0,2.0000,5.15e-06,5.00965e-06
ff,-40,3.30,1,0,2.1000,5.14824e-06,5.01292e-06
ff,-40,3.30,1,0,2.2000,5.14638e-06,5.01637e-06
ff,-40,3.30,1,0,2.3000,5.14441e-06,5.01994e-06
ff,-40,3.30,1,0,2.4000,5.14229e-06,5.02272e-06
ff,-40,3.30,1,0,2.5000,5.13999e-06,5.02348e-06
ff,-40,3.30,1,0,2.6000,5.13747e-06,5.02373e-06
ff,-40,3.30,1,0,2.7000,5.13465e-06,5.02394e-06
ff,-40,3.30,1,0,2.8000,5.13136e-06,5.02415e-06
ff,-40,3.30,1,0,2.9000,5.1273e-06,5.02434e-06
ff,-40,3.30,1,0,3.0000,5.12128e-06,5.02454e-06
ff,-40,3.30,1,0,3.1000,5.10248e-06,5.02473e-06
ff,-40,3.30,1,0,3.2000,4.63656e-06,5.02493e-06
ff,-40,3.30,1,0,3.3000,-8.41224e-11,5.02512e-06
ff,-40,3.30,1,0,3.4000,-1.45543e-05,5.02532e-06
ff,-40,3.30,1,0,3.5000,-4.01313e-05,5.02552e-06
ff,-40,3.30,1,0,3.6000,-7.49877e-05,5.02592e-06
ff,-40,3.30,1,1,0.0000,6.88278e-06,-1.05662e-11
ff,-40,3.30,1,1,0.1000,6.88274e-06,6.19296e-06
ff,-40,3.30,1,1,0.2000,6.88269e-06,6.58275e-06
ff,-40,3.30,1,1,0.3000,6.88265e-06,6.59718e-06
ff,-40,3.30,1,1,0.4000,6.8826e-06,6.60491e-06
ff,-40,3.30,1,1,0.5000,6.88256e-06,6.61124e-06
ff,-40,3.30,1,1,0.6000,6.88251e-06,6.61694e-06
ff,-40,3.30,1,1,0.7000,6.88246e-06,6.62226e-06
ff,-40,3.30,1,1,0.8000,6.88241e-06,6.62732e-06
ff,-40,3.30,1,1,0.9000,6.88236e-06,6.63219e-06
ff,-40,3.30,1,1,1.0000,6.8823e-06,6.63691e-06
ff,-40,3.30,1,1,1.1000,6.88218e-06,6.6415e-06
ff,-40,3.30,1,1,1.2000,6.88155e-06,6.64597e-06
ff,-40,3.30,1,1,1.3000,6.88026e-06,6.65035e-06
ff,-40,3.30,1,1,1.4000,6.87864e-06,6.65464e-06
ff,-40,3.30,1,1,1.5000,6.87686e-06,6.65885e-06
ff,-40,3.30,1,1,1.6000,6.87499e-06,6.663e-06
ff,-40,3.30,1,1,1.7000,6.87304e-06,6.66711e-06
ff,-40,3.30,1,1,1.8000,6.871e-06,6.67119e-06
ff,-40,3.30,1,1,1.9000,6.86886e-06,6.67529e-06
ff,-40,3.30,1,1,2.0000,6.86663e-06,6.67947e-06
ff,-40,3.30,1,1,2.1000,6.86429e-06,6.68381e-06
ff,-40,3.30,1,1,2.2000,6.86181e-06,6.68836e-06
ff,-40,3.30,1,1,2.3000,6.85918e-06,6.69298e-06
ff,-40,3.30,1,1,2.4000,6.85636e-06,6.69636e-06
ff,-40,3.30,1,1,2.5000,6.8533e-06,6.69722e-06
ff,-40,3.30,1,1,2.6000,6.84994e-06,6.69755e-06
ff,-40,3.30,1,1,2.7000,6.84616e-06,6.69782e-06
ff,-40,3.30,1,1,2.8000,6.84178e-06,6.69809e-06
ff,-40,3.30,1,1,2.9000,6.83634e-06,6.69834e-06
ff,-40,3.30,1,1,3.0000,6.82828e-06,6.6986e-06
ff,-40,3.30,1,1,3.1000,6.80265e-06,6.69885e-06
ff,-40,3.30,1,1,3.2000,6.16247e-06,6.69911e-06
ff,-40,3.30,1,1,3.3000,-8.04914e-11,6.69936e-06
ff,-40,3.30,1,1,3.4000,-1.86795e-05,6.69962e-06
ff,-40,3.30,1,1,3.5000,-5.0651e-05,6.69987e-06
ff,-40,3.30,1,1,3.6000,-9.34046e-05,6.70034e-06
ff,-40,3.63,0,0,0.0000,1.72221e-06,-1.27621e-11
ff,-40,3.63,0,0,0.1000,1.7222e-06,1.55209e-06
ff,-40,3.63,0,0,0.2000,1.72219e-06,1.64576e-06
ff,-40,3.63,0,0,0.3000,1.72218e-06,1.64932e-06
ff,-40,3.63,0,0,0.4000,1.72216e-06,1.65125e-06
ff,-40,3.63,0,0,0.5000,1.72215e-06,1.65283e-06
ff,-40,3.63,0,0,0.6000,1.72214e-06,1.65426e-06
ff,-40,3.63,0,0,0.7000,1.72213e-06,1.65559e-06
ff,-40,3.63,0,0,0.8000,1.72211e-06,1.65686e-06
ff,-40,3.63,0,0,0.9000,1.7221e-06,1.65808e-06
ff,-40,3.63,0,0,1.0000,1.72209e-06,1.65926e-06
ff,-40,3.63,0,0,1.1000,1.72207e-06,1.66041e-06
ff,-40,3.63,0,0,1.2000,1.72193e-06,1.66153e-06
ff,-40,3.63,0,0,1.3000,1.72159e-06,1.66263e-06
ff,-40,3.63,0,0,1.4000,1.72118e-06,1.6637e-06
ff,-40,3.63,0,0,1.5000,1.72076e-06,1.66476e-06
ff,-40,3.63,0,0,1.6000,1.72032e-06,1.6658e-06
ff,-40,3.63,0,0,1.7000,1.71987e-06,1.66683e-06
ff,-40,3.63,0,0,1.8000,1.71941e-06,1.66786e-06
ff,-40,3.63,0,0,1.9000,1.71893e-06,1.66889e-06
ff,-40,3.63,0,0,2.0000,1.71844e-06,1.66994e-06
ff,-40,3.63,0,0,2.1000,1.71793e-06,1.67105e-06
ff,-40,3.63,0,0,2.2000,1.71739e-06,1.67223e-06
ff,-40,3.63,0,0,2.3000,1.71684e-06,1.67354e-06
ff,-40,3.63,0,0,2.4000,1.71626e-06,1.67502e-06
ff,-40,3.63,0,0,2.5000,1.71565e-06,1.67674e-06
ff,-40,3.63,0,0,2.6000,1.715e-06,1.67873e-06
ff,-40,3.63,0,0,2.7000,1.71431e-06,1.68079e-06
ff,-40,3.63,0,0,2.8000,1.71356e-06,1.68171e-06
ff,-40,3.63,0,0,2.9000,1.71274e-06,1.6819e-06
ff,-40,3.63,0,0,3.0000,1.71184e-06,1.68204e-06
ff,-40,3.63,0,0,3.1000,1.7108e-06,1.68217e-06
ff,-40,3.63,0,0,3.2000,1.70954e-06,1.6823e-06
ff,-40,3.63,0,0,3.3000,1.70781e-06,1.68242e-06
ff,-40,3.63,0,0,3.4000,1.70416e-06,1.68255e-06
ff,-40,3.63,0,0,3.5000,1.65333e-06,1.68268e-06
ff,-40,3.63,0,0,3.6000,7.4194e-07,1.68281e-06
ff,-40,3.63,0,1,0.0000,3.44417e-06,-1.27625e-11
ff,-40,3.63,0,1,0.1000,3.44415e-06,3.10172e-06
ff,-40,3.63,0,1,0.2000,3.44413e-06,3.29148e-06
ff,-40,3.63,0,1,0.3000,3.44411e-06,3.29863e-06
ff,-40,3.63,0,1,0.4000,3.44408e-06,3.30248e-06
ff,-40,3.63,0,1,0.5000,3.44406e-06,3.30565e-06
ff,-40,3.63,0,1,0.6000,3.44404e-06,3.3085e-06
ff,-40,3.63,0,1,0.7000,3.44401e-06,3.31116e-06
ff,-40,3.63,0,1,0.8000,3.44399e-06,3.31369e-06
ff,-40,3.63,0,1,0.9000,3.44396e-06,3.31613e-06
ff,-40,3.63,0,1,1.0000,3.44393e-06,3.31849e-06
ff,-40,3.63,0,1,1.1000,3.44389e-06,3.32078e-06
ff,-40,3.63,0,1,1.2000,3.44368e-06,3.32302e-06
ff,-40,3.63,0,1,1.3000,3.44309e-06,3.32522e-06
ff,-40,3.63,0,1,1.4000,3.44232e-06,3.32736e-06
ff,-40,3.63,0,1,1.5000,3.44149e-06,3.32947e-06
ff,-40,3.63,0,1,1.6000,3.44062e-06,3.33155e-06
ff,-40,3.63,0,1,1.7000,3.43973e-06,3.33361e-06
ff,-40,3.63,0,1,1.8000,3.43881e-06,3.33566e-06
ff,-40,3.63,0,1,1.9000,3.43786e-06,3.33772e-06
ff,-40,3.63,0,1,2.0000,3.43688e-06,3.33982e-06
ff,-40,3.63,0,1,2.1000,3.43586e-06,3.34203e-06
ff,-40,3.63,0,1,2.2000,3.4348e-06,3.34439e-06
ff,-40,3.63,0,1,2.3000,3.43369e-06,3.34699e-06
ff,-40,3.63,0,1,2.4000,3.43253e-06,3.34994e-06
ff,-40,3.63,0,1,2.5000,3.43131e-06,3.35334e-06
ff,-40,3.63,0,1,2.6000,3.43002e-06,3.3572e-06
ff,-40,3.63,0,1,2.7000,3.42863e-06,3.36077e-06
ff,-40,3.63,0,1,2.8000,3.42714e-06,3.362e-06
ff,-40,3.63,0,1,2.9000,3.42551e-06,3.36233e-06
ff,-40,3.63,0,1,3.0000,3.4237e-06,3.36259e-06
ff,-40,3.63,0,1,3.1000,3.42162e-06,3.36283e-06
ff,-40,3.63,0,1,3.2000,3.41911e-06,3.36308e-06
ff,-40,3.63,0,1,3.3000,3.41566e-06,3.36332e-06
ff,-40,3.63,0,1,3.4000,3.40826e-06,3.36356e-06
ff,-40,3.63,0,1,3.5000,3.30295e-06,3.3638e-06
ff,-40,3.63,0,1,3.6000,1.46708e-06,3.36404e-06
ff,-40,3.63,1,0,0.0000,5.16602e-06,-1.27627e-11
