corner,temp_c,vdd,band,rdiv,fcal,corner_id,tp1,tp2,tp3,tp4,tp5,tp6,tp7,f1,f2,f3,f4,f5,f6,f7,i1,i2,i3,i4,i5,i6,i7,jsettle,jstepon,jfrip,push_slope_hz_per_v,push_norm_pct_per_v,push_f_nom_hz,push_i_nom_a,push_nl_pct,quiet_f_hz,quiet_tj_pp_s,quiet_tj_rms_s,quiet_c2c_rms_s,quiet_tie_pp_s,quiet_tie_rms_s,step_f_pre_hz,step_f_post_hz,step_df_hz,step_kvdd_hz_per_v,step_tie_per_us_s,rip_f_hz,rip_tj_pp_s,rip_tj_rms_s,rip_c2c_rms_s,rip_tie_pp_s,rip_tie_rms_s,rip_tie_pp_pred_s,rip_tj_pp_pred_s,rip_tj_rms_pct,floor_margin_x,quiet_cycles,rip_cycles,verdict
ff,-40.0,3.3,band4,r16,f100,ff_-40c_3.30v_band4_r16_f100,7.98252e-08,8.35715e-08,8.71841e-08,9.05336e-08,9.36789e-08,9.65731e-08,9.94747e-08,50109500.0,47863200.0,45879900.0,44182500.0,42699000.0,41419400.0,40211200.0,0.000117899,0.000119142,0.00012434,0.000126703,0.000131951,0.000134007,0.000138289,1.4305e-07,9.05985e-07,2621460.0,-14858246.753246756,-33.629257631973644,44182500.0,0.000126703,1.3189611271430997,44187472.68692809,6.06435174755803e-12,1.2500785394400671e-12,2.0125929851807715e-12,6.063009569881225e-12,1.469362658977075e-12,44187309.2839763,42816351.346891925,-1370957.9370843768,-13709579.370843768,-3.1026056107506163e-08,44216716.095388964,9.090946252138866e-10,3.18444134308693e-10,1.213660525939841e-10,2.8305431092893696e-09,8.548728270052266e-10,1.8836571734360943e-09,7.021433788395768e-10,1.408055387896939,581.7983884253345,67.0,67.0,PASS
ff,-40.0,3.3,band7,r16,f100,ff_-40c_3.30v_band7_r16_f100,1.54909e-08,1.64468e-08,1.73941e-08,1.82978e-08,1.92119e-08,2.007e-08,2.09081e-08,258216000.0,243209000.0,229963000.0,218605000.0,208204000.0,199303000.0,191314000.0,0.000360234,0.000367229,0.000369864,0.000375068,0.000382937,0.000389585,0.000395995,3.18447e-08,2.01683e-07,11775900.0,-100739285.71428575,-46.082791205272414,218605000.0,0.000375068,1.6984482775521175,218470419.70730132,1.2122749590733163e-12,2.5772407176345276e-13,4.142974789147741e-13,1.345170881970566e-12,2.9937616209890463e-13,218470209.8428599,209349871.72712332,-9120338.115736574,-91203381.15736574,-4.174636954986496e-08,218528538.52098092,2.813785363969239e-10,9.944737157112405e-11,3.3736774169390036e-11,9.405980652471655e-10,2.898398966143753e-10,5.642145982546275e-10,1.91084584832569e-10,2.1732088769190687,968.146209712653,75.0,75.0,PASS
ff,27.0,3.3,band0,r16,f100,ff_27c_3.30v_band0_r16_f100,5.67497e-07,5.87043e-07,6.05765e-07,6.23176e-07,6.4017e-07,6.54062e-07,6.68079e-07,7048490.0,6813810.0,6603220.0,6418730.0,6248340.0,6115630.0,5987310.0,6.50476e-05,6.75946e-05,6.86612e-05,7.17401e-05,7.37666e-05,7.41353e-05,7.67558e-05,7.95217e-07,5.03637e-06,471570.0,-1602201.298701299,-24.961344357860494,6418730.0,7.17401e-05,0.8965169122240692,6418945.221295706,1.691675937917781e-11,4.032860479048956e-12,3.703432925506752e-12,3.7773076365116134e-11,9.693649603767398e-12,6418907.281047009,6269626.433325869,-149280.8477211399,-1492808.477211399,-2.3256426862858534e-08,6422070.829937865,4.0404656009931904e-09,1.4178650865915473e-09,6.597142626572307e-10,9.878675180312077e-09,3.0835947591842872e-09,7.849001031197266e-09,3.6230702397497127e-09,0.9105630013386901,318.10462366886674,54.0,54.0,PASS
ff,27.0,3.3,band4,r16,f100,ff_27c_3.30v_band4_r16_f100,7.35002e-08,7.69199e-08,8.0164e-08,8.34119e-08,8.64718e-08,8.93271e-08,9.20397e-08,54421600.0,52002100.0,49897700.0,47954800.0,46257800.0,44779200.0,43459500.0,0.000134639,0.000136699,0.000140588,0.000143506,0.000146491,0.000147634,0.000152706,1.07288e-07,6.79488e-07,3495280.0,-16549350.649350652,-34.51031106239762,47954800.0,0.000143506,1.1765543505848761,47943416.4308306,3.086371780043045e-12,6.511295780141906e-13,9.391858279814485e-13,3.409739789448797e-12,7.391296696020111e-13,47943431.28788945,46413228.90663492,-1530202.3812545314,-15302023.812545314,-3.1916830734663365e-08,47989188.043892786,8.959813981240082e-10,3.1160446700108466e-10,1.4688099472956553e-10,2.2635056050137477e-09,6.903398820726787e-10,1.4533093066622599e-09,6.657189454016744e-10,1.4953645362232035,933.9902191240631,54.0,54.0,PASS
ff,27.0,3.3,band7,r16,f100,ff_27c_3.30v_band7_r16_f100,1.39509e-08,1.47596e-08,1.55856e-08,1.63989e-08,1.72167e-08,1.80153e-08,1.87781e-08,286721000.0,271010000.0,256647000.0,243919000.0,232333000.0,222033000.0,213015000.0,0.000406956,0.000412422,0.000417763,0.000427131,0.000431041,0.000437393,0.000446106,2.38835e-08,1.51262e-07,15701200.0,-111488961.03896107,-45.707370495517395,243919000.0,0.000427131,1.3956330936557908,243886827.1250434,8.449047744596948e-13,1.693865249431447e-13,2.8111758996046245e-13,1.347453488849522e-12,3.1549496625021757e-13,243888841.1720335,234295037.39142632,-9593803.780607164,-95938037.80607164,-3.9336788573446535e-08,243991812.75516492,2.5457337936400196e-10,9.001457969621463e-11,3.603700272415344e-11,6.981706941368881e-10,2.2173699549902253e-10,3.9873997197570454e-10,1.6129248916444214e-10,2.196282047447367,702.8226096107155,62.0,62.0,PASS
ff,125.0,3.3,band0,r16,f100,ff_125c_3.30v_band0_r16_f100,5.35771e-07,5.53585e-07,5.70957e-07,5.88062e-07,6.02453e-07,6.16051e-07,6.28146e-07,7465880.0,7225630.0,7005780.0,6802010.0,6639520.0,6492970.0,6367950.0,8.06184e-05,8.28885e-05,8.44864e-05,8.56825e-05,8.99598e-05,9.08567e-05,9.26681e-05,5.89049e-07,3.73065e-06,636619.0,-1664081.1688311691,-24.464550461277902,6802010.0,8.56825e-05,0.8819609413771943,6809788.555736452,7.738622123582603e-12,1.4859855826827044e-12,2.1148381564786608e-12,9.368982716291503e-12,2.3329250354999982e-12,6809775.702416304,6653751.235489362,-156024.46692694165,-1560244.6692694165,-2.2911836416518047e-08,6812672.871643547,3.818345350268263e-09,1.3405138985175765e-09,7.981732405230475e-10,7.495688667088801e-09,2.2881615954582836e-09,5.72795524207722e-09,3.364538117949393e-09,0.9132482670491824,980.8123109999028,42.0,43.0,PASS
ff,125.0,3.3,band4,r16,f100,ff_125c_3.30v_band4_r16_f100,6.62213e-08,6.92509e-08,7.22833e-08,7.5117e-08,7.78574e-08,8.05037e-08,8.28556e-08,60403500.0,57761000.0,55337800.0,53250300.0,51376000.0,49687100.0,48276800.0,0.000161073,0.000166968,0.00016911,0.000170704,0.000174127,0.000180169,0.000181355,7.94723e-08,5.03325e-07,4718620.0,-18340811.688311692,-34.442644808220216,53250300.0,0.000170704,1.1709457840747082,53241568.964208245,1.8594994493447057e-12,3.7140240628984865e-13,5.054463191947152e-13,1.9977485156218055e-12,4.053266980212899e-13,53241629.938145526,51547114.4048677,-1694515.5332778245,-16945155.332778245,-3.182689063513758e-08,53281988.98768301,8.397859555183469e-10,2.9288746992674396e-10,1.6637097826770137e-10,1.7459620474846561e-09,5.304970260357669e-10,1.0734945320649645e-09,5.977834181727477e-10,1.560562694726711,1308.813430315667,45.0,45.0,PASS
ff,125.0,3.3,band7,r16,f100,ff_125c_3.30v_band7_r16_f100,1.23117e-08,1.295e-08,1.35992e-08,1.42679e-08,1.49323e-08,1.55991e-08,1.62512e-08,324895000.0,308880000.0,294134000.0,280350000.0,267875000.0,256426000.0,246136000.0,0.000480173,0.0004854,0.000496071,0.000500537,0.000504082,0.000514335,0.000520062,1.76915e-08,1.12046e-07,21196600.0,-119300000.00000004,-42.55395041911897,280350000.0,0.000500537,1.018420851486665,280450974.33570534,5.845861041873375e-13,1.4622313656860044e-13,2.250746962387542e-13,1.5536548889151307e-12,3.2007734616805357e-13,280454082.4933036,270178241.1760476,-10275841.317255974,-102758413.17255974,-3.664001331662316e-08,280457219.8025735,1.9773252554209517e-10,7.050580839651285e-11,3.2422888675291055e-11,4.422458765475194e-10,1.483823592784081e-10,2.751150591349363e-10,1.3064821569672213e-10,1.9773863002818937,463.5828216361846,53.0,53.0,PASS
ss,-40.0,3.3,band0,r16,f100,ss_-40c_3.30v_band0_r16_f100,5.53632e-07,5.82252e-07,6.10332e-07,6.33658e-07,6.56507e-07,6.78648e-07,6.9717e-07,7225010.0,6869880.0,6553810.0,6312550.0,6092850.0,5894070.0,5737480.0,4.73069e-05,4.78217e-05,4.93983e-05,5.04601e-05,5.22357e-05,5.38024e-05,5.52486e-05,1.06029e-06,6.71516e-06,353677.0,-2232198.0519480524,-35.361273208894225,6312550.0,5.04601e-05,1.6589232107921237,6308558.8448193325,7.28990061302497e-11,1.4716765145714872e-11,1.996650951508596e-11,9.998451110153567e-11,2.0433625874684454e-11,6308543.681325214,6107686.748836381,-200856.93248883262,-2008569.3248883262,-3.183887480773364e-08,6312294.04775037,5.491828527826667e-09,1.9388858360755654e-09,6.912495204254563e-10,1.784386665260813e-08,5.49108550770942e-09,1.4327485610157598e-08,5.04692102614511e-09,1.2238817522327292,268.727906705604,72.0,71.0,PASS
ss,-40.0,3.3,band4,r16,f100,ss_-40c_3.30v_band4_r16_f100,6.8089e-08,7.28786e-08,7.76673e-08,8.21426e-08,8.66075e-08,9.07546e-08,9.45118e-08,58746600.0,54885800.0,51501700.0,48695800.0,46185400.0,44074900.0,42322700.0,0.0001044,0.000105994,0.00010906,0.00011016,0.000111358,0.000114975,0.00011732,1.4305e-07,9.05985e-07,2621460.0,-24743441.558441564,-50.81227037740742,48695800.0,0.00011016,2.2459989215849196,48642563.16243672,6.8867443506285194e-12,1.2639760703565594e-12,1.9752574684211207e-12,1.256187155998784e-11,2.58967543006447e-12,48642624.56223296,46407596.88828146,-2235027.673951499,-22350276.73951499,-4.5947925180147796e-08,48666331.28185182,1.1499692125114348e-09,4.0579607445962935e-10,1.381443126087709e-10,3.886749234391781e-09,1.179092726949575e-09,2.7896090911083965e-09,9.4460448198749e-10,1.974860619252733,455.30521441454204,75.0,75.0,PASS
ss,-40.0,3.3,band7,r16,f100,ss_-40c_3.30v_band7_r16_f100,1.38733e-08,1.44611e-08,1.51447e-08,1.59182e-08,1.6735e-08,1.76202e-08,1.852e-08,288323000.0,276604000.0,264120000.0,251285000.0,239020000.0,227012000.0,215982000.0,0.000330368,0.000335951,0.000341525,0.000349471,0.000353013,0.000357728,0.000362724,3.18447e-08,2.01683e-07,11775900.0,-110813961.03896107,-44.09891598740914,251285000.0,0.000349471,0.3131475643762286,251512205.6921432,1.1607908195254982e-12,2.5331926107661604e-13,4.030318078539487e-13,1.8235675676368214e-12,3.854689735476398e-13,251513510.92917436,240940878.40578985,-10572632.523384511,-105726325.23384511,-4.203604205724654e-08,251488064.0540906,2.5071799103908245e-10,8.824365667744425e-11,2.597478356705602e-11,9.543170007853798e-10,2.9695128925129877e-10,5.681331024239603e-10,1.6713407641597132e-10,2.219222638286428,770.3636599291663,86.0,86.0,PASS
ss,27.0,3.3,band0,r16,f100,ss_27c_3.30v_band0_r16_f100,5.23156e-07,5.48963e-07,5.72655e-07,5.95353e-07,6.18092e-07,6.38851e-07,6.57037e-07,7645900.0,7286460.0,6985010.0,6718710.0,6471530.0,6261250.0,6087930.0,5.67896e-05,5.96756e-05,5.98684e-05,5.9704e-05,6.13988e-05,6.41069e-05,6.55019e-05,7.95217e-07,5.03637e-06,471570.0,-2349938.3116883123,-34.976034263843985,6718710.0,5.9704e-05,1.3526246641309125,6708038.105675798,2.8581048190902484e-11,5.56312275995595e-12,7.32816809150801e-12,4.365778612648412e-11,9.732911811418271e-12,6708020.8202666165,6493282.9602092765,-214737.86005734,-2147378.6005734,-3.20121039887895e-08,6711335.03565178,5.216681204891573e-09,1.8405889045630112e-09,8.132090953739238e-10,1.3255652818990656e-08,4.158142271179593e-09,1.0804061878374958e-08,4.772188379827797e-09,1.2352808801425668,427.22489957233796,57.0,57.0,PASS
ss,27.0,3.3,band4,r16,f100,ss_27c_3.30v_band4_r16_f100,6.23208e-08,6.65956e-08,7.07969e-08,7.48279e-08,7.88384e-08,8.25067e-08,8.60825e-08,64184000.0,60064000.0,56499600.0,53456000.0,50736700.0,48480900.0,46467000.0,0.0001211,0.000123475,0.000125166,0.000127794,0.000129428,0.000131056,0.000133703,1.07288e-07,6.79488e-07,3495280.0,-26649383.116883125,-49.85293160147247,53456000.0,0.000127794,2.095107591824522,53419471.50052543,2.6972507636171107e-12,5.86718547677076e-13,9.507988854970988e-13,3.0402908802887835e-12,6.885549340106114e-13,53419583.31399173,51000043.047475345,-2419540.2665163875,-24195402.665163875,-4.529313252585139e-08,53466581.59479335,1.0592199905572374e-09,3.7081396922431297e-10,1.5530989885713e-10,2.965545171067216e-09,9.011122893227608e-10,2.0623930037474645e-09,8.478786116304806e-10,1.9826155342020917,1308.7006494515565,61.0,61.0,PASS
ss,27.0,3.3,band7,r16,f100,ss_27c_3.30v_band7_r16_f100,1.276e-08,1.32495e-08,1.38062e-08,1.44251e-08,1.50987e-08,1.58181e-08,1.65633e-08,313479000.0,301898000.0,289726000.0,277295000.0,264924000.0,252875000.0,241497000.0,0.000372663,0.000381391,0.000387239,0.000396104,0.000401308,0.000405465,0.000409829,2.38835e-08,1.51262e-07,15701200.0,-109998051.94805199,-39.66824210607908,277295000.0,0.000396104,0.1483979155772518,277391070.7693888,8.327036848240198e-13,1.672374057650773e-13,2.8629454745124084e-13,6.27307667318865e-13,1.5477410696251992e-13,277391193.3373086,267508210.77712068,-9882982.560187906,-98829825.60187906,-3.5628321293423925e-08,277356624.965842,2.1009242633934603e-10,7.434148720354062e-11,2.6236718627251986e-11,6.494102791896692e-10,2.0803320504210912e-10,3.6114602409025644e-10,1.2844082160727227e-10,2.061910398571536,1344.1085794310957,71.0,71.0,PASS
ss,125.0,3.3,band0,r16,f100,ss_125c_3.30v_band0_r16_f100,4.87173e-07,5.10157e-07,5.31762e-07,5.51616e-07,5.71567e-07,5.90367e-07,6.06871e-07,8210630.0,7840730.0,7522170.0,7251420.0,6998300.0,6775450.0,6591190.0,7.47583e-05,7.60397e-05,7.77956e-05,7.84851e-05,8.06226e-05,8.01009e-05,8.34344e-05,5.89049e-07,3.73065e-06,636619.0,-2439204.545454546,-33.63761229462017,7251420.0,7.84851e-05,1.2804536411981757,7250409.033339375,8.948848068293078e-12,2.2363229164296067e-12,3.250434500068095e-12,1.2166930775157718e-11,3.0662613645109325e-12,7250428.376832287,7022178.389262469,-228249.98756981827,-2282499.8756981827,-3.14808968114434e-08,7256102.544728108,4.771057490403574e-09,1.6709858498144716e-09,9.345698785191315e-10,9.88374750029103e-09,3.0688063682000604e-09,7.870254748415646e-09,4.3419592818997814e-09,1.2124844677043447,1000.830002203525,45.0,45.0,PASS
ss,125.0,3.3,band4,r16,f100,ss_125c_3.30v_band4_r16_f100,5.57324e-08,5.9363e-08,6.28897e-08,6.63782e-08,6.97786e-08,7.2959e-08,7.61281e-08,71771500.0,67382000.0,63603500.0,60260700.0,57324200.0,54825300.0,52543000.0,0.00015166,0.000153545,0.000155577,0.000156601,0.000160129,0.000163201,0.000164886,7.94723e-08,5.03325e-07,4718620.0,-28921493.506493516,-47.993955441097626,60260700.0,0.000156601,1.868464853544657,60280085.4548218,2.448547495984161e-12,5.416437483063728e-13,7.878971700028361e-13,6.513331120784605e-12,1.9894485278302846e-12,60280996.80172755,57630688.124217466,-2650308.6775100827,-26503086.775100827,-4.396590663932301e-08,60331275.06151538,9.287307525827331e-10,3.253023767416605e-10,1.6216108552609171e-10,2.15678630133282e-09,6.632894547083798e-10,1.4829541602224742e-09,7.293714169103053e-10,1.9625907169365824,333.4036771646316,51.0,51.0,PASS
ss,125.0,3.3,band7,r16,f100,ss_125c_3.30v_band7_r16_f100,1.16428e-08,1.20037e-08,1.24078e-08,1.28639e-08,1.33571e-08,1.38874e-08,1.44432e-08,343561000.0,333230000.0,322377000.0,310948000.0,299467000.0,288031000.0,276947000.0,0.000443587,0.000452961,0.000458518,0.000464054,0.000473777,0.000480596,0.000487329,1.76915e-08,1.12046e-07,21196600.0,-101672077.92207795,-32.69745356846738,310948000.0,0.000464054,0.20658024584725881,311091538.8585679,4.189079453968771e-13,1.1462203792462576e-13,1.7804744541072315e-13,8.661627952505753e-13,2.1082620579961394e-13,311093648.63267505,302440719.2855088,-8652929.34716624,-86529293.4716624,-2.7814548401093258e-08,311006700.7535405,1.552177535229849e-10,5.470374724383676e-11,2.2801204251868394e-11,3.787774875560866e-10,1.2778855559651205e-10,2.0884730994227013e-10,8.941013676251381e-11,1.7013231949161256,606.1322173485989,59.0,59.0,PASS
