bundle,res_sec,moscap_sec,mimcap_sec,temp_c,vctrl_v,r_ohm,c1_f,c2_f,ctot_f,fz_hz,fp3_hz,ph_peak_deg,fit_err_frac
rff-mff-xff,ff,ff,ff,125,1.35,61579.2,1.08344e-10,1.81888e-12,1.10163e-10,23855.1,1.44482e+06,-14.6492,0.00052
rff-mff-xff,ff,ff,ff,125,1.8,61579.2,1.0868e-10,1.81888e-12,1.10499e-10,23781.2,1.44474e+06,-14.6274,0.00052
rff-mff-xff,ff,ff,ff,125,2.25,61579.2,1.08767e-10,1.81888e-12,1.10586e-10,23762.3,1.44473e+06,-14.6218,0.00052
rff-mff-xff,ff,ff,ff,125,2.7,61579.2,1.08789e-10,1.81888e-12,1.10608e-10,23757.5,1.44472e+06,-14.6204,0.00052
rff-mff-xss,ff,ff,ss,-40,0.3,62299.1,9.91011e-11,2.21299e-12,1.01314e-10,25778.6,1.18019e+06,-16.8207,0.00046
rff-mff-xss,ff,ff,ss,-40,0.9,62300.2,1.07054e-10,2.21299e-12,1.09266e-10,23863.3,1.17825e+06,-16.2026,0.00046
rff-mff-xss,ff,ff,ss,-40,1.35,62300.4,1.08344e-10,2.21299e-12,1.10557e-10,23578.9,1.17796e+06,-16.1094,0.00046
rff-mff-xss,ff,ff,ss,-40,1.8,62300.5,1.08681e-10,2.21299e-12,1.10894e-10,23505.9,1.17789e+06,-16.0855,0.00046
rff-mff-xss,ff,ff,ss,-40,2.25,62300.5,1.08767e-10,2.21299e-12,1.1098e-10,23487.2,1.17787e+06,-16.0793,0.00046
rff-mff-xss,ff,ff,ss,-40,2.7,62300.5,1.08789e-10,2.21299e-12,1.11002e-10,23482.4,1.17786e+06,-16.0778,0.00046
rff-mff-xss,ff,ff,ss,27,0.3,61721.2,9.91011e-11,2.21567e-12,1.01317e-10,26020,1.18983e+06,-16.8284,0.00045
rff-mff-xss,ff,ff,ss,27,0.9,61722.3,1.07054e-10,2.21567e-12,1.09269e-10,24086.7,1.18787e+06,-16.2124,0.00045
rff-mff-xss,ff,ff,ss,27,1.35,61722.5,1.08344e-10,2.21567e-12,1.1056e-10,23799.7,1.18758e+06,-16.1184,0.00045
rff-mff-xss,ff,ff,ss,27,1.8,61722.6,1.08681e-10,2.21567e-12,1.10896e-10,23726,1.18751e+06,-16.0942,0.00045
rff-mff-xss,ff,ff,ss,27,2.25,61722.6,1.08767e-10,2.21567e-12,1.10983e-10,23707.1,1.18749e+06,-16.0880,0.00045
rff-mff-xss,ff,ff,ss,27,2.7,61722.6,1.08789e-10,2.21567e-12,1.11005e-10,23702.3,1.18748e+06,-16.0864,0.00045
rff-mff-xss,ff,ff,ss,125,0.3,61575.6,9.91011e-11,2.21759e-12,1.01319e-10,26081.5,1.19163e+06,-16.8351,0.00044
rff-mff-xss,ff,ff,ss,125,0.9,61576.6,1.07054e-10,2.21759e-12,1.09271e-10,24143.7,1.18967e+06,-16.2195,0.00044
rff-mff-xss,ff,ff,ss,125,1.35,61576.9,1.08344e-10,2.21759e-12,1.10562e-10,23856,1.18938e+06,-16.1252,0.00044
rff-mff-xss,ff,ff,ss,125,1.8,61576.9,1.08681e-10,2.21759e-12,1.10898e-10,23782.1,1.1893e+06,-16.1010,0.00044
rff-mff-xss,ff,ff,ss,125,2.25,61576.9,1.08767e-10,2.21759e-12,1.10985e-10,23763.2,1.18929e+06,-16.0948,0.00044
rff-mff-xss,ff,ff,ss,125,2.7,61576.9,1.08789e-10,2.21759e-12,1.11007e-10,23758.4,1.18928e+06,-16.0932,0.00044
rff-mff-xtyp,ff,ff,typical,-40,0.3,62300.1,9.91011e-11,2.01404e-12,1.01115e-10,25778.2,1.2942e+06,-16.0756,0.00050
rff-mff-xtyp,ff,ff,typical,-40,0.9,62301.4,1.07053e-10,2.01404e-12,1.09068e-10,23862.8,1.29225e+06,-15.4818,0.00050
rff-mff-xtyp,ff,ff,typical,-40,1.35,62301.5,1.08344e-10,2.01404e-12,1.10358e-10,23578.5,1.29197e+06,-15.3935,0.00050
rff-mff-xtyp,ff,ff,typical,-40,1.8,62301.6,1.0868e-10,2.01404e-12,1.10695e-10,23505.5,1.29189e+06,-15.3708,0.00050
rff-mff-xtyp,ff,ff,typical,-40,2.25,62301.6,1.08767e-10,2.01404e-12,1.10781e-10,23486.8,1.29187e+06,-15.3650,0.00050
rff-mff-xtyp,ff,ff,typical,-40,2.7,62301.6,1.08789e-10,2.01404e-12,1.10803e-10,23482,1.29187e+06,-15.3635,0.00050
rff-mff-xtyp,ff,ff,typical,27,0.3,61722.3,9.91011e-11,2.01648e-12,1.01118e-10,26019.5,1.30476e+06,-16.0832,0.00048
rff-mff-xtyp,ff,ff,typical,27,0.9,61723.4,1.07053e-10,2.01648e-12,1.0907e-10,24086.3,1.30281e+06,-15.4897,0.00048
rff-mff-xtyp,ff,ff,typical,27,1.35,61723.6,1.08344e-10,2.01648e-12,1.1036e-10,23799.3,1.30252e+06,-15.4006,0.00048
rff-mff-xtyp,ff,ff,typical,27,1.8,61723.6,1.0868e-10,2.01648e-12,1.10697e-10,23725.6,1.30244e+06,-15.3777,0.00048
rff-mff-xtyp,ff,ff,typical,27,2.25,61723.7,1.08767e-10,2.01648e-12,1.10783e-10,23706.7,1.30242e+06,-15.3718,0.00048
rff-mff-xtyp,ff,ff,typical,27,2.7,61723.7,1.08789e-10,2.01648e-12,1.10806e-10,23701.9,1.30242e+06,-15.3703,0.00048
rff-mff-xtyp,ff,ff,typical,125,0.3,61576.7,9.91011e-11,2.01823e-12,1.01119e-10,26081.1,1.30674e+06,-16.0893,0.00048
rff-mff-xtyp,ff,ff,typical,125,0.9,61577.7,1.07053e-10,2.01823e-12,1.09072e-10,24143.2,1.30478e+06,-15.4961,0.00048
rff-mff-xtyp,ff,ff,typical,125,1.35,61578,1.08344e-10,2.01823e-12,1.10362e-10,23855.6,1.30449e+06,-15.4068,0.00048
rff-mff-xtyp,ff,ff,typical,125,1.8,61578,1.0868e-10,2.01823e-12,1.10699e-10,23781.7,1.30441e+06,-15.3838,0.00048
rff-mff-xtyp,ff,ff,typical,125,2.25,61578,1.08767e-10,2.01823e-12,1.10785e-10,23762.8,1.30439e+06,-15.3780,0.00048
rff-mff-xtyp,ff,ff,typical,125,2.7,61578,1.08789e-10,2.01823e-12,1.10807e-10,23757.9,1.30439e+06,-15.3764,0.00048
rff-mss-xff,ff,ss,ff,-40,0.3,62304.3,1.21112e-10,1.8151e-12,1.22927e-10,21091.8,1.42844e+06,-13.8639,0.00054
rff-mss-xff,ff,ss,ff,-40,0.9,62305.3,1.30832e-10,1.8151e-12,1.32647e-10,19524.6,1.42685e+06,-13.3475,0.00054
rff-mss-xff,ff,ss,ff,-40,1.35,62305.5,1.32409e-10,1.8151e-12,1.34224e-10,19292,1.42661e+06,-13.2703,0.00054
rff-mss-xff,ff,ss,ff,-40,1.8,62305.5,1.3282e-10,1.8151e-12,1.34635e-10,19232.2,1.42655e+06,-13.2504,0.00054
rff-mss-xff,ff,ss,ff,-40,2.25,62305.6,1.32926e-10,1.8151e-12,1.34741e-10,19216.9,1.42653e+06,-13.2453,0.00054
rff-mss-xff,ff,ss,ff,-40,2.7,62305.5,1.32953e-10,1.8151e-12,1.34768e-10,19213,1.42653e+06,-13.2440,0.00054
rff-mss-xff,ff,ss,ff,27,0.3,61726.3,1.21112e-10,1.8173e-12,1.22929e-10,21289.3,1.44009e+06,-13.8697,0.00053
rff-mss-xff,ff,ss,ff,27,0.9,61727.2,1.30832e-10,1.8173e-12,1.32649e-10,19707.5,1.43849e+06,-13.3552,0.00053
rff-mss-xff,ff,ss,ff,27,1.35,61727.4,1.32409e-10,1.8173e-12,1.34226e-10,19472.7,1.43825e+06,-13.2772,0.00053
rff-mss-xff,ff,ss,ff,27,1.8,61727.4,1.3282e-10,1.8173e-12,1.34637e-10,19412.3,1.43819e+06,-13.2572,0.00053
rff-mss-xff,ff,ss,ff,27,2.25,61727.4,1.32926e-10,1.8173e-12,1.34743e-10,19396.9,1.43818e+06,-13.2520,0.00053
rff-mss-xff,ff,ss,ff,27,2.7,61727.5,1.32953e-10,1.8173e-12,1.3477e-10,19392.9,1.43817e+06,-13.2507,0.00053
rff-mss-xff,ff,ss,ff,125,0.3,61580.7,1.21112e-10,1.81888e-12,1.22931e-10,21339.7,1.44227e+06,-13.8752,0.00052
rff-mss-xff,ff,ss,ff,125,0.9,61581.5,1.30832e-10,1.81888e-12,1.3265e-10,19754.1,1.44066e+06,-13.3609,0.00052
rff-mss-xff,ff,ss,ff,125,1.35,61581.7,1.32409e-10,1.81888e-12,1.34228e-10,19518.7,1.44042e+06,-13.2828,0.00052
rff-mss-xff,ff,ss,ff,125,1.8,61581.7,1.3282e-10,1.81888e-12,1.34639e-10,19458.3,1.44036e+06,-13.2627,0.00052
rff-mss-xff,ff,ss,ff,125,2.25,61581.8,1.32926e-10,1.81888e-12,1.34745e-10,19442.8,1.44035e+06,-13.2575,0.00052
rff-mss-xff,ff,ss,ff,125,2.7,61581.8,1.32953e-10,1.81888e-12,1.34772e-10,19438.8,1.44034e+06,-13.2562,0.00052
rff-mss-xss,ff,ss,ss,-40,0.3,62302,1.21112e-10,2.21299e-12,1.23325e-10,21092.6,1.17545e+06,-15.2630,0.00046
rff-mss-xss,ff,ss,ss,-40,0.9,62302.8,1.30832e-10,2.21299e-12,1.33045e-10,19525.4,1.17387e+06,-14.7019,0.00046
rff-mss-xss,ff,ss,ss,-40,1.35,62303,1.32409e-10,2.21299e-12,1.34622e-10,19292.8,1.17363e+06,-14.6157,0.00046
rff-mss-xss,ff,ss,ss,-40,1.8,62303,1.3282e-10,2.21299e-12,1.35033e-10,19233,1.17357e+06,-14.5936,0.00046
rff-mss-xss,ff,ss,ss,-40,2.25,62303.1,1.32926e-10,2.21299e-12,1.35139e-10,19217.7,1.17355e+06,-14.5879,0.00046
rff-mss-xss,ff,ss,ss,-40,2.7,62303.1,1.32953e-10,2.21299e-12,1.35166e-10,19213.8,1.17355e+06,-14.5865,0.00046
rff-mss-xss,ff,ss,ss,27,0.3,61724,1.21112e-10,2.21567e-12,1.23328e-10,21290.1,1.18505e+06,-15.2716,0.00045
rff-mss-xss,ff,ss,ss,27,0.9,61724.9,1.30832e-10,2.21567e-12,1.33047e-10,19708.2,1.18345e+06,-14.7125,0.00045
rff-mss-xss,ff,ss,ss,27,1.35,61725,1.32409e-10,2.21567e-12,1.34624e-10,19473.4,1.18321e+06,-14.6255,0.00045
rff-mss-xss,ff,ss,ss,27,1.8,61725.1,1.3282e-10,2.21567e-12,1.35036e-10,19413.1,1.18315e+06,-14.6031,0.00045
rff-mss-xss,ff,ss,ss,27,2.25,61725.1,1.32926e-10,2.21567e-12,1.35142e-10,19397.6,1.18313e+06,-14.5974,0.00045
rff-mss-xss,ff,ss,ss,27,2.7,61725.1,1.32953e-10,2.21567e-12,1.35169e-10,19393.7,1.18313e+06,-14.5959,0.00045
rff-mss-xss,ff,ss,ss,125,0.3,61578.3,1.21112e-10,2.21759e-12,1.2333e-10,21340.5,1.18684e+06,-15.2781,0.00045
rff-mss-xss,ff,ss,ss,125,0.9,61579.3,1.30832e-10,2.21759e-12,1.33049e-10,19754.8,1.18523e+06,-14.7192,0.00045
rff-mss-xss,ff,ss,ss,125,1.35,61579.4,1.32409e-10,2.21759e-12,1.34626e-10,19519.4,1.18499e+06,-14.6321,0.00045
rff-mss-xss,ff,ss,ss,125,1.8,61579.4,1.3282e-10,2.21759e-12,1.35038e-10,19459,1.18493e+06,-14.6097,0.00045
rff-mss-xss,ff,ss,ss,125,2.25,61579.4,1.32926e-10,2.21759e-12,1.35143e-10,19443.5,1.18492e+06,-14.6039,0.00045
rff-mss-xss,ff,ss,ss,125,2.7,61579.4,1.32953e-10,2.21759e-12,1.35171e-10,19439.6,1.18491e+06,-14.6024,0.00045
rff-mss-xtyp,ff,ss,typical,-40,0.3,62303.1,1.21112e-10,2.01404e-12,1.23126e-10,21092.2,1.28945e+06,-14.5823,0.00050
rff-mss-xtyp,ff,ss,typical,-40,0.9,62304,1.30832e-10,2.01404e-12,1.32846e-10,19525,1.28786e+06,-14.0421,0.00050
rff-mss-xtyp,ff,ss,typical,-40,1.35,62304.2,1.32409e-10,2.01404e-12,1.34423e-10,19292.4,1.28763e+06,-13.9605,0.00050
rff-mss-xtyp,ff,ss,typical,-40,1.8,62304.2,1.3282e-10,2.01404e-12,1.34834e-10,19232.6,1.28757e+06,-13.9396,0.00050
rff-mss-xtyp,ff,ss,typical,-40,2.25,62304.3,1.32926e-10,2.01404e-12,1.3494e-10,19217.3,1.28755e+06,-13.9342,0.00050
rff-mss-xtyp,ff,ss,typical,-40,2.7,62304.2,1.32953e-10,2.01404e-12,1.34967e-10,19213.4,1.28755e+06,-13.9328,0.00050
rff-mss-xtyp,ff,ss,typical,27,0.3,61725.2,1.21112e-10,2.01648e-12,1.23129e-10,21289.7,1.29998e+06,-14.5892,0.00048
rff-mss-xtyp,ff,ss,typical,27,0.9,61725.9,1.30832e-10,2.01648e-12,1.32848e-10,19707.9,1.29838e+06,-14.0509,0.00048
rff-mss-xtyp,ff,ss,typical,27,1.35,61726.2,1.32409e-10,2.01648e-12,1.34425e-10,19473.1,1.29814e+06,-13.9685,0.00048
rff-mss-xtyp,ff,ss,typical,27,1.8,61726.2,1.3282e-10,2.01648e-12,1.34837e-10,19412.7,1.29808e+06,-13.9474,0.00048
rff-mss-xtyp,ff,ss,typical,27,2.25,61726.2,1.32926e-10,2.01648e-12,1.34942e-10,19397.3,1.29806e+06,-13.9420,0.00048
rff-mss-xtyp,ff,ss,typical,27,2.7,61726.2,1.32953e-10,2.01648e-12,1.34969e-10,19393.3,1.29806e+06,-13.9406,0.00048
rff-mss-xtyp,ff,ss,typical,125,0.3,61579.5,1.21112e-10,2.01823e-12,1.2313e-10,21340.1,1.30194e+06,-14.5951,0.00048
rff-mss-xtyp,ff,ss,typical,125,0.9,61580.3,1.30832e-10,2.01823e-12,1.3285e-10,19754.5,1.30034e+06,-14.0571,0.00048
rff-mss-xtyp,ff,ss,typical,125,1.35,61580.4,1.32409e-10,2.01823e-12,1.34427e-10,19519.1,1.3001e+06,-13.9745,0.00048
rff-mss-xtyp,ff,ss,typical,125,1.8,61580.5,1.3282e-10,2.01823e-12,1.34838e-10,19458.7,1.30004e+06,-13.9533,0.00048
rff-mss-xtyp,ff,ss,typical,125,2.25,61580.5,1.32926e-10,2.01823e-12,1.34944e-10,19443.2,1.30002e+06,-13.9479,0.00048
rff-mss-xtyp,ff,ss,typical,125,2.7,61580.6,1.32953e-10,2.01823e-12,1.34971e-10,19439.2,1.30001e+06,-13.9465,0.00048
rff-mtyp-xff,ff,typical,ff,-40,0.3,62302.9,1.10107e-10,1.8151e-12,1.11922e-10,23200.6,1.43058e+06,-14.5226,0.00054
rff-mtyp-xff,ff,typical,ff,-40,0.9,62304.1,1.18943e-10,1.8151e-12,1.20758e-10,21476.6,1.42883e+06,-13.9843,0.00054
rff-mtyp-xff,ff,typical,ff,-40,1.35,62304.3,1.20376e-10,1.8151e-12,1.22191e-10,21220.8,1.42857e+06,-13.9043,0.00054
rff-mtyp-xff,ff,typical,ff,-40,1.8,62304.2,1.2075e-10,1.8151e-12,1.22565e-10,21155.1,1.4285e+06,-13.8837,0.00054
rff-mtyp-xff,ff,typical,ff,-40,2.25,62304.3,1.20846e-10,1.8151e-12,1.22662e-10,21138.2,1.42848e+06,-13.8784,0.00054
rff-mtyp-xff,ff,typical,ff,-40,2.7,62304.3,1.20871e-10,1.8151e-12,1.22686e-10,21133.9,1.42848e+06,-13.8771,0.00054
rff-mtyp-xff,ff,typical,ff,27,0.3,61725,1.10107e-10,1.8173e-12,1.11924e-10,23417.8,1.44225e+06,-14.5312,0.00053
rff-mtyp-xff,ff,typical,ff,27,0.9,61726,1.18943e-10,1.8173e-12,1.2076e-10,21677.8,1.44049e+06,-13.9912,0.00053
rff-mtyp-xff,ff,typical,ff,27,1.35,61726.2,1.20376e-10,1.8173e-12,1.22194e-10,21419.5,1.44023e+06,-13.9104,0.00053
rff-mtyp-xff,ff,typical,ff,27,1.8,61726.3,1.2075e-10,1.8173e-12,1.22568e-10,21353.1,1.44016e+06,-13.8897,0.00053
rff-mtyp-xff,ff,typical,ff,27,2.25,61726.3,1.20846e-10,1.8173e-12,1.22664e-10,21336.1,1.44014e+06,-13.8844,0.00053
rff-mtyp-xff,ff,typical,ff,27,2.7,61726.3,1.20871e-10,1.8173e-12,1.22688e-10,21331.8,1.44014e+06,-13.8830,0.00053
rff-mtyp-xff,ff,typical,ff,125,0.3,61579.4,1.10107e-10,1.81888e-12,1.11926e-10,23473.1,1.44443e+06,-14.5367,0.00052
rff-mtyp-xff,ff,typical,ff,125,0.9,61580.4,1.18943e-10,1.81888e-12,1.20761e-10,21729,1.44266e+06,-13.9969,0.00052
rff-mtyp-xff,ff,typical,ff,125,1.35,61580.6,1.20376e-10,1.81888e-12,1.22195e-10,21470.1,1.4424e+06,-13.9160,0.00052
rff-mtyp-xff,ff,typical,ff,125,1.8,61580.6,1.2075e-10,1.81888e-12,1.22569e-10,21403.6,1.44233e+06,-13.8952,0.00052
rff-mtyp-xff,ff,typical,ff,125,2.25,61580.7,1.20846e-10,1.81888e-12,1.22665e-10,21386.6,1.44232e+06,-13.8899,0.00052
rff-mtyp-xff,ff,typical,ff,125,2.7,61580.7,1.20871e-10,1.81888e-12,1.2269e-10,21382.3,1.44231e+06,-13.8885,0.00052
rff-mtyp-xss,ff,typical,ss,-40,0.3,62300.7,1.10107e-10,2.21299e-12,1.1232e-10,23201.4,1.17758e+06,-15.9856,0.00046
rff-mtyp-xss,ff,typical,ss,-40,0.9,62301.7,1.18943e-10,2.21299e-12,1.21156e-10,21477.5,1.17584e+06,-15.3972,0.00046
rff-mtyp-xss,ff,typical,ss,-40,1.35,62301.9,1.20376e-10,2.21299e-12,1.22589e-10,21221.6,1.17558e+06,-15.3080,0.00046
rff-mtyp-xss,ff,typical,ss,-40,1.8,62301.9,1.2075e-10,2.21299e-12,1.22963e-10,21155.8,1.17551e+06,-15.2850,0.00046
rff-mtyp-xss,ff,typical,ss,-40,2.25,62301.9,1.20846e-10,2.21299e-12,1.23059e-10,21139,1.17549e+06,-15.2792,0.00046
rff-mtyp-xss,ff,typical,ss,-40,2.7,62302,1.20871e-10,2.21299e-12,1.23084e-10,21134.7,1.17549e+06,-15.2777,0.00046
rff-mtyp-xss,ff,typical,ss,27,0.3,61722.8,1.10107e-10,2.21567e-12,1.12322e-10,23418.6,1.1872e+06,-15.9934,0.00045
rff-mtyp-xss,ff,typical,ss,27,0.9,61723.7,1.18943e-10,2.21567e-12,1.21158e-10,21678.6,1.18544e+06,-15.4070,0.00045
rff-mtyp-xss,ff,typical,ss,27,1.35,61723.9,1.20376e-10,2.21567e-12,1.22592e-10,21420.3,1.18518e+06,-15.3170,0.00045
rff-mtyp-xss,ff,typical,ss,27,1.8,61723.9,1.2075e-10,2.21567e-12,1.22966e-10,21353.9,1.18511e+06,-15.2939,0.00045
rff-mtyp-xss,ff,typical,ss,27,2.25,61724,1.20846e-10,2.21567e-12,1.23062e-10,21336.9,1.18509e+06,-15.2879,0.00045
rff-mtyp-xss,ff,typical,ss,27,2.7,61724,1.20871e-10,2.21567e-12,1.23087e-10,21332.6,1.18509e+06,-15.2864,0.00045
rff-mtyp-xss,ff,typical,ss,125,0.3,61577.1,1.10107e-10,2.21759e-12,1.12324e-10,23474,1.18899e+06,-15.9999,0.00044
rff-mtyp-xss,ff,typical,ss,125,0.9,61578,1.18943e-10,2.21759e-12,1.2116e-10,21729.9,1.18723e+06,-15.4139,0.00044
rff-mtyp-xss,ff,typical,ss,125,1.35,61578.2,1.20376e-10,2.21759e-12,1.22594e-10,21471,1.18697e+06,-15.3236,0.00044
rff-mtyp-xss,ff,typical,ss,125,1.8,61578.3,1.2075e-10,2.21759e-12,1.22968e-10,21404.4,1.1869e+06,-15.3004,0.00045
rff-mtyp-xss,ff,typical,ss,125,2.25,61578.3,1.20847e-10,2.21759e-12,1.23064e-10,21387.4,1.18688e+06,-15.2945,0.00044
rff-mtyp-xss,ff,typical,ss,125,2.7,61578.3,1.20871e-10,2.21759e-12,1.23089e-10,21383.1,1.18688e+06,-15.2930,0.00045
rff-mtyp-xtyp,ff,typical,typical,-40,0.3,62301.7,1.10107e-10,2.01404e-12,1.12121e-10,23201,1.29159e+06,-15.2761,0.00050
rff-mtyp-xtyp,ff,typical,typical,-40,0.9,62302.9,1.18943e-10,2.01404e-12,1.20957e-10,21477.1,1.28984e+06,-14.7094,0.00050
rff-mtyp-xtyp,ff,typical,typical,-40,1.35,62303,1.20376e-10,2.01404e-12,1.2239e-10,21221.2,1.28958e+06,-14.6249,0.00050
rff-mtyp-xtyp,ff,typical,typical,-40,1.8,62303.1,1.2075e-10,2.01404e-12,1.22764e-10,21155.4,1.28951e+06,-14.6032,0.00050
rff-mtyp-xtyp,ff,typical,typical,-40,2.25,62303.1,1.20846e-10,2.01404e-12,1.22861e-10,21138.6,1.2895e+06,-14.5976,0.00050
rff-mtyp-xtyp,ff,typical,typical,-40,2.7,62303.1,1.20871e-10,2.01404e-12,1.22885e-10,21134.3,1.28949e+06,-14.5962,0.00050
rff-mtyp-xtyp,ff,typical,typical,27,0.3,61723.8,1.10107e-10,2.01648e-12,1.12123e-10,23418.2,1.30213e+06,-15.2822,0.00048
rff-mtyp-xtyp,ff,typical,typical,27,0.9,61724.8,1.18943e-10,2.01648e-12,1.20959e-10,21678.2,1.30037e+06,-14.7174,0.00048
rff-mtyp-xtyp,ff,typical,typical,27,1.35,61725,1.20376e-10,2.01648e-12,1.22393e-10,21419.9,1.30011e+06,-14.6322,0.00048
rff-mtyp-xtyp,ff,typical,typical,27,1.8,61725.1,1.2075e-10,2.01648e-12,1.22767e-10,21353.6,1.30004e+06,-14.6102,0.00048
rff-mtyp-xtyp,ff,typical,typical,27,2.25,61725.1,1.20846e-10,2.01648e-12,1.22863e-10,21336.6,1.30002e+06,-14.6046,0.00048
rff-mtyp-xtyp,ff,typical,typical,27,2.7,61725.1,1.20871e-10,2.01648e-12,1.22888e-10,21332.2,1.30002e+06,-14.6032,0.00048
rff-mtyp-xtyp,ff,typical,typical,125,0.3,61578.2,1.10107e-10,2.01823e-12,1.12125e-10,23473.6,1.3041e+06,-15.2881,0.00048
rff-mtyp-xtyp,ff,typical,typical,125,0.9,61579.1,1.18943e-10,2.01823e-12,1.20961e-10,21729.5,1.30233e+06,-14.7236,0.00048
rff-mtyp-xtyp,ff,typical,typical,125,1.35,61579.4,1.20376e-10,2.01823e-12,1.22395e-10,21470.6,1.30207e+06,-14.6382,0.00048
rff-mtyp-xtyp,ff,typical,typical,125,1.8,61579.4,1.2075e-10,2.01823e-12,1.22769e-10,21404.1,1.302e+06,-14.6162,0.00048
rff-mtyp-xtyp,ff,typical,typical,125,2.25,61579.4,1.20846e-10,2.01823e-12,1.22865e-10,21387,1.30199e+06,-14.6106,0.00048
rff-mtyp-xtyp,ff,typical,typical,125,2.7,61579.4,1.20871e-10,2.01823e-12,1.22889e-10,21382.7,1.30198e+06,-14.6092,0.00048
rss-mff-xff,ss,ff,ff,-40,0.3,93349.8,9.91015e-11,1.81378e-12,1.00915e-10,17203.9,957191,-15.2835,0.00126
rss-mff-xff,ss,ff,ff,-40,0.9,93352.1,1.07054e-10,1.81378e-12,1.08867e-10,15925.6,955890,-14.7214,0.00126
rss-mff-xff,ss,ff,ff,-40,1.35,93352.3,1.08344e-10,1.81378e-12,1.10158e-10,15735.9,955698,-14.6378,0.00126
rss-mff-xff,ss,ff,ff,-40,1.8,93352.3,1.08681e-10,1.81378e-12,1.10494e-10,15687.1,955650,-14.6164,0.00126
rss-mff-xff,ss,ff,ff,-40,2.25,93352.3,1.08767e-10,1.81378e-12,1.10581e-10,15674.6,955637,-14.6109,0.00126
rss-mff-xff,ss,ff,ff,-40,2.7,93352.4,1.08789e-10,1.81378e-12,1.10603e-10,15671.4,955633,-14.6095,0.00126
rss-mff-xff,ss,ff,ff,27,0.3,92494.8,9.91015e-11,1.81599e-12,1.00917e-10,17362.9,964884,-15.2954,0.00124
rss-mff-xff,ss,ff,ff,27,0.9,92496.9,1.07054e-10,1.81599e-12,1.0887e-10,16072.8,963573,-14.7280,0.00124
rss-mff-xff,ss,ff,ff,27,1.35,92497.2,1.08344e-10,1.81599e-12,1.1016e-10,15881.3,963378,-14.6437,0.00124
rss-mff-xff,ss,ff,ff,27,1.8,92497.2,1.08681e-10,1.81599e-12,1.10497e-10,15832.1,963329,-14.6220,0.00124
rss-mff-xff,ss,ff,ff,27,2.25,92497.3,1.08767e-10,1.81599e-12,1.10583e-10,15819.5,963315,-14.6165,0.00124
rss-mff-xff,ss,ff,ff,27,2.7,92497.2,1.08789e-10,1.81599e-12,1.10605e-10,15816.3,963313,-14.6151,0.00124
rss-mff-xff,ss,ff,ff,125,0.3,92292.8,9.91015e-11,1.81757e-12,1.00919e-10,17400.9,966171,-15.3019,0.00123
rss-mff-xff,ss,ff,ff,125,0.9,92295,1.07054e-10,1.81757e-12,1.08871e-10,16108,964856,-14.7340,0.00123
rss-mff-xff,ss,ff,ff,125,1.35,92295.3,1.08344e-10,1.81757e-12,1.10162e-10,15916.1,964661,-14.6494,0.00123
