# gf180-pll :: supply-sensitivity :: supply step/ramp transient
# corner: ss / -40 C, band 5, N=8, f_ref=12.5e6 Hz
# profile: 3.30 V -> step(100n) -> 3.63 V @ 5.6u;
#          ramp 41.1u..47.5u -> 2.97 V; hold to 8.43e-05
# decimation: nearest sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,vdd_v,fb_v
9.01694745e-07,2.19851,4.95035e-09,3.3,-3.039e-06
9.21699516e-07,2.19796,1.95377e-07,3.3,3.3
9.41708566e-07,2.19989,4.22369e-08,3.3,3.3
9.61800076e-07,2.20223,4.94364e-09,3.3,4.65533e-09
9.81837437e-07,2.20428,4.95312e-09,3.3,3.41446e-06
1.00184285e-06,2.2045,2.79842e-09,3.3,3.30001
1.02192135e-06,2.20588,4.8473e-09,3.3,3.3
1.04199392e-06,2.20749,4.97133e-09,3.3,1.37533e-09
1.06203731e-06,2.20892,4.92952e-09,3.3,5.52172e-08
1.08207058e-06,2.20953,2.28086e-09,3.3,3.30001
1.10209897e-06,2.21044,3.2844e-09,3.3,3.3
1.12211715e-06,2.21152,4.0268e-09,3.3,2.88769e-07
1.14220211e-06,2.21247,4.07352e-09,3.3,6.5296e-07
1.16223342e-06,2.2138,4.62798e-09,3.3,3.30001
1.18226841e-06,2.21472,4.4862e-09,3.3,3.3
1.20234345e-06,2.21529,4.62699e-09,3.3,-4.97611e-05
1.22236038e-06,2.2158,4.69162e-09,3.3,1.50347e-06
1.24238604e-06,2.21737,3.34531e-09,3.3,3.30002
1.26247996e-06,2.21798,4.94497e-09,3.3,3.3
1.2824998e-06,2.21817,4.76913e-09,3.3,-5.77118e-05
1.30259121e-06,2.21834,4.77937e-09,3.3,6.2686e-06
1.32262281e-06,2.2201,5.09303e-09,3.3,3.30001
1.34264112e-06,2.22068,4.64507e-09,3.3,3.3
1.36265579e-06,2.22056,4.79561e-09,3.3,6.78262e-05
1.38271588e-06,2.22046,4.79884e-09,3.3,3.59387e-06
1.40271856e-06,2.22231,8.14297e-09,3.3,3.30001
1.42273318e-06,2.22284,5.01697e-09,3.3,3.3
1.44274039e-06,2.22248,4.80603e-09,3.3,-9.63982e-05
1.46276356e-06,2.22215,4.8083e-09,3.3,-2.84629e-06
1.48281273e-06,2.22404,-8.40521e-08,3.3,3.30001
1.50286558e-06,2.22451,-3.63638e-08,3.3,3.30001
1.52294369e-06,2.22395,4.8021e-09,3.3,6.70843e-05
1.54297747e-06,2.22346,4.80449e-09,3.3,-4.66485e-06
1.56301822e-06,2.2254,2.51426e-08,3.3,3.30001
1.58304951e-06,2.22565,2.77082e-08,3.3,3.3
1.60312504e-06,2.22497,4.78135e-09,3.3,-5.05521e-05
1.62315343e-06,2.22437,4.78769e-09,3.3,1.84666e-06
1.64315725e-06,2.22636,-4.24215e-08,3.3,3.30001
1.66317866e-06,2.22661,5.83975e-09,3.3,3.3
1.68327006e-06,2.22582,4.48247e-09,3.3,5.43459e-05
1.70327693e-06,2.22513,4.60793e-09,3.3,1.96454e-06
1.7233103e-06,2.22712,5.39469e-08,3.3,3.30001
1.74331604e-06,2.22719,-5.38971e-08,3.3,3.3
1.76339025e-06,2.22634,4.7619e-09,3.3,-3.82729e-05
1.78347183e-06,2.22559,4.42312e-09,3.3,5.29195e-06
1.8034897e-06,2.22763,-4.77197e-08,3.3,3.30001
1.82353704e-06,2.22753,-8.59338e-09,3.3,3.3
1.84360383e-06,2.22665,4.96189e-09,3.3,-3.4488e-05
1.8636771e-06,2.22587,4.96621e-09,3.3,4.57385e-06
1.88372847e-06,2.22739,-5.35821e-08,3.3,3.30001
1.90381038e-06,2.2278,6.41041e-08,3.3,3.3
1.92387339e-06,2.22689,4.96025e-09,3.3,1.43111e-05
1.94387418e-06,2.2261,4.9705e-09,3.3,4.76205e-06
1.96389067e-06,2.22701,-2.7203e-08,3.3,3.30001
1.9839824e-06,2.22797,5.14979e-08,3.3,3.3
2.00404848e-06,2.22705,4.95937e-09,3.3,1.0842e-05
2.02414753e-06,2.22624,4.96912e-09,3.3,-3.35464e-06
2.04419386e-06,2.22886,2.9085e-08,3.3,3.30001
2.06427138e-06,2.22806,-4.04595e-09,3.3,3.3
2.08433545e-06,2.22714,4.9605e-09,3.3,-6.55944e-06
2.10433839e-06,2.22633,4.96989e-09,3.3,3.70733e-06
2.12434497e-06,2.2285,-1.37545e-08,3.3,3.3
2.14435418e-06,2.22809,2.68573e-08,3.3,3.3
2.16441358e-06,2.22717,4.96326e-09,3.3,7.62676e-06
2.18451181e-06,2.22636,4.9719e-09,3.3,4.36035e-06
2.20453411e-06,2.22837,1.86719e-09,3.3,3.3
2.22454923e-06,2.22804,2.23984e-09,3.3,3.3
2.24459524e-06,2.22714,4.96634e-09,3.3,1.04637e-06
2.26469429e-06,2.22634,4.97324e-09,3.3,2.5006e-06
2.28474835e-06,2.22833,-7.95586e-08,3.3,3.3
2.30480069e-06,2.22795,-7.76876e-08,3.3,3.29999
2.3248626e-06,2.22706,4.96996e-09,3.3,5.31477e-07
2.3448828e-06,2.22628,4.97254e-09,3.3,1.70491e-06
2.36494269e-06,2.22834,-6.01648e-09,3.3,3.30001
2.38498462e-06,2.22792,-5.73161e-09,3.3,3.3
2.40503372e-06,2.22704,4.9722e-09,3.3,1.90283e-06
2.42505571e-06,2.22627,4.96936e-09,3.3,3.30711e-06
2.44509641e-06,2.22836,5.4935e-08,3.3,3.30001
2.46517622e-06,2.2279,5.38941e-08,3.3,3.3
2.48523072e-06,2.22703,4.97339e-09,3.3,-2.20804e-06
2.50532234e-06,2.22626,4.95658e-09,3.3,4.19471e-07
2.525329e-06,2.22837,-4.70188e-09,3.3,3.30001
2.54542536e-06,2.22784,-4.48141e-09,3.3,3.30001
2.56547542e-06,2.22698,4.96898e-09,3.3,-3.77529e-06
2.58551744e-06,2.22623,4.90887e-09,3.3,6.90934e-06
2.60556674e-06,2.22834,-6.02497e-08,3.3,3.3
2.62564513e-06,2.22776,6.8957e-08,3.3,3.30001
2.645703e-06,2.22692,4.93074e-09,3.3,-2.50997e-06
2.66577322e-06,2.22618,4.63167e-09,3.3,-3.68494e-06
2.6858106e-06,2.22836,5.24092e-08,3.3,3.30001
2.70590206e-06,2.22773,-4.18563e-08,3.3,3.30059
2.72594263e-06,2.2269,4.73705e-09,3.3,0.00400941
2.7460056e-06,2.22617,4.5682e-09,3.3,0.0009284
2.76604789e-06,2.22839,-5.98926e-08,3.3,3.29083
2.78607985e-06,2.22772,6.6327e-08,3.3,3.30167
2.80610599e-06,2.2269,4.2834e-09,3.3,0.00584234
2.82611294e-06,2.22618,4.181e-09,3.3,-0.00179836
2.84613089e-06,2.22837,-4.78767e-08,3.3,3.3024
2.86615269e-06,2.22769,5.09695e-08,3.3,3.30032
2.88616668e-06,2.22688,4.17244e-09,3.3,0.00233984
2.90616736e-06,2.22617,3.99972e-09,3.3,0.00171837
2.92616991e-06,2.22837,-1.5204e-08,3.3,3.29977
2.94618437e-06,2.22769,-1.02046e-08,3.3,3.29989
2.96621847e-06,2.22688,4.071e-09,3.3,-3.80407e-05
2.98623332e-06,2.22617,4.32434e-09,3.3,0.000635383
3.00624761e-06,2.22832,-7.1262e-09,3.3,3.30049
3.02629105e-06,2.22763,-6.4259e-09,3.3,3.29999
3.04633465e-06,2.22684,4.576e-09,3.3,-0.000124855
3.06638089e-06,2.22614,4.66183e-09,3.3,3.77427e-05
3.08646757e-06,2.22823,4.06732e-09,3.3,3.30001
3.10655601e-06,2.22751,5.30558e-09,3.3,3.29999
3.12657661e-06,2.22674,4.762e-09,3.3,7.58393e-05
3.14658323e-06,2.22606,4.77438e-09,3.3,1.16701e-05
3.16658974e-06,2.22825,4.93245e-09,3.3,3.29998
3.18663571e-06,2.22753,4.92422e-09,3.3,3.29999
3.20666058e-06,2.22676,4.79369e-09,3.3,-1.39926e-05
3.22675979e-06,2.22608,4.79698e-09,3.3,7.29923e-06
3.24680789e-06,2.22815,5.3767e-09,3.3,3.30001
3.2668352e-06,2.22741,4.29148e-09,3.3,3.30001
3.28687493e-06,2.22667,4.80483e-09,3.3,-2.81727e-05
3.30693854e-06,2.226,4.80741e-09,3.3,1.42321e-05
3.32694035e-06,2.22825,5.98292e-09,3.3,3.29999
3.34698757e-06,2.2275,3.79051e-09,3.3,3.3
3.36705446e-06,2.22675,4.81406e-09,3.3,-1.66851e-05
3.38714162e-06,2.22608,4.81626e-09,3.3,2.50179e-06
3.40714676e-06,2.22831,5.32188e-09,3.3,3.29999
3.42724185e-06,2.22754,4.38026e-09,3.3,3.3
3.44731956e-06,2.22678,4.82439e-09,3.3,2.83144e-06
3.46739973e-06,2.22612,4.82798e-09,3.3,3.3285e-06
3.48743731e-06,2.22833,4.7437e-09,3.3,3.30001
3.5074501e-06,2.22753,4.7555e-09,3.3,3.3
3.52754965e-06,2.22679,4.83838e-09,3.3,6.18922e-07
3.5475717e-06,2.22613,4.84306e-09,3.3,-3.21515e-06
3.56762213e-06,2.22836,4.89039e-09,3.3,3.3
3.58764167e-06,2.22754,4.81162e-09,3.3,3.3
3.60768312e-06,2.2268,4.78544e-09,3.3,-1.34422e-06
3.62768473e-06,2.22615,3.83267e-09,3.3,-3.16622e-06
3.64771113e-06,2.22831,-7.61758e-09,3.3,3.3
3.66780912e-06,2.2275,-1.03177e-07,3.3,3.29999
3.68789792e-06,2.22677,-5.14234e-07,3.3,2.07764e-06
3.70792673e-06,2.22612,-1.52861e-06,3.3,-2.36977e-06
3.72799746e-06,2.22834,-3.51389e-06,3.3,3.3
3.74806506e-06,2.22752,-8.7639e-06,3.3,3.30001
3.76815261e-06,2.22679,3.3,3.3,4.07984e-06
3.78818512e-06,2.22615,3.3,3.3,-3.95107e-06
3.80827524e-06,2.22822,3.3,3.3,3.3
3.82828198e-06,2.22741,3.3,3.3,3.29999
3.84828763e-06,2.2267,3.3,3.3,2.18742e-06
3.86829699e-06,2.22608,3.3,3.3,-2.01148e-06
3.88834027e-06,2.22814,3.3,3.3,3.3
3.90838457e-06,2.22734,3.3,3.3,3.3
3.92847373e-06,2.22664,3.3,3.3,-5.30859e-06
3.94855211e-06,2.22603,3.3,3.3,-6.76178e-07
3.96860019e-06,2.22809,3.3,3.3,3.30001
3.98863183e-06,2.22729,3.3,3.3,3.3
4.0086681e-06,2.22661,3.3,3.3,-2.92549e-06
4.02868988e-06,2.226,3.3,3.3,-1.55775e-06
4.04874306e-06,2.22803,3.3,3.3,3.30001
4.06874984e-06,2.22724,3.3,3.3,3.30001
4.08876202e-06,2.22657,3.3,3.3,3.18767e-06
4.10882826e-06,2.22598,3.3,3.3,4.28491e-06
4.12888457e-06,2.22815,3.3,3.3,3.3
4.14894314e-06,2.22735,3.3,3.3,3.3
4.1690418e-06,2.22667,3.3,3.3,2.43247e-06
4.18905243e-06,2.22608,3.3,3.3,-6.68861e-06
4.20912909e-06,2.22823,3.3,3.3,3.3
4.2292146e-06,2.22742,3.3,3.3,3.3
4.24926403e-06,2.22674,3.3,3.3,2.74515e-06
4.26935971e-06,2.22614,3.3,3.3,-1.68057e-06
4.28945892e-06,2.22818,3.3,3.3,3.3
4.30951699e-06,2.22738,3.3,3.3,3.3
4.32957503e-06,2.22671,3.3,3.3,-1.87717e-06
4.34962969e-06,2.22612,3.3,3.3,-3.12095e-06
4.36963867e-06,2.22819,3.3,3.3,3.3
4.38969566e-06,2.2274,3.3,3.3,3.3
4.40976483e-06,2.22673,3.3,3.3,-4.37551e-07
4.42982306e-06,2.22614,3.3,3.3,-3.94776e-06
4.44988152e-06,2.22824,3.3,3.3,3.3
4.46988416e-06,2.22745,3.3,3.3,3.3
4.48991614e-06,2.22678,3.3,3.3,-2.37446e-06
4.5099846e-06,2.22619,3.3,3.3,-1.70531e-06
4.5300766e-06,2.22818,3.3,3.3,3.3
4.55017101e-06,2.2274,3.3,3.3,3.3
4.57020637e-06,2.22674,3.3,3.3,3.71151e-06
4.5902098e-06,2.22616,3.3,3.3,-6.50293e-06
4.61029732e-06,2.22816,3.3,3.3,3.3
4.63039137e-06,2.22739,3.3,3.3,3.3
4.65039668e-06,2.22674,3.3,3.3,-3.94381e-06
4.67046575e-06,2.22617,3.3,3.3,-2.18055e-06
4.69051667e-06,2.22805,3.3,3.3,3.3
4.71051896e-06,2.2273,3.3,3.3,3.3
4.73058151e-06,2.22667,3.3,3.3,-6.37413e-06
4.7506344e-06,2.2261,3.3,3.3,-7.69298e-06
4.77065547e-06,2.22809,3.3,3.3,3.3
4.79067551e-06,2.22734,3.3,3.3,3.3
4.81068545e-06,2.22671,3.3,3.3,2.18183e-06
4.83071708e-06,2.22615,3.3,3.3,-1.72012e-06
4.85077565e-06,2.22813,3.3,3.3,3.30003
4.87085822e-06,2.22738,3.3,3.3,3.2974
4.89091988e-06,2.22675,3.3,3.3,-0.00232401
4.91094057e-06,2.22619,3.3,3.3,0.00695849
4.93095798e-06,2.22807,3.3,3.3,3.31217
4.95097549e-06,2.22734,3.3,3.3,3.31245
4.97099714e-06,2.22672,3.3,3.3,-0.0041634
4.99100604e-06,2.22617,3.3,3.3,-0.00768381
5.01103203e-06,2.22806,3.3,3.3,3.30097
5.03106234e-06,2.22733,3.3,3.3,3.29761
5.05109435e-06,2.22671,3.3,3.3,0.000204273
5.07113612e-06,2.22617,3.3,3.3,-0.000293281
5.09115747e-06,2.22804,3.3,3.3,3.29963
5.11117067e-06,2.22732,3.3,3.3,3.30158
5.13118179e-06,2.22671,3.3,3.3,8.78445e-05
5.15121938e-06,2.22617,3.3,3.3,-7.46694e-05
5.17128861e-06,2.22795,3.3,3.3,3.30002
5.19129489e-06,2.22725,3.3,3.3,3.29999
5.21130806e-06,2.22665,3.3,3.3,1.702e-05
5.23131072e-06,2.22612,3.3,3.3,2.82947e-05
5.25131124e-06,2.22795,3.3,3.3,3.30004
5.27135231e-06,2.22725,3.3,3.3,3.29997
5.29135897e-06,2.22666,3.3,3.3,-1.04332e-05
5.31136289e-06,2.22613,3.3,3.3,1.56682e-05
5.33141071e-06,2.22785,3.3,3.3,3.3
5.35145419e-06,2.22717,3.3,3.3,3.29996
5.37148566e-06,2.22659,3.3,3.3,6.55826e-06
5.39149309e-06,2.22608,3.3,3.3,-8.09822e-06
5.41151496e-06,2.22782,3.3,3.3,3.30001
5.43151709e-06,2.22716,3.3,3.3,3.30001
5.45154154e-06,2.22658,3.3,3.3,1.31378e-06
5.47158684e-06,2.22607,3.3,3.3,-5.21662e-07
5.49160236e-06,2.22787,3.3,3.3,3.3
5.51164441e-06,2.2272,3.3,3.3,3.3
5.53166012e-06,2.22663,3.3,3.3,-2.68017e-06
5.5517074e-06,2.22612,3.3,3.3,4.40523e-06
5.57174701e-06,2.22794,3.3,3.3,3.3
5.59180136e-06,2.22727,3.3,3.3,3.3
5.61181988e-06,2.22751,3.33899,3.33901,5.83713e-05
5.63184532e-06,2.22753,3.40507,3.40509,4.8152e-05
5.65186418e-06,2.2299,3.47114,3.47115,3.47112
5.67192148e-06,2.22958,3.53733,3.53734,3.53731
5.69201047e-06,2.22931,3.60362,3.60363,5.08111e-05
5.71209779e-06,2.22857,3.63,3.63,3.66642e-06
5.73210246e-06,2.24797,-7.3681e-06,3.63,3.63001
5.75215308e-06,2.24536,7.23577e-06,3.63,3.63
5.77217149e-06,2.24269,5.49626e-09,3.63,3.63
5.79225081e-06,2.24033,5.51403e-09,3.63,4.49386e-06
5.81229326e-06,2.26424,4.13302e-08,3.63,-1.09224e-06
5.83239317e-06,2.28378,-7.70938e-08,3.63,3.63
5.85245037e-06,2.27664,5.49164e-09,3.63,3.63
5.87253083e-06,2.27036,5.50669e-09,3.63,3.19628e-06
5.89254802e-06,2.29141,3.61805e-08,3.63,1.0367e-06
5.91255755e-06,2.32894,3.50619e-08,3.63,4.31331e-07
5.93263344e-06,2.32277,5.48512e-09,3.63,3.63
5.95270462e-06,2.31118,5.49899e-09,3.63,3.63
5.97280303e-06,2.32811,-2.95396e-08,3.63,-1.75802e-08
5.99288594e-06,2.36168,-2.8471e-08,3.63,6.17108e-07
6.01292162e-06,2.37439,-8.41691e-09,3.63,3.63
6.03298916e-06,2.35683,1.91351e-08,3.63,3.62999
6.05299969e-06,2.36909,4.24405e-08,3.63,-2.21912e-06
6.07300743e-06,2.39801,4.11021e-08,3.63,-1.336e-06
6.09302378e-06,2.42372,5.27184e-09,3.63,-3.25856e-06
6.11308725e-06,2.40358,6.39005e-08,3.63,3.63
6.13308918e-06,2.4108,-3.28555e-08,3.63,3.62999
6.15314123e-06,2.43521,-3.15087e-08,3.63,-0.0171373
6.17317961e-06,2.45688,5.27195e-09,3.63,-8.66035e-07
6.19323374e-06,2.44846,1.09679e-08,3.63,3.63
6.21324366e-06,2.45107,-1.30303e-08,3.63,3.63
6.23324593e-06,2.47105,2.28974e-08,3.63,2.72094e-06
6.25332042e-06,2.48888,5.27196e-09,3.63,3.33355e-06
6.2734047e-06,2.48979,7.70117e-09,3.63,3.63
6.2934669e-06,2.48823,5.37004e-08,3.63,3.63001
6.31346762e-06,2.50421,5.17992e-08,3.63,0.00814556
6.33354081e-06,2.51849,5.27204e-09,3.63,-1.29537e-07
6.35356724e-06,2.52568,-4.8151e-08,3.63,3.63001
6.37363352e-06,2.52141,-4.69747e-08,3.63,3.63
6.39372387e-06,2.53393,5.54344e-08,3.63,5.24181e-05
6.41372462e-06,2.54503,5.27172e-09,3.63,-1.89351e-06
6.43373617e-06,2.55494,5.2721e-09,3.63,-0.0137626
6.45377727e-06,2.55007,2.92416e-08,3.63,3.63
6.47379178e-06,2.55956,2.83643e-08,3.63,3.63
6.49386122e-06,2.56805,5.27201e-09,3.63,5.7552e-07
6.51388097e-06,2.57564,5.27191e-09,3.63,1.56688e-06
6.53389225e-06,2.57408,-3.28015e-08,3.63,3.63
6.55392284e-06,2.58114,4.19093e-08,3.63,3.63
6.57394355e-06,2.58748,5.27197e-09,3.63,-2.44317e-07
6.59399675e-06,2.59319,5.27203e-09,3.63,-3.90093e-06
6.61401853e-06,2.56526,5.6368e-09,3.63,3.63
6.63406187e-06,2.52783,5.35237e-09,3.63,3.63022
6.65408429e-06,2.49461,5.51208e-09,3.63,-2.55188e-06
6.6741324e-06,2.46523,5.52521e-09,3.63,-4.56354e-06
6.69423211e-06,2.44242,5.51073e-08,3.63,3.63
6.71423639e-06,2.41927,-4.32684e-08,3.63,3.63001
6.73425724e-06,2.39885,5.52658e-09,3.63,-6.8306e-07
6.75435711e-06,2.38078,5.5248e-09,3.63,-1.69945e-06
6.77435951e-06,2.384,2.23496e-08,3.63,3.62999
6.79442352e-06,2.36765,-1.10676e-08,3.63,3.63001
6.81445748e-06,2.35337,5.50512e-09,3.63,5.95761e-05
6.8345046e-06,2.34078,5.51927e-09,3.63,3.33187e-06
6.85456713e-06,2.36077,-5.08071e-09,3.63,2.05326e-06
6.87458096e-06,2.35581,-3.81165e-08,3.63,3.62996
6.89463734e-06,2.34301,5.4993e-09,3.63,3.63
6.91467964e-06,2.33173,5.51288e-09,3.63,1.337e-06
6.93469794e-06,2.35315,4.62348e-08,3.63,-1.3591e-06
6.95473249e-06,2.37059,3.09512e-08,3.63,3.63
6.9747449e-06,2.3561,5.49294e-09,3.63,3.63255
6.99476734e-06,2.34341,5.50647e-09,3.63,-3.74026e-06
7.01482391e-06,2.36385,-3.16191e-08,3.63,-2.73475e-06
7.03485574e-06,2.39597,-3.018e-08,3.63,-5.13703e-06
7.05486669e-06,2.3838,5.48741e-09,3.63,3.63
7.07488416e-06,2.36801,5.50024e-09,3.63,3.62997
7.0949094e-06,2.38597,-3.2579e-08,3.63,1.10263e-06
7.11491447e-06,2.41566,4.1651e-08,3.63,3.43017e-06
7.13499755e-06,2.41951,-7.51499e-09,3.63,3.63
7.15500527e-06,2.39971,1.82641e-08,3.63,3.63001
7.17504359e-06,2.41442,4.39809e-08,3.63,-2.975e-07
7.19507769e-06,2.44106,4.25601e-08,3.63,0.00355904
7.21510925e-06,2.45818,1.02309e-08,3.63,3.63001
7.23514412e-06,2.43439,1.01533e-08,3.63,3.63
7.2551566e-06,2.44556,3.70163e-08,3.63,0.000374327
7.27516948e-06,2.46882,-2.54393e-08,3.63,-5.55495e-06
7.29525546e-06,2.48955,5.27213e-09,3.63,9.08917e-07
7.31527556e-06,2.46915,-1.30017e-08,3.63,3.63
7.33533146e-06,2.47687,3.73074e-08,3.63,3.63
7.35542686e-06,2.49684,-2.56459e-08,3.63,-3.65322e-06
7.37546972e-06,2.51454,5.27202e-09,3.63,-6.19475e-07
7.3954781e-06,2.50194,6.42052e-08,3.63,3.63
7.41555489e-06,2.50662,-2.02867e-08,3.63,3.63002
7.43557795e-06,2.52336,2.99607e-08,3.63,-6.34359e-07
7.45562681e-06,2.53825,5.27204e-09,3.63,-0.00165252
7.47564945e-06,2.53188,-3.25942e-09,3.63,3.62999
7.49574396e-06,2.5338,4.67086e-08,3.63,3.63
7.51581033e-06,2.5477,-3.4499e-08,3.63,-2.48962e-06
7.53590216e-06,2.56007,5.27195e-09,3.63,-1.89209e-06
7.55595776e-06,2.55785,6.36703e-08,3.63,3.63
7.57598953e-06,2.55777,-1.66998e-08,3.63,3.63001
7.59605561e-06,2.56918,2.64771e-08,3.63,-5.39773e-05
7.61609556e-06,2.57933,5.27177e-09,3.63,0.0010236
7.63615208e-06,2.57994,-3.59499e-08,3.63,3.63
7.65621861e-06,2.57843,-4.42535e-09,3.63,3.63
7.67628021e-06,2.58776,-3.89745e-09,3.63,3.02395e-08
7.69635321e-06,2.5961,5.272e-09,3.63,2.34957e-06
7.71636758e-06,2.59807,-4.21679e-08,3.63,3.63001
7.73637894e-06,2.59576,2.88094e-08,3.63,3.63
7.75638483e-06,2.60341,2.79036e-08,3.63,1.53833e-05
7.77639301e-06,2.61027,5.27208e-09,3.63,7.70258e-07
7.79643066e-06,2.61311,-4.10286e-09,3.63,3.63
7.81650999e-06,2.61007,-2.37168e-08,3.63,3.63
7.83660145e-06,2.61646,-2.26029e-08,3.63,3.25423e-05
7.85668099e-06,2.6222,5.27203e-09,3.63,2.51296e-06
7.87671908e-06,2.62533,1.13475e-07,3.63,3.63001
7.89672339e-06,2.62175,3.3037e-10,3.63,3.63
7.91675528e-06,2.62714,1.01067e-08,3.63,-0.000102588
7.93676038e-06,2.63201,5.27185e-09,3.63,1.95933e-06
7.95679627e-06,2.63513,2.90405e-07,3.63,3.63002
7.97683668e-06,2.63102,-1.72625e-08,3.63,3.63
7.99687771e-06,2.63572,-1.64516e-08,3.63,-0.000118735
8.01694553e-06,2.63998,5.27215e-09,3.63,3.19365e-07
8.03695153e-06,2.64275,1.35284e-06,3.63,3.63003
8.05697762e-06,2.63837,3.15772e-08,3.63,3.63
8.07705211e-06,2.6426,3.05994e-08,3.63,-1.25713e-05
8.09708583e-06,2.64644,5.27202e-09,3.63,3.08155e-06
8.11712621e-06,2.64843,-3.22751e-07,3.63,3.63002
8.13716202e-06,2.64417,3.1656e-08,3.63,3.63
8.1572038e-06,2.64809,-2.01228e-08,3.63,6.67901e-05
8.17726487e-06,2.65167,5.2721e-09,3.63,5.1299e-08
8.1972862e-06,2.65282,-8.80996e-08,3.63,3.63002
8.21730674e-06,2.64862,-1.78832e-08,3.63,3.63
8.23737699e-06,2.65239,-1.70401e-08,3.63,5.19833e-05
8.25740025e-06,2.65584,5.27203e-09,3.63,4.17391e-07
8.27741481e-06,2.65622,9.30564e-10,3.63,3.63001
8.2974604e-06,2.65204,-1.77541e-08,3.63,3.63
8.31755817e-06,2.65579,-1.69443e-08,3.63,-1.54034e-05
8.33765741e-06,2.65921,5.27203e-09,3.63,2.48026e-06
8.35768444e-06,2.6583,1.66305e-08,3.63,3.63001
8.37774949e-06,2.65467,-2.0513e-09,3.63,3.63
8.39782233e-06,2.65847,-1.84815e-09,3.63,1.7405e-06
8.41790132e-06,2.66193,5.27212e-09,3.63,-3.51673e-06
8.43794021e-06,2.65927,5.67631e-09,3.63,3.63
8.45797085e-06,2.65658,3.50466e-08,3.63,3.63
8.47804014e-06,2.66051,-2.32991e-08,3.63,-9.10642e-06
8.49811384e-06,2.66409,5.27207e-09,3.63,3.55323e-06
8.51820515e-06,2.66,6.07727e-08,3.63,3.63
8.53827823e-06,2.65801,3.5089e-08,3.63,3.63
8.55837453e-06,2.66212,-2.33714e-08,3.63,2.69944e-06
8.57839459e-06,2.66586,5.27195e-09,3.63,0.00506207
8.59846383e-06,2.66007,-4.41046e-08,3.63,3.6326
8.61847317e-06,2.65887,-2.4661e-08,3.63,3.63015
