index,time_s,delta_s
162,1.733938720703e-09,1.220703e-14
163,1.733941772461e-09,3.051758e-15
164,1.733947875977e-09,6.103516e-15
165,1.733960083008e-09,1.220703e-14
166,1.733963134766e-09,3.051758e-15
167,1.733969238281e-09,6.103516e-15
168,1.733981445313e-09,1.220703e-14
169,1.733984497070e-09,3.051758e-15
170,1.733990600586e-09,6.103516e-15
171,1.734002807617e-09,1.220703e-14
172,1.734005859375e-09,3.051758e-15
173,1.734011962891e-09,6.103516e-15
174,1.734024169922e-09,1.220703e-14
175,1.734027221680e-09,3.051758e-15
176,1.734033325195e-09,6.103516e-15
177,1.734045532227e-09,1.220703e-14
178,1.734048583984e-09,3.051758e-15
179,1.734054687500e-09,6.103516e-15
180,1.734066894531e-09,1.220703e-14
181,1.734069946289e-09,3.051758e-15
182,1.734076049805e-09,6.103516e-15
183,1.734088256836e-09,1.220703e-14
184,1.734091308594e-09,3.051758e-15
185,1.734097412109e-09,6.103516e-15
186,1.734109619141e-09,1.220703e-14
187,1.734112670898e-09,3.051758e-15
188,1.734118774414e-09,6.103516e-15
189,1.734130981445e-09,1.220703e-14
190,1.734134033203e-09,3.051758e-15
191,1.734140136719e-09,6.103516e-15
192,1.734152343750e-09,1.220703e-14
193,1.734155395508e-09,3.051758e-15
194,1.734161499023e-09,6.103516e-15
195,1.734173706055e-09,1.220703e-14
196,1.734176757813e-09,3.051758e-15
197,1.734182861328e-09,6.103516e-15
198,1.734195068359e-09,1.220703e-14
199,1.734198120117e-09,3.051758e-15
200,1.734204223633e-09,6.103516e-15
201,1.734216430664e-09,1.220703e-14
202,1.734219482422e-09,3.051758e-15
203,1.734225585938e-09,6.103516e-15
204,1.734237792969e-09,1.220703e-14
205,1.734240844727e-09,3.051758e-15
206,1.734246948242e-09,6.103516e-15
207,1.734259155273e-09,1.220703e-14
208,1.734262207031e-09,3.051758e-15
209,1.734268310547e-09,6.103516e-15
210,1.734280517578e-09,1.220703e-14
211,1.734283569336e-09,3.051758e-15
212,1.734289672852e-09,6.103516e-15
213,1.734301879883e-09,1.220703e-14
214,1.734304931641e-09,3.051758e-15
215,1.734311035156e-09,6.103516e-15
216,1.734323242188e-09,1.220703e-14
217,1.734326293945e-09,3.051758e-15
218,1.734332397461e-09,6.103516e-15
219,1.734344604492e-09,1.220703e-14
220,1.734347656250e-09,3.051758e-15
221,1.734353759766e-09,6.103516e-15
222,1.734365966797e-09,1.220703e-14
223,1.734369018555e-09,3.051758e-15
224,1.734375122070e-09,6.103516e-15
225,1.734387329102e-09,1.220703e-14
226,1.734390380859e-09,3.051758e-15
227,1.734396484375e-09,6.103516e-15
228,1.734408691406e-09,1.220703e-14
229,1.734411743164e-09,3.051758e-15
230,1.734417846680e-09,6.103516e-15
231,1.734430053711e-09,1.220703e-14
232,1.734433105469e-09,3.051758e-15
233,1.734439208984e-09,6.103516e-15
234,1.734451416016e-09,1.220703e-14
235,1.734454467773e-09,3.051758e-15
236,1.734460571289e-09,6.103516e-15
237,1.734472778320e-09,1.220703e-14
238,1.734475830078e-09,3.051758e-15
239,1.734481933594e-09,6.103516e-15
240,1.734494140625e-09,1.220703e-14
241,1.734497192383e-09,3.051758e-15
242,1.734503295898e-09,6.103516e-15
243,1.734515502930e-09,1.220703e-14
244,1.734518554688e-09,3.051758e-15
245,1.734524658203e-09,6.103516e-15
246,1.734536865234e-09,1.220703e-14
247,1.734539916992e-09,3.051758e-15
248,1.734546020508e-09,6.103516e-15
249,1.734558227539e-09,1.220703e-14
250,1.734561279297e-09,3.051758e-15
251,1.734567382813e-09,6.103516e-15
252,1.734579589844e-09,1.220703e-14
253,1.734582641602e-09,3.051758e-15
254,1.734588745117e-09,6.103516e-15
255,1.734600952148e-09,1.220703e-14
256,1.734604003906e-09,3.051758e-15
257,1.734610107422e-09,6.103516e-15
258,1.734622314453e-09,1.220703e-14
259,1.734625366211e-09,3.051758e-15
260,1.734631469727e-09,6.103516e-15
261,1.734643676758e-09,1.220703e-14
262,1.734646728516e-09,3.051758e-15
263,1.734652832031e-09,6.103516e-15
264,1.734665039063e-09,1.220703e-14
265,1.734668090820e-09,3.051758e-15
266,1.734674194336e-09,6.103516e-15
267,1.734686401367e-09,1.220703e-14
268,1.734689453125e-09,3.051758e-15
269,1.734695556641e-09,6.103516e-15
270,1.734707763672e-09,1.220703e-14
271,1.734710815430e-09,3.051758e-15
272,1.734716918945e-09,6.103516e-15
273,1.734729125977e-09,1.220703e-14
274,1.734732177734e-09,3.051758e-15
275,1.734738281250e-09,6.103516e-15
276,1.734750488281e-09,1.220703e-14
277,1.734753540039e-09,3.051758e-15
278,1.734759643555e-09,6.103516e-15
279,1.734771850586e-09,1.220703e-14
280,1.734774902344e-09,3.051758e-15
281,1.734781005859e-09,6.103516e-15
282,1.734793212891e-09,1.220703e-14
283,1.734796264648e-09,3.051758e-15
284,1.734802368164e-09,6.103516e-15
285,1.734814575195e-09,1.220703e-14
286,1.734817626953e-09,3.051758e-15
287,1.734823730469e-09,6.103516e-15
288,1.734835937500e-09,1.220703e-14
289,1.734838989258e-09,3.051758e-15
290,1.734845092773e-09,6.103516e-15
291,1.734857299805e-09,1.220703e-14
292,1.734860351563e-09,3.051758e-15
293,1.734866455078e-09,6.103516e-15
294,1.734878662109e-09,1.220703e-14
295,1.734881713867e-09,3.051758e-15
296,1.734887817383e-09,6.103516e-15
297,1.734900024414e-09,1.220703e-14
298,1.734903076172e-09,3.051758e-15
299,1.734909179688e-09,6.103516e-15
300,1.734921386719e-09,1.220703e-14
301,1.734924438477e-09,3.051758e-15
302,1.734930541992e-09,6.103516e-15
303,1.734942749023e-09,1.220703e-14
304,1.734945800781e-09,3.051758e-15
305,1.734951904297e-09,6.103516e-15
306,1.734964111328e-09,1.220703e-14
307,1.734967163086e-09,3.051758e-15
308,1.734973266602e-09,6.103516e-15
309,1.734985473633e-09,1.220703e-14
310,1.734988525391e-09,3.051758e-15
311,1.734994628906e-09,6.103516e-15
312,1.735006835938e-09,1.220703e-14
313,1.735009887695e-09,3.051758e-15
314,1.735015991211e-09,6.103516e-15
315,1.735028198242e-09,1.220703e-14
316,1.735031250000e-09,3.051758e-15
317,1.735037353516e-09,6.103516e-15
318,1.735049560547e-09,1.220703e-14
319,1.735052612305e-09,3.051758e-15
320,1.735058715820e-09,6.103516e-15
321,1.735070922852e-09,1.220703e-14
322,1.735073974609e-09,3.051758e-15
323,1.735080078125e-09,6.103516e-15
324,1.735092285156e-09,1.220703e-14
325,1.735095336914e-09,3.051758e-15
326,1.735101440430e-09,6.103516e-15
327,1.735113647461e-09,1.220703e-14
328,1.735116699219e-09,3.051758e-15
329,1.735122802734e-09,6.103516e-15
330,1.735135009766e-09,1.220703e-14
331,1.735138061523e-09,3.051758e-15
332,1.735144165039e-09,6.103516e-15
333,1.735156372070e-09,1.220703e-14
334,1.735159423828e-09,3.051758e-15
335,1.735165527344e-09,6.103516e-15
336,1.735177734375e-09,1.220703e-14
337,1.735180786133e-09,3.051758e-15
338,1.735186889648e-09,6.103516e-15
339,1.735199096680e-09,1.220703e-14
340,1.735202148438e-09,3.051758e-15
341,1.735208251953e-09,6.103516e-15
342,1.735220458984e-09,1.220703e-14
343,1.735223510742e-09,3.051758e-15
344,1.735229614258e-09,6.103516e-15
345,1.735241821289e-09,1.220703e-14
346,1.735244873047e-09,3.051758e-15
347,1.735250976563e-09,6.103516e-15
348,1.735263183594e-09,1.220703e-14
349,1.735266235352e-09,3.051758e-15
350,1.735272338867e-09,6.103516e-15
351,1.735284545898e-09,1.220703e-14
352,1.735287597656e-09,3.051758e-15
353,1.735293701172e-09,6.103516e-15
354,1.735305908203e-09,1.220703e-14
355,1.735308959961e-09,3.051758e-15
356,1.735315063477e-09,6.103516e-15
357,1.735327270508e-09,1.220703e-14
358,1.735330322266e-09,3.051758e-15
359,1.735336425781e-09,6.103516e-15
360,1.735348632813e-09,1.220703e-14
361,1.735351684570e-09,3.051758e-15
362,1.735357788086e-09,6.103516e-15
363,1.735369995117e-09,1.220703e-14
364,1.735373046875e-09,3.051758e-15
365,1.735379150391e-09,6.103516e-15
366,1.735391357422e-09,1.220703e-14
367,1.735394409180e-09,3.051758e-15
368,1.735400512695e-09,6.103516e-15
369,1.735412719727e-09,1.220703e-14
370,1.735415771484e-09,3.051758e-15
371,1.735421875000e-09,6.103516e-15
372,1.735434082031e-09,1.220703e-14
373,1.735437133789e-09,3.051758e-15
374,1.735443237305e-09,6.103516e-15
375,1.735455444336e-09,1.220703e-14
376,1.735458496094e-09,3.051758e-15
377,1.735464599609e-09,6.103516e-15
378,1.735476806641e-09,1.220703e-14
379,1.735479858398e-09,3.051758e-15
380,1.735485961914e-09,6.103516e-15
381,1.735498168945e-09,1.220703e-14
382,1.735501220703e-09,3.051758e-15
383,1.735507324219e-09,6.103516e-15
384,1.735519531250e-09,1.220703e-14
385,1.735522583008e-09,3.051758e-15
386,1.735528686523e-09,6.103516e-15
387,1.735540893555e-09,1.220703e-14
388,1.735543945313e-09,3.051758e-15
389,1.735550048828e-09,6.103516e-15
390,1.735562255859e-09,1.220703e-14
391,1.735565307617e-09,3.051758e-15
392,1.735571411133e-09,6.103516e-15
393,1.735583618164e-09,1.220703e-14
394,1.735586669922e-09,3.051758e-15
395,1.735592773438e-09,6.103516e-15
396,1.735604980469e-09,1.220703e-14
397,1.735608032227e-09,3.051758e-15
398,1.735614135742e-09,6.103516e-15
399,1.735626342773e-09,1.220703e-14
400,1.735629394531e-09,3.051758e-15
401,1.735635498047e-09,6.103516e-15
402,1.735647705078e-09,1.220703e-14
403,1.735650756836e-09,3.051758e-15
404,1.735656860352e-09,6.103516e-15
405,1.735669067383e-09,1.220703e-14
406,1.735672119141e-09,3.051758e-15
407,1.735678222656e-09,6.103516e-15
408,1.735690429688e-09,1.220703e-14
409,1.735693481445e-09,3.051758e-15
410,1.735699584961e-09,6.103516e-15
411,1.735711791992e-09,1.220703e-14
412,1.735714843750e-09,3.051758e-15
413,1.735720947266e-09,6.103516e-15
414,1.735733154297e-09,1.220703e-14
415,1.735736206055e-09,3.051758e-15
416,1.735742309570e-09,6.103516e-15
417,1.735754516602e-09,1.220703e-14
418,1.735757568359e-09,3.051758e-15
419,1.735763671875e-09,6.103516e-15
420,1.735775878906e-09,1.220703e-14
421,1.735778930664e-09,3.051758e-15
422,1.735785034180e-09,6.103516e-15
423,1.735797241211e-09,1.220703e-14
424,1.735800292969e-09,3.051758e-15
425,1.735806396484e-09,6.103516e-15
426,1.735818603516e-09,1.220703e-14
427,1.735821655273e-09,3.051758e-15
428,1.735827758789e-09,6.103516e-15
429,1.735839965820e-09,1.220703e-14
430,1.735843017578e-09,3.051758e-15
431,1.735849121094e-09,6.103516e-15
432,1.735861328125e-09,1.220703e-14
433,1.735864379883e-09,3.051758e-15
434,1.735870483398e-09,6.103516e-15
435,1.735882690430e-09,1.220703e-14
436,1.735885742188e-09,3.051758e-15
437,1.735891845703e-09,6.103516e-15
438,1.735904052734e-09,1.220703e-14
439,1.735907104492e-09,3.051758e-15
440,1.735913208008e-09,6.103516e-15
441,1.735925415039e-09,1.220703e-14
442,1.735928466797e-09,3.051758e-15
443,1.735934570313e-09,6.103516e-15
444,1.735946777344e-09,1.220703e-14
445,1.735949829102e-09,3.051758e-15
446,1.735955932617e-09,6.103516e-15
447,1.735968139648e-09,1.220703e-14
448,1.735971191406e-09,3.051758e-15
449,1.735977294922e-09,6.103516e-15
450,1.735989501953e-09,1.220703e-14
451,1.735992553711e-09,3.051758e-15
452,1.735998657227e-09,6.103516e-15
453,1.736010864258e-09,1.220703e-14
454,1.736013916016e-09,3.051758e-15
455,1.736020019531e-09,6.103516e-15
456,1.736032226563e-09,1.220703e-14
457,1.736035278320e-09,3.051758e-15
458,1.736041381836e-09,6.103516e-15
459,1.736053588867e-09,1.220703e-14
460,1.736056640625e-09,3.051758e-15
461,1.736062744141e-09,6.103516e-15
462,1.736074951172e-09,1.220703e-14
463,1.736078002930e-09,3.051758e-15
464,1.736084106445e-09,6.103516e-15
465,1.736096313477e-09,1.220703e-14
466,1.736099365234e-09,3.051758e-15
467,1.736105468750e-09,6.103516e-15
468,1.736117675781e-09,1.220703e-14
469,1.736120727539e-09,3.051758e-15
470,1.736126831055e-09,6.103516e-15
471,1.736139038086e-09,1.220703e-14
472,1.736142089844e-09,3.051758e-15
473,1.736148193359e-09,6.103516e-15
474,1.736160400391e-09,1.220703e-14
475,1.736163452148e-09,3.051758e-15
476,1.736169555664e-09,6.103516e-15
477,1.736181762695e-09,1.220703e-14
478,1.736184814453e-09,3.051758e-15
479,1.736190917969e-09,6.103516e-15
480,1.736203125000e-09,1.220703e-14
481,1.736206176758e-09,3.051758e-15
482,1.736212280273e-09,6.103516e-15
483,1.736224487305e-09,1.220703e-14
484,1.736227539063e-09,3.051758e-15
485,1.736233642578e-09,6.103516e-15
486,1.736245849609e-09,1.220703e-14
487,1.736248901367e-09,3.051758e-15
488,1.736255004883e-09,6.103516e-15
489,1.736267211914e-09,1.220703e-14
490,1.736270263672e-09,3.051758e-15
491,1.736276367188e-09,6.103516e-15
492,1.736288574219e-09,1.220703e-14
493,1.736291625977e-09,3.051758e-15
494,1.736297729492e-09,6.103516e-15
495,1.736309936523e-09,1.220703e-14
496,1.736312988281e-09,3.051758e-15
497,1.736319091797e-09,6.103516e-15
498,1.736331298828e-09,1.220703e-14
499,1.736334350586e-09,3.051758e-15
500,1.736340454102e-09,6.103516e-15
501,1.736352661133e-09,1.220703e-14
502,1.736355712891e-09,3.051758e-15
503,1.736361816406e-09,6.103516e-15
504,1.736374023438e-09,1.220703e-14
505,1.736377075195e-09,3.051758e-15
506,1.736383178711e-09,6.103516e-15
507,1.736395385742e-09,1.220703e-14
508,1.736398437500e-09,3.051758e-15
509,1.736404541016e-09,6.103516e-15
510,1.736416748047e-09,1.220703e-14
511,1.736419799805e-09,3.051758e-15
512,1.736425903320e-09,6.103516e-15
513,1.736438110352e-09,1.220703e-14
514,1.736441162109e-09,3.051758e-15
515,1.736447265625e-09,6.103516e-15
516,1.736459472656e-09,1.220703e-14
517,1.736462524414e-09,3.051758e-15
518,1.736468627930e-09,6.103516e-15
519,1.736480834961e-09,1.220703e-14
520,1.736483886719e-09,3.051758e-15
521,1.736489990234e-09,6.103516e-15
522,1.736502197266e-09,1.220703e-14
523,1.736505249023e-09,3.051758e-15
524,1.736511352539e-09,6.103516e-15
525,1.736523559570e-09,1.220703e-14
526,1.736526611328e-09,3.051758e-15
527,1.736532714844e-09,6.103516e-15
528,1.736544921875e-09,1.220703e-14
529,1.736547973633e-09,3.051758e-15
530,1.736554077148e-09,6.103516e-15
531,1.736566284180e-09,1.220703e-14
532,1.736569335938e-09,3.051758e-15
533,1.736575439453e-09,6.103516e-15
534,1.736587646484e-09,1.220703e-14
535,1.736590698242e-09,3.051758e-15
536,1.736596801758e-09,6.103516e-15
537,1.736609008789e-09,1.220703e-14
538,1.736612060547e-09,3.051758e-15
539,1.736618164063e-09,6.103516e-15
540,1.736630371094e-09,1.220703e-14
541,1.736633422852e-09,3.051758e-15
542,1.736639526367e-09,6.103516e-15
543,1.736651733398e-09,1.220703e-14
544,1.736654785156e-09,3.051758e-15
545,1.736660888672e-09,6.103516e-15
546,1.736673095703e-09,1.220703e-14
547,1.736676147461e-09,3.051758e-15
548,1.736682250977e-09,6.103516e-15
549,1.736694458008e-09,1.220703e-14
550,1.736697509766e-09,3.051758e-15
551,1.736703613281e-09,6.103516e-15
552,1.736715820313e-09,1.220703e-14
553,1.736718872070e-09,3.051758e-15
554,1.736724975586e-09,6.103516e-15
555,1.736737182617e-09,1.220703e-14
556,1.736740234375e-09,3.051758e-15
557,1.736746337891e-09,6.103516e-15
558,1.736758544922e-09,1.220703e-14
559,1.736761596680e-09,3.051758e-15
560,1.736767700195e-09,6.103516e-15
561,1.736779907227e-09,1.220703e-14
562,1.736782958984e-09,3.051758e-15
563,1.736789062500e-09,6.103516e-15
564,1.736801269531e-09,1.220703e-14
565,1.736804321289e-09,3.051758e-15
566,1.736810424805e-09,6.103516e-15
567,1.736822631836e-09,1.220703e-14
568,1.736825683594e-09,3.051758e-15
569,1.736831787109e-09,6.103516e-15
570,1.736843994141e-09,1.220703e-14
571,1.736847045898e-09,3.051758e-15
572,1.736853149414e-09,6.103516e-15
573,1.736865356445e-09,1.220703e-14
574,1.736868408203e-09,3.051758e-15
575,1.736874511719e-09,6.103516e-15
576,1.736886718750e-09,1.220703e-14
577,1.736889770508e-09,3.051758e-15
578,1.736895874023e-09,6.103516e-15
579,1.736908081055e-09,1.220703e-14
580,1.736911132813e-09,3.051758e-15
581,1.736917236328e-09,6.103516e-15
582,1.736929443359e-09,1.220703e-14
583,1.736932495117e-09,3.051758e-15
584,1.736938598633e-09,6.103516e-15
585,1.736950805664e-09,1.220703e-14
586,1.736953857422e-09,3.051758e-15
587,1.736959960938e-09,6.103516e-15
588,1.736972167969e-09,1.220703e-14
589,1.736975219727e-09,3.051758e-15
590,1.736981323242e-09,6.103516e-15
591,1.736993530273e-09,1.220703e-14
592,1.736996582031e-09,3.051758e-15
593,1.737002685547e-09,6.103516e-15
594,1.737014892578e-09,1.220703e-14
595,1.737017944336e-09,3.051758e-15
596,1.737024047852e-09,6.103516e-15
597,1.737036254883e-09,1.220703e-14
598,1.737039306641e-09,3.051758e-15
599,1.737045410156e-09,6.103516e-15
600,1.737057617188e-09,1.220703e-14
601,1.737060668945e-09,3.051758e-15
602,1.737066772461e-09,6.103516e-15
603,1.737078979492e-09,1.220703e-14
604,1.737082031250e-09,3.051758e-15
605,1.737088134766e-09,6.103516e-15
606,1.737100341797e-09,1.220703e-14
607,1.737103393555e-09,3.051758e-15
608,1.737109497070e-09,6.103516e-15
609,1.737121704102e-09,1.220703e-14
610,1.737124755859e-09,3.051758e-15
611,1.737130859375e-09,6.103516e-15
612,1.737143066406e-09,1.220703e-14
613,1.737146118164e-09,3.051758e-15
614,1.737152221680e-09,6.103516e-15
615,1.737164428711e-09,1.220703e-14
616,1.737167480469e-09,3.051758e-15
617,1.737173583984e-09,6.103516e-15
618,1.737185791016e-09,1.220703e-14
619,1.737188842773e-09,3.051758e-15
620,1.737194946289e-09,6.103516e-15
621,1.737207153320e-09,1.220703e-14
622,1.737210205078e-09,3.051758e-15
623,1.737216308594e-09,6.103516e-15
624,1.737228515625e-09,1.220703e-14
625,1.737231567383e-09,3.051758e-15
626,1.737237670898e-09,6.103516e-15
627,1.737249877930e-09,1.220703e-14
628,1.737252929688e-09,3.051758e-15
629,1.737259033203e-09,6.103516e-15
630,1.737271240234e-09,1.220703e-14
631,1.737274291992e-09,3.051758e-15
632,1.737280395508e-09,6.103516e-15
633,1.737292602539e-09,1.220703e-14
634,1.737295654297e-09,3.051758e-15
635,1.737301757813e-09,6.103516e-15
636,1.737313964844e-09,1.220703e-14
637,1.737317016602e-09,3.051758e-15
638,1.737323120117e-09,6.103516e-15
639,1.737335327148e-09,1.220703e-14
640,1.737338378906e-09,3.051758e-15
641,1.737344482422e-09,6.103516e-15
642,1.737356689453e-09,1.220703e-14
643,1.737359741211e-09,3.051758e-15
644,1.737365844727e-09,6.103516e-15
645,1.737378051758e-09,1.220703e-14
646,1.737381103516e-09,3.051758e-15
647,1.737387207031e-09,6.103516e-15
648,1.737399414063e-09,1.220703e-14
649,1.737402465820e-09,3.051758e-15
650,1.737408569336e-09,6.103516e-15
651,1.737420776367e-09,1.220703e-14
652,1.737423828125e-09,3.051758e-15
653,1.737429931641e-09,6.103516e-15
654,1.737442138672e-09,1.220703e-14
655,1.737445190430e-09,3.051758e-15
656,1.737451293945e-09,6.103516e-15
657,1.737463500977e-09,1.220703e-14
658,1.737466552734e-09,3.051758e-15
659,1.737472656250e-09,6.103516e-15
660,1.737484863281e-09,1.220703e-14
661,1.737487915039e-09,3.051758e-15
662,1.737494018555e-09,6.103516e-15
663,1.737506225586e-09,1.220703e-14
664,1.737509277344e-09,3.051758e-15
665,1.737515380859e-09,6.103516e-15
666,1.737527587891e-09,1.220703e-14
667,1.737530639648e-09,3.051758e-15
668,1.737536743164e-09,6.103516e-15
669,1.737548950195e-09,1.220703e-14
670,1.737552001953e-09,3.051758e-15
671,1.737558105469e-09,6.103516e-15
672,1.737570312500e-09,1.220703e-14
673,1.737573364258e-09,3.051758e-15
674,1.737579467773e-09,6.103516e-15
675,1.737591674805e-09,1.220703e-14
676,1.737594726563e-09,3.051758e-15
677,1.737600830078e-09,6.103516e-15
678,1.737613037109e-09,1.220703e-14
679,1.737616088867e-09,3.051758e-15
680,1.737622192383e-09,6.103516e-15
681,1.737634399414e-09,1.220703e-14
682,1.737637451172e-09,3.051758e-15
683,1.737643554688e-09,6.103516e-15
684,1.737655761719e-09,1.220703e-14
685,1.737658813477e-09,3.051758e-15
686,1.737664916992e-09,6.103516e-15
687,1.737677124023e-09,1.220703e-14
688,1.737680175781e-09,3.051758e-15
689,1.737686279297e-09,6.103516e-15
690,1.737698486328e-09,1.220703e-14
691,1.737701538086e-09,3.051758e-15
692,1.737707641602e-09,6.103516e-15
693,1.737719848633e-09,1.220703e-14
694,1.737722900391e-09,3.051758e-15
695,1.737729003906e-09,6.103516e-15
696,1.737741210938e-09,1.220703e-14
697,1.737744262695e-09,3.051758e-15
