# measured filter impedance, decimated from 40 to 5 points per
# decade for the committed artifact (the analysis above used the
# full-resolution sweep from the raw corner logs).
bundle,res_sec,moscap_sec,mimcap_sec,temp_c,vctrl_v,freq_hz,zmag_ohm,zph_deg
rff-mff-xff,ff,ff,ff,-40,0.9,15848.9,110715,-57.0499
rff-mff-xff,ff,ff,ff,-40,0.9,25118.9,84475.9,-44.5435
rff-mff-xff,ff,ff,ff,-40,0.9,39810.7,71384.6,-32.5384
rff-mff-xff,ff,ff,ff,-40,0.9,63095.7,65420,-23.2459
rff-mff-xff,ff,ff,ff,-40,0.9,100000,62815,-17.4222
rff-mff-xff,ff,ff,ff,-40,0.9,158489,61561.8,-14.8849
rff-mff-xff,ff,ff,ff,-40,0.9,251189,60596.9,-15.3848
rff-mff-xff,ff,ff,ff,-40,0.9,398107,59112.3,-18.9789
rff-mff-xff,ff,ff,ff,-40,0.9,630957,56080.9,-25.9617
rff-mff-xff,ff,ff,ff,-40,0.9,1e+06,50216.5,-36.3153
rff-mff-xff,ff,ff,ff,-40,0.9,1.58489e+06,41047.4,-48.7850
rff-mff-xff,ff,ff,ff,-40,0.9,2.51189e+06,30316.4,-60.8740
rff-mff-xff,ff,ff,ff,-40,0.9,3.98107e+06,20716,-70.5691
rff-mff-xff,ff,ff,ff,-40,0.9,6.30957e+06,13545.5,-77.4310
rff-mff-xff,ff,ff,ff,-40,0.9,1e+07,8675.26,-81.9801
rff-mff-xff,ff,ff,ff,-40,0.9,1.58489e+07,5507.12,-84.9057
rff-mff-xff,ff,ff,ff,-40,0.9,2.51189e+07,3483.33,-86.7596
rff-mff-xff,ff,ff,ff,-40,0.9,3.98107e+07,2200.12,-87.9216
rff-mff-xff,ff,ff,ff,-40,0.9,6.30957e+07,1388.95,-88.6382
rff-mff-xff,ff,ff,ff,-40,0.9,1e+08,876.836,-89.0667
rff-mff-xff,ff,ff,ff,-40,1.35,100,1.44477e+07,-89.7503
rff-mff-xff,ff,ff,ff,-40,1.35,158.489,9.11604e+06,-89.6145
rff-mff-xff,ff,ff,ff,-40,1.35,251.189,5.75203e+06,-89.3956
rff-mff-xff,ff,ff,ff,-40,1.35,398.107,3.62959e+06,-89.0462
rff-mff-xff,ff,ff,ff,-40,1.35,630.957,2.29061e+06,-88.4911
rff-mff-xff,ff,ff,ff,-40,1.35,1000,1.44606e+06,-87.6110
rff-mff-xff,ff,ff,ff,-40,1.35,1584.89,913638,-86.2182
rff-mff-xff,ff,ff,ff,-40,1.35,2511.89,578422,-84.0207
rff-mff-xff,ff,ff,ff,-40,1.35,3981.07,368040,-80.5778
rff-mff-xff,ff,ff,ff,-40,1.35,6309.57,237030,-75.2747
rff-mff-xff,ff,ff,ff,-40,1.35,10000,156923,-67.4227
rff-mff-xff,ff,ff,ff,-40,1.35,15848.9,109823,-56.7328
rff-mff-xff,ff,ff,ff,-40,1.35,25118.9,84016.8,-44.2009
rff-mff-xff,ff,ff,ff,-40,1.35,39810.7,71175,-32.2367
rff-mff-xff,ff,ff,ff,-40,1.35,63095.7,65336.1,-23.0202
rff-mff-xff,ff,ff,ff,-40,1.35,100000,62787.4,-17.2687
rff-mff-xff,ff,ff,ff,-40,1.35,158489,61557.9,-14.7856
rff-mff-xff,ff,ff,ff,-40,1.35,251189,60602.3,-15.3224
rff-mff-xff,ff,ff,ff,-40,1.35,398107,59120.8,-18.9411
rff-mff-xff,ff,ff,ff,-40,1.35,630957,56089.4,-25.9401
rff-mff-xff,ff,ff,ff,-40,1.35,1e+06,50222.9,-36.3045
rff-mff-xff,ff,ff,ff,-40,1.35,1.58489e+06,41051,-48.7805
rff-mff-xff,ff,ff,ff,-40,1.35,2.51189e+06,30317.8,-60.8725
rff-mff-xff,ff,ff,ff,-40,1.35,3.98107e+06,20716.5,-70.5687
rff-mff-xff,ff,ff,ff,-40,1.35,6.30957e+06,13545.6,-77.4309
rff-mff-xff,ff,ff,ff,-40,1.35,1e+07,8675.3,-81.9801
rff-mff-xff,ff,ff,ff,-40,1.35,1.58489e+07,5507.13,-84.9057
rff-mff-xff,ff,ff,ff,-40,1.35,2.51189e+07,3483.34,-86.7597
rff-mff-xff,ff,ff,ff,-40,1.35,3.98107e+07,2200.12,-87.9216
rff-mff-xff,ff,ff,ff,-40,1.35,6.30957e+07,1388.95,-88.6382
rff-mff-xff,ff,ff,ff,-40,1.35,1e+08,876.836,-89.0667
rff-mff-xff,ff,ff,ff,-40,1.8,100,1.44037e+07,-89.7496
rff-mff-xff,ff,ff,ff,-40,1.8,158.489,9.08827e+06,-89.6133
rff-mff-xff,ff,ff,ff,-40,1.8,251.189,5.73451e+06,-89.3937
rff-mff-xff,ff,ff,ff,-40,1.8,398.107,3.61854e+06,-89.0432
rff-mff-xff,ff,ff,ff,-40,1.8,630.957,2.28364e+06,-88.4863
rff-mff-xff,ff,ff,ff,-40,1.8,1000,1.44166e+06,-87.6035
rff-mff-xff,ff,ff,ff,-40,1.8,1584.89,910868,-86.2063
rff-mff-xff,ff,ff,ff,-40,1.8,2511.89,576680,-84.0019
rff-mff-xff,ff,ff,ff,-40,1.8,3981.07,366951,-80.5486
rff-mff-xff,ff,ff,ff,-40,1.8,6309.57,236357,-75.2302
rff-mff-xff,ff,ff,ff,-40,1.8,10000,156520,-67.3588
rff-mff-xff,ff,ff,ff,-40,1.8,15848.9,109595,-56.6505
rff-mff-xff,ff,ff,ff,-40,1.8,25118.9,83899.3,-44.1123
rff-mff-xff,ff,ff,ff,-40,1.8,39810.7,71121.5,-32.1589
rff-mff-xff,ff,ff,ff,-40,1.8,63095.7,65314.7,-22.9621
rff-mff-xff,ff,ff,ff,-40,1.8,100000,62780.4,-17.2293
rff-mff-xff,ff,ff,ff,-40,1.8,158489,61556.9,-14.7601
rff-mff-xff,ff,ff,ff,-40,1.8,251189,60603.7,-15.3064
rff-mff-xff,ff,ff,ff,-40,1.8,398107,59123,-18.9314
rff-mff-xff,ff,ff,ff,-40,1.8,630957,56091.6,-25.9346
rff-mff-xff,ff,ff,ff,-40,1.8,1e+06,50224.6,-36.3017
rff-mff-xff,ff,ff,ff,-40,1.8,1.58489e+06,41051.9,-48.7793
rff-mff-xff,ff,ff,ff,-40,1.8,2.51189e+06,30318.2,-60.8721
rff-mff-xff,ff,ff,ff,-40,1.8,3.98107e+06,20716.6,-70.5686
rff-mff-xff,ff,ff,ff,-40,1.8,6.30957e+06,13545.6,-77.4309
rff-mff-xff,ff,ff,ff,-40,1.8,1e+07,8675.31,-81.9801
rff-mff-xff,ff,ff,ff,-40,1.8,1.58489e+07,5507.13,-84.9057
rff-mff-xff,ff,ff,ff,-40,1.8,2.51189e+07,3483.34,-86.7597
rff-mff-xff,ff,ff,ff,-40,1.8,3.98107e+07,2200.12,-87.9216
rff-mff-xff,ff,ff,ff,-40,1.8,6.30957e+07,1388.95,-88.6382
rff-mff-xff,ff,ff,ff,-40,1.8,1e+08,876.836,-89.0667
rff-mff-xff,ff,ff,ff,-40,2.25,100,1.43925e+07,-89.7494
rff-mff-xff,ff,ff,ff,-40,2.25,158.489,9.08116e+06,-89.6130
rff-mff-xff,ff,ff,ff,-40,2.25,251.189,5.73002e+06,-89.3932
rff-mff-xff,ff,ff,ff,-40,2.25,398.107,3.61571e+06,-89.0424
rff-mff-xff,ff,ff,ff,-40,2.25,630.957,2.28185e+06,-88.4851
rff-mff-xff,ff,ff,ff,-40,2.25,1000,1.44054e+06,-87.6015
rff-mff-xff,ff,ff,ff,-40,2.25,1584.89,910159,-86.2032
rff-mff-xff,ff,ff,ff,-40,2.25,2511.89,576234,-83.9971
rff-mff-xff,ff,ff,ff,-40,2.25,3981.07,366672,-80.5411
rff-mff-xff,ff,ff,ff,-40,2.25,6309.57,236185,-75.2188
rff-mff-xff,ff,ff,ff,-40,2.25,10000,156416,-67.3424
rff-mff-xff,ff,ff,ff,-40,2.25,15848.9,109536,-56.6294
rff-mff-xff,ff,ff,ff,-40,2.25,25118.9,83869.2,-44.0895
rff-mff-xff,ff,ff,ff,-40,2.25,39810.7,71107.8,-32.1390
rff-mff-xff,ff,ff,ff,-40,2.25,63095.7,65309.2,-22.9472
rff-mff-xff,ff,ff,ff,-40,2.25,100000,62778.6,-17.2192
rff-mff-xff,ff,ff,ff,-40,2.25,158489,61556.7,-14.7535
rff-mff-xff,ff,ff,ff,-40,2.25,251189,60604.1,-15.3023
rff-mff-xff,ff,ff,ff,-40,2.25,398107,59123.6,-18.9289
rff-mff-xff,ff,ff,ff,-40,2.25,630957,56092.2,-25.9332
rff-mff-xff,ff,ff,ff,-40,2.25,1e+06,50225,-36.3010
rff-mff-xff,ff,ff,ff,-40,2.25,1.58489e+06,41052.1,-48.7790
rff-mff-xff,ff,ff,ff,-40,2.25,2.51189e+06,30318.3,-60.8720
rff-mff-xff,ff,ff,ff,-40,2.25,3.98107e+06,20716.7,-70.5685
rff-mff-xff,ff,ff,ff,-40,2.25,6.30957e+06,13545.6,-77.4309
rff-mff-xff,ff,ff,ff,-40,2.25,1e+07,8675.31,-81.9801
rff-mff-xff,ff,ff,ff,-40,2.25,1.58489e+07,5507.13,-84.9057
rff-mff-xff,ff,ff,ff,-40,2.25,2.51189e+07,3483.34,-86.7597
rff-mff-xff,ff,ff,ff,-40,2.25,3.98107e+07,2200.12,-87.9216
rff-mff-xff,ff,ff,ff,-40,2.25,6.30957e+07,1388.95,-88.6382
rff-mff-xff,ff,ff,ff,-40,2.25,1e+08,876.836,-89.0667
rff-mff-xff,ff,ff,ff,-40,2.7,100,1.43896e+07,-89.7493
rff-mff-xff,ff,ff,ff,-40,2.7,158.489,9.07934e+06,-89.6130
rff-mff-xff,ff,ff,ff,-40,2.7,251.189,5.72887e+06,-89.3931
rff-mff-xff,ff,ff,ff,-40,2.7,398.107,3.61499e+06,-89.0422
rff-mff-xff,ff,ff,ff,-40,2.7,630.957,2.2814e+06,-88.4848
rff-mff-xff,ff,ff,ff,-40,2.7,1000,1.44025e+06,-87.6010
rff-mff-xff,ff,ff,ff,-40,2.7,1584.89,909977,-86.2024
rff-mff-xff,ff,ff,ff,-40,2.7,2511.89,576120,-83.9959
rff-mff-xff,ff,ff,ff,-40,2.7,3981.07,366601,-80.5391
rff-mff-xff,ff,ff,ff,-40,2.7,6309.57,236141,-75.2159
rff-mff-xff,ff,ff,ff,-40,2.7,10000,156390,-67.3382
rff-mff-xff,ff,ff,ff,-40,2.7,15848.9,109521,-56.6240
rff-mff-xff,ff,ff,ff,-40,2.7,25118.9,83861.5,-44.0837
rff-mff-xff,ff,ff,ff,-40,2.7,39810.7,71104.3,-32.1339
rff-mff-xff,ff,ff,ff,-40,2.7,63095.7,65307.8,-22.9434
rff-mff-xff,ff,ff,ff,-40,2.7,100000,62778.2,-17.2166
rff-mff-xff,ff,ff,ff,-40,2.7,158489,61556.6,-14.7519
rff-mff-xff,ff,ff,ff,-40,2.7,251189,60604.2,-15.3013
rff-mff-xff,ff,ff,ff,-40,2.7,398107,59123.7,-18.9283
rff-mff-xff,ff,ff,ff,-40,2.7,630957,56092.3,-25.9328
rff-mff-xff,ff,ff,ff,-40,2.7,1e+06,50225.1,-36.3008
rff-mff-xff,ff,ff,ff,-40,2.7,1.58489e+06,41052.2,-48.7790
rff-mff-xff,ff,ff,ff,-40,2.7,2.51189e+06,30318.3,-60.8720
rff-mff-xff,ff,ff,ff,-40,2.7,3.98107e+06,20716.7,-70.5685
rff-mff-xff,ff,ff,ff,-40,2.7,6.30957e+06,13545.6,-77.4309
rff-mff-xff,ff,ff,ff,-40,2.7,1e+07,8675.31,-81.9801
rff-mff-xff,ff,ff,ff,-40,2.7,1.58489e+07,5507.13,-84.9057
rff-mff-xff,ff,ff,ff,-40,2.7,2.51189e+07,3483.34,-86.7597
rff-mff-xff,ff,ff,ff,-40,2.7,3.98107e+07,2200.12,-87.9216
rff-mff-xff,ff,ff,ff,-40,2.7,6.30957e+07,1388.95,-88.6382
rff-mff-xff,ff,ff,ff,-40,2.7,1e+08,876.836,-89.0667
rff-mff-xff,ff,ff,ff,27,0.3,100,1.57707e+07,-89.7721
rff-mff-xff,ff,ff,ff,27,0.3,158.489,9.95072e+06,-89.6500
rff-mff-xff,ff,ff,ff,27,0.3,251.189,6.27866e+06,-89.4523
rff-mff-xff,ff,ff,ff,27,0.3,398.107,3.96184e+06,-89.1365
rff-mff-xff,ff,ff,ff,27,0.3,630.957,2.5002e+06,-88.6344
rff-mff-xff,ff,ff,ff,27,0.3,1000,1.57822e+06,-87.8380
rff-mff-xff,ff,ff,ff,27,0.3,1584.89,996897,-86.5772
rff-mff-xff,ff,ff,ff,27,0.3,2511.89,630753,-84.5863
rff-mff-xff,ff,ff,ff,27,0.3,3981.07,400744,-81.4606
rff-mff-xff,ff,ff,ff,27,0.3,6309.57,257184,-76.6223
rff-mff-xff,ff,ff,ff,27,0.3,10000,168942,-69.3778
rff-mff-xff,ff,ff,ff,27,0.3,15848.9,116497,-59.2881
rff-mff-xff,ff,ff,ff,27,0.3,25118.9,87243.4,-47.0118
rff-mff-xff,ff,ff,ff,27,0.3,39810.7,72368.5,-34.7525
rff-mff-xff,ff,ff,ff,27,0.3,63095.7,65486.5,-24.9160
rff-mff-xff,ff,ff,ff,27,0.3,100000,62465.5,-18.5480
rff-mff-xff,ff,ff,ff,27,0.3,158489,61041.7,-15.5866
rff-mff-xff,ff,ff,ff,27,0.3,251189,60020.1,-15.7797
rff-mff-xff,ff,ff,ff,27,0.3,398107,58543,-19.1482
rff-mff-xff,ff,ff,ff,27,0.3,630957,55577.2,-25.9570
rff-mff-xff,ff,ff,ff,27,0.3,1e+06,49839.2,-36.1839
rff-mff-xff,ff,ff,ff,27,0.3,1.58489e+06,40823.8,-48.5923
rff-mff-xff,ff,ff,ff,27,0.3,2.51189e+06,30209.5,-60.6887
rff-mff-xff,ff,ff,ff,27,0.3,3.98107e+06,20668.7,-70.4264
rff-mff-xff,ff,ff,ff,27,0.3,6.30957e+06,13523,-77.3329
rff-mff-xff,ff,ff,ff,27,0.3,1e+07,8663.23,-81.9160
rff-mff-xff,ff,ff,ff,27,0.3,1.58489e+07,5500.11,-84.8648
rff-mff-xff,ff,ff,ff,27,0.3,2.51189e+07,3479.06,-86.7339
rff-mff-xff,ff,ff,ff,27,0.3,3.98107e+07,2197.46,-87.9056
rff-mff-xff,ff,ff,ff,27,0.3,6.30957e+07,1387.28,-88.6286
rff-mff-xff,ff,ff,ff,27,0.3,1e+08,875.776,-89.0613
rff-mff-xff,ff,ff,ff,27,0.9,100,1.46187e+07,-89.7553
rff-mff-xff,ff,ff,ff,27,0.9,158.489,9.2239e+06,-89.6225
rff-mff-xff,ff,ff,ff,27,0.9,251.189,5.82008e+06,-89.4083
rff-mff-xff,ff,ff,ff,27,0.9,398.107,3.67252e+06,-89.0664
rff-mff-xff,ff,ff,ff,27,0.9,630.957,2.31768e+06,-88.5231
rff-mff-xff,ff,ff,ff,27,0.9,1000,1.46312e+06,-87.6618
rff-mff-xff,ff,ff,ff,27,0.9,1584.89,924363,-86.2984
rff-mff-xff,ff,ff,ff,27,0.9,2511.89,585130,-84.1470
rff-mff-xff,ff,ff,ff,27,0.9,3981.07,372180,-80.7747
rff-mff-xff,ff,ff,ff,27,0.9,6309.57,239501,-75.5744
rff-mff-xff,ff,ff,ff,27,0.9,10000,158275,-67.8547
rff-mff-xff,ff,ff,ff,27,0.9,15848.9,110400,-57.2902
rff-mff-xff,ff,ff,ff,27,0.9,25118.9,84063.8,-44.8019
rff-mff-xff,ff,ff,ff,27,0.9,39810.7,70897.4,-32.7613
rff-mff-xff,ff,ff,ff,27,0.9,63095.7,64889.5,-23.4027
rff-mff-xff,ff,ff,ff,27,0.9,100000,62265.4,-17.5109
rff-mff-xff,ff,ff,ff,27,0.9,158489,61008.6,-14.9130
rff-mff-xff,ff,ff,ff,27,0.9,251189,60053.5,-15.3561
rff-mff-xff,ff,ff,ff,27,0.9,398107,58599,-18.8909
rff-mff-xff,ff,ff,ff,27,0.9,630957,55633.8,-25.8103
rff-mff-xff,ff,ff,ff,27,0.9,1e+06,49882.5,-36.1095
rff-mff-xff,ff,ff,ff,27,0.9,1.58489e+06,40848.2,-48.5611
rff-mff-xff,ff,ff,ff,27,0.9,2.51189e+06,30219.5,-60.6782
rff-mff-xff,ff,ff,ff,27,0.9,3.98107e+06,20671.9,-70.4235
rff-mff-xff,ff,ff,ff,27,0.9,6.30957e+06,13523.9,-77.3322
rff-mff-xff,ff,ff,ff,27,0.9,1e+07,8663.46,-81.9159
rff-mff-xff,ff,ff,ff,27,0.9,1.58489e+07,5500.17,-84.8648
rff-mff-xff,ff,ff,ff,27,0.9,2.51189e+07,3479.08,-86.7339
rff-mff-xff,ff,ff,ff,27,0.9,3.98107e+07,2197.47,-87.9057
rff-mff-xff,ff,ff,ff,27,0.9,6.30957e+07,1387.28,-88.6286
rff-mff-xff,ff,ff,ff,27,0.9,1e+08,875.776,-89.0613
rff-mff-xff,ff,ff,ff,27,1.35,100,1.44475e+07,-89.7525
rff-mff-xff,ff,ff,ff,27,1.35,158.489,9.11585e+06,-89.6180
rff-mff-xff,ff,ff,ff,27,1.35,251.189,5.75191e+06,-89.4011
rff-mff-xff,ff,ff,ff,27,1.35,398.107,3.62951e+06,-89.0550
rff-mff-xff,ff,ff,ff,27,1.35,630.957,2.29055e+06,-88.5051
rff-mff-xff,ff,ff,ff,27,1.35,1000,1.44601e+06,-87.6332
rff-mff-xff,ff,ff,ff,27,1.35,1584.89,913583,-86.2532
rff-mff-xff,ff,ff,ff,27,1.35,2511.89,578351,-84.0758
rff-mff-xff,ff,ff,ff,27,1.35,3981.07,367939,-80.6637
rff-mff-xff,ff,ff,ff,27,1.35,6309.57,236879,-75.4053
rff-mff-xff,ff,ff,ff,27,1.35,10000,156700,-67.6107
rff-mff-xff,ff,ff,ff,27,1.35,15848.9,109505,-56.9743
rff-mff-xff,ff,ff,ff,27,1.35,25118.9,83602.3,-44.4591
rff-mff-xff,ff,ff,ff,27,1.35,39810.7,70686.3,-32.4583
rff-mff-xff,ff,ff,ff,27,1.35,63095.7,64804.7,-23.1754
rff-mff-xff,ff,ff,ff,27,1.35,100000,62237.4,-17.3561
rff-mff-xff,ff,ff,ff,27,1.35,158489,61004.4,-14.8128
rff-mff-xff,ff,ff,ff,27,1.35,251189,60058.7,-15.2932
rff-mff-xff,ff,ff,ff,27,1.35,398107,58607.5,-18.8527
rff-mff-xff,ff,ff,ff,27,1.35,630957,55642.3,-25.7885
rff-mff-xff,ff,ff,ff,27,1.35,1e+06,49889,-36.0985
rff-mff-xff,ff,ff,ff,27,1.35,1.58489e+06,40851.8,-48.5565
rff-mff-xff,ff,ff,ff,27,1.35,2.51189e+06,30221,-60.6766
rff-mff-xff,ff,ff,ff,27,1.35,3.98107e+06,20672.4,-70.4231
rff-mff-xff,ff,ff,ff,27,1.35,6.30957e+06,13524,-77.3321
rff-mff-xff,ff,ff,ff,27,1.35,1e+07,8663.5,-81.9159
rff-mff-xff,ff,ff,ff,27,1.35,1.58489e+07,5500.18,-84.8648
rff-mff-xff,ff,ff,ff,27,1.35,2.51189e+07,3479.08,-86.7339
rff-mff-xff,ff,ff,ff,27,1.35,3.98107e+07,2197.47,-87.9057
rff-mff-xff,ff,ff,ff,27,1.35,6.30957e+07,1387.28,-88.6286
rff-mff-xff,ff,ff,ff,27,1.35,1e+08,875.776,-89.0613
rff-mff-xff,ff,ff,ff,27,1.8,100,1.44035e+07,-89.7518
rff-mff-xff,ff,ff,ff,27,1.8,158.489,9.08809e+06,-89.6169
rff-mff-xff,ff,ff,ff,27,1.8,251.189,5.73439e+06,-89.3993
rff-mff-xff,ff,ff,ff,27,1.8,398.107,3.61846e+06,-89.0520
rff-mff-xff,ff,ff,ff,27,1.8,630.957,2.28358e+06,-88.5004
rff-mff-xff,ff,ff,ff,27,1.8,1000,1.44161e+06,-87.6257
rff-mff-xff,ff,ff,ff,27,1.8,1584.89,910812,-86.2414
rff-mff-xff,ff,ff,ff,27,1.8,2511.89,576609,-84.0572
rff-mff-xff,ff,ff,ff,27,1.8,3981.07,366849,-80.6347
rff-mff-xff,ff,ff,ff,27,1.8,6309.57,236206,-75.3612
rff-mff-xff,ff,ff,ff,27,1.8,10000,156295,-67.5471
rff-mff-xff,ff,ff,ff,27,1.8,15848.9,109276,-56.8923
rff-mff-xff,ff,ff,ff,27,1.8,25118.9,83484.2,-44.3704
rff-mff-xff,ff,ff,ff,27,1.8,39810.7,70632.3,-32.3802
rff-mff-xff,ff,ff,ff,27,1.8,63095.7,64783,-23.1169
rff-mff-xff,ff,ff,ff,27,1.8,100000,62230.2,-17.3163
rff-mff-xff,ff,ff,ff,27,1.8,158489,61003.4,-14.7870
rff-mff-xff,ff,ff,ff,27,1.8,251189,60060.1,-15.2770
rff-mff-xff,ff,ff,ff,27,1.8,398107,58609.7,-18.8429
rff-mff-xff,ff,ff,ff,27,1.8,630957,55644.4,-25.7829
rff-mff-xff,ff,ff,ff,27,1.8,1e+06,49890.6,-36.0957
rff-mff-xff,ff,ff,ff,27,1.8,1.58489e+06,40852.7,-48.5553
rff-mff-xff,ff,ff,ff,27,1.8,2.51189e+06,30221.3,-60.6762
rff-mff-xff,ff,ff,ff,27,1.8,3.98107e+06,20672.5,-70.4229
rff-mff-xff,ff,ff,ff,27,1.8,6.30957e+06,13524,-77.3321
rff-mff-xff,ff,ff,ff,27,1.8,1e+07,8663.51,-81.9159
rff-mff-xff,ff,ff,ff,27,1.8,1.58489e+07,5500.18,-84.8648
rff-mff-xff,ff,ff,ff,27,1.8,2.51189e+07,3479.08,-86.7339
rff-mff-xff,ff,ff,ff,27,1.8,3.98107e+07,2197.47,-87.9057
rff-mff-xff,ff,ff,ff,27,1.8,6.30957e+07,1387.28,-88.6286
rff-mff-xff,ff,ff,ff,27,1.8,1e+08,875.776,-89.0613
rff-mff-xff,ff,ff,ff,27,2.25,100,1.43922e+07,-89.7516
rff-mff-xff,ff,ff,ff,27,2.25,158.489,9.08098e+06,-89.6166
rff-mff-xff,ff,ff,ff,27,2.25,251.189,5.7299e+06,-89.3988
rff-mff-xff,ff,ff,ff,27,2.25,398.107,3.61563e+06,-89.0513
rff-mff-xff,ff,ff,ff,27,2.25,630.957,2.28179e+06,-88.4991
rff-mff-xff,ff,ff,ff,27,2.25,1000,1.44048e+06,-87.6238
rff-mff-xff,ff,ff,ff,27,2.25,1584.89,910103,-86.2384
rff-mff-xff,ff,ff,ff,27,2.25,2511.89,576163,-84.0524
rff-mff-xff,ff,ff,ff,27,2.25,3981.07,366570,-80.6273
rff-mff-xff,ff,ff,ff,27,2.25,6309.57,236034,-75.3499
rff-mff-xff,ff,ff,ff,27,2.25,10000,156192,-67.5308
rff-mff-xff,ff,ff,ff,27,2.25,15848.9,109218,-56.8712
rff-mff-xff,ff,ff,ff,27,2.25,25118.9,83454,-44.3477
rff-mff-xff,ff,ff,ff,27,2.25,39810.7,70618.5,-32.3602
rff-mff-xff,ff,ff,ff,27,2.25,63095.7,64777.5,-23.1019
rff-mff-xff,ff,ff,ff,27,2.25,100000,62228.4,-17.3062
rff-mff-xff,ff,ff,ff,27,2.25,158489,61003.1,-14.7804
rff-mff-xff,ff,ff,ff,27,2.25,251189,60060.4,-15.2729
rff-mff-xff,ff,ff,ff,27,2.25,398107,58610.2,-18.8404
rff-mff-xff,ff,ff,ff,27,2.25,630957,55645,-25.7814
rff-mff-xff,ff,ff,ff,27,2.25,1e+06,49891,-36.0949
rff-mff-xff,ff,ff,ff,27,2.25,1.58489e+06,40853,-48.5550
rff-mff-xff,ff,ff,ff,27,2.25,2.51189e+06,30221.4,-60.6761
rff-mff-xff,ff,ff,ff,27,2.25,3.98107e+06,20672.5,-70.4229
rff-mff-xff,ff,ff,ff,27,2.25,6.30957e+06,13524,-77.3321
rff-mff-xff,ff,ff,ff,27,2.25,1e+07,8663.51,-81.9159
rff-mff-xff,ff,ff,ff,27,2.25,1.58489e+07,5500.18,-84.8648
rff-mff-xff,ff,ff,ff,27,2.25,2.51189e+07,3479.08,-86.7339
