# campaign: pfd-deadzone
# record_id: 20260731-121919-63e4b47
# generated_utc: 2026-07-31T12:19:32Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/pfd_cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points, each swept over dphi{-1n,-200p,0,200p,1n} = 225 runs
# ref period 40 ns (25 MHz, the top of DR-002's ratified 1-25 MHz v1 range)
# vctrl held at 1.65 V; Icp trim code b1b0=10 (3 unit legs)
# dphi: FB-relative-to-REF phase offset (s)
# qnet: net charge delivered to the control node per reference cycle (C),
#   positive = pump sourcing.  This is the dead-zone-critical quantity.
# width_up/width_dn: UP/DN pulse width (s) at the per-corner mid-supply
#   crossing, third reference cycle.  Their MINIMUM is the PFD reset delay
#   that #11's retiming pulse must be at least as wide as.
process,temp_c,vdd_v,dphi_s,qnet_c,width_up_s,width_dn_s
fs,125,2.97,-1n,-4.7033E-14,2.0523E-09,3.07982E-09
fs,125,2.97,-200p,-4.24177E-14,2.05423E-09,2.28168E-09
fs,125,2.97,0,-4.06927E-14,2.07651E-09,2.10277E-09
fs,125,2.97,1n,-3.87022E-14,3.02184E-09,2.04407E-09
fs,125,2.97,200p,-4.01114E-14,2.22021E-09,2.04347E-09
fs,125,3.30,-1n,-4.01032E-14,1.87691E-09,2.90662E-09
fs,125,3.30,-200p,-3.55129E-14,1.87842E-09,2.10819E-09
fs,125,3.30,0,-3.32745E-14,1.89958E-09,1.92817E-09
fs,125,3.30,1n,-3.15179E-14,2.85022E-09,1.87504E-09
fs,125,3.30,200p,-3.26654E-14,2.04901E-09,1.87488E-09
fs,125,3.63,-1n,-3.05999E-14,1.74264E-09,2.77464E-09
fs,125,3.63,-200p,-2.61166E-14,1.74393E-09,1.97576E-09
fs,125,3.63,0,-2.37049E-14,1.76414E-09,1.79533E-09
fs,125,3.63,1n,-2.14626E-14,2.71853E-09,1.74584E-09
fs,125,3.63,200p,-2.29897E-14,1.91723E-09,1.7452E-09
sf,-40,2.97,-1n,2.8674E-15,1.56003E-09,2.58041E-09
sf,-40,2.97,-200p,4.54244E-15,1.56043E-09,1.78073E-09
sf,-40,2.97,0,5.9409E-15,1.57065E-09,1.59022E-09
sf,-40,2.97,1n,8.09829E-15,2.53267E-09,1.55074E-09
sf,-40,2.97,200p,7.1516E-15,1.73156E-09,1.55055E-09
sf,-40,3.30,-1n,2.18269E-15,1.43056E-09,2.45224E-09
sf,-40,3.30,-200p,4.45154E-15,1.43111E-09,1.65264E-09
sf,-40,3.30,0,6.65938E-15,1.44178E-09,1.46288E-09
sf,-40,3.30,1n,8.92273E-15,2.40888E-09,1.42856E-09
sf,-40,3.30,200p,7.30639E-15,1.6098E-09,1.43019E-09
sf,-40,3.63,-1n,6.80848E-15,1.33828E-09,2.36206E-09
sf,-40,3.63,-200p,9.20195E-15,1.33836E-09,1.56214E-09
sf,-40,3.63,0,1.37011E-14,1.34856E-09,1.37237E-09
sf,-40,3.63,1n,1.72961E-14,2.31869E-09,1.34143E-09
sf,-40,3.63,200p,1.4484E-14,1.51727E-09,1.34029E-09
sf,27,2.97,-1n,-8.68983E-15,1.80415E-09,2.8273E-09
sf,27,2.97,-200p,-6.14994E-15,1.80407E-09,2.02751E-09
sf,27,2.97,0,-4.36872E-15,1.8172E-09,1.83976E-09
sf,27,2.97,1n,-1.83662E-15,2.77254E-09,1.79376E-09
sf,27,2.97,200p,-3.44755E-15,1.97103E-09,1.79354E-09
sf,27,3.30,-1n,-3.8968E-15,1.65046E-09,2.67645E-09
sf,27,3.30,-200p,-6.11188E-16,1.65094E-09,1.87727E-09
sf,27,3.30,0,2.62462E-15,1.6637E-09,1.68964E-09
sf,27,3.30,1n,6.135E-15,2.62387E-09,1.64865E-09
sf,27,3.30,200p,3.76032E-15,1.8233E-09,1.64881E-09
sf,27,3.63,-1n,6.99113E-15,1.5365E-09,2.56573E-09
sf,27,3.63,-200p,9.84092E-15,1.53739E-09,1.76682E-09
sf,27,3.63,0,1.3463E-14,1.54968E-09,1.57908E-09
sf,27,3.63,1n,1.72717E-14,2.51269E-09,1.54072E-09
sf,27,3.63,200p,1.43327E-14,1.71192E-09,1.54043E-09
sf,125,2.97,-1n,-1.5646E-14,2.14399E-09,3.17436E-09
sf,125,2.97,-200p,-1.07829E-14,2.14552E-09,2.37617E-09
sf,125,2.97,0,-8.91416E-15,2.16244E-09,2.19269E-09
sf,125,2.97,1n,-5.12683E-15,3.10753E-09,2.13641E-09
sf,125,2.97,200p,-7.24E-15,2.30635E-09,2.13578E-09
sf,125,3.30,-1n,-4.19686E-15,1.9646E-09,2.99934E-09
sf,125,3.30,-200p,-2.01974E-16,1.96597E-09,2.20112E-09
sf,125,3.30,0,2.8263E-15,1.98218E-09,2.01695E-09
sf,125,3.30,1n,6.4447E-15,2.93246E-09,1.96581E-09
sf,125,3.30,200p,3.69946E-15,2.13141E-09,1.96506E-09
sf,125,3.63,-1n,6.89267E-15,1.82669E-09,2.86437E-09
sf,125,3.63,-200p,1.05959E-14,1.82797E-09,2.06582E-09
sf,125,3.63,0,1.46645E-14,1.84422E-09,1.88206E-09
sf,125,3.63,1n,1.82349E-14,2.7979E-09,1.8341E-09
sf,125,3.63,200p,1.5591E-14,1.99731E-09,1.8344E-09
ss,-40,2.97,-1n,5.54156E-15,1.87364E-09,2.89473E-09
ss,-40,2.97,-200p,7.55496E-15,1.87424E-09,2.09516E-09
ss,-40,2.97,0,8.52944E-15,1.88702E-09,1.90679E-09
ss,-40,2.97,1n,9.9272E-15,2.84134E-09,1.85876E-09
ss,-40,2.97,200p,9.29753E-15,2.03881E-09,1.85782E-09
ss,-40,3.30,-1n,4.68247E-15,1.69477E-09,2.71622E-09
ss,-40,3.30,-200p,7.00181E-15,1.69568E-09,1.91694E-09
ss,-40,3.30,0,8.03638E-15,1.70846E-09,1.72887E-09
ss,-40,3.30,1n,1.00383E-14,2.67028E-09,1.68848E-09
ss,-40,3.30,200p,8.73038E-15,1.86831E-09,1.68771E-09
ss,-40,3.63,-1n,3.80312E-15,1.56506E-09,2.58699E-09
ss,-40,3.63,-200p,6.46645E-15,1.56586E-09,1.78818E-09
ss,-40,3.63,0,8.16311E-15,1.57857E-09,1.59979E-09
ss,-40,3.63,1n,9.92249E-15,2.5449E-09,1.56388E-09
ss,-40,3.63,200p,8.53086E-15,1.74425E-09,1.56374E-09
ss,27,2.97,-1n,-6.20464E-15,2.16044E-09,3.18412E-09
ss,27,2.97,-200p,-4.25586E-15,2.16169E-09,2.38569E-09
ss,27,2.97,0,-3.15452E-15,2.17853E-09,2.2009E-09
ss,27,2.97,1n,-1.16279E-15,3.12559E-09,2.14569E-09
ss,27,2.97,200p,-2.5556E-15,2.32263E-09,2.14424E-09
ss,27,3.30,-1n,-7.16485E-15,1.95349E-09,2.97746E-09
ss,27,3.30,-200p,-4.58967E-15,1.95445E-09,2.17893E-09
ss,27,3.30,0,-3.03461E-15,1.97164E-09,1.99487E-09
ss,27,3.30,1n,-1.17565E-15,2.92623E-09,1.94705E-09
ss,27,3.30,200p,-2.67897E-15,2.12343E-09,1.94574E-09
ss,27,3.63,-1n,-7.08746E-15,1.80161E-09,2.82679E-09
ss,27,3.63,-200p,-3.27834E-15,1.80121E-09,2.02702E-09
ss,27,3.63,0,-1.00498E-15,1.81912E-09,1.84395E-09
ss,27,3.63,1n,1.06825E-15,2.77842E-09,1.80098E-09
ss,27,3.63,200p,-6.22167E-16,1.97732E-09,1.80088E-09
ss,125,2.97,-1n,-2.16955E-14,2.56093E-09,3.58824E-09
ss,125,2.97,-200p,-1.79781E-14,2.56355E-09,2.79147E-09
ss,125,2.97,0,-1.69035E-14,2.58579E-09,2.61243E-09
ss,125,2.97,1n,-1.42338E-14,3.52274E-09,2.54716E-09
ss,125,2.97,200p,-1.61636E-14,2.72022E-09,2.54587E-09
ss,125,3.30,-1n,-1.94189E-14,2.3189E-09,3.34822E-09
ss,125,3.30,-200p,-1.41548E-14,2.32105E-09,2.55133E-09
ss,125,3.30,0,-1.26658E-14,2.34264E-09,2.37182E-09
ss,125,3.30,1n,-9.73159E-15,3.28775E-09,2.31467E-09
ss,125,3.30,200p,-1.18338E-14,2.48532E-09,2.31332E-09
ss,125,3.63,-1n,-1.15701E-14,2.13776E-09,3.17002E-09
ss,125,3.63,-200p,-5.75219E-15,2.13935E-09,2.37277E-09
ss,125,3.63,0,-3.60836E-15,2.16057E-09,2.19286E-09
ss,125,3.63,1n,-6.17672E-16,3.11001E-09,2.13999E-09
ss,125,3.63,200p,-2.70424E-15,2.30779E-09,2.13888E-09
typical,-40,2.97,-1n,-7.55413E-15,1.52268E-09,2.54328E-09
typical,-40,2.97,-200p,-5.29739E-15,1.52322E-09,1.74378E-09
typical,-40,2.97,0,-2.8964E-15,1.53422E-09,1.55435E-09
typical,-40,2.97,1n,-3.34587E-16,2.49442E-09,1.51278E-09
typical,-40,2.97,200p,-1.98742E-15,1.693E-09,1.51188E-09
typical,-40,3.30,-1n,-9.19279E-15,1.39469E-09,2.41539E-09
typical,-40,3.30,-200p,-6.3381E-15,1.3957E-09,1.61625E-09
typical,-40,3.30,0,-3.90237E-15,1.40644E-09,1.42675E-09
typical,-40,3.30,1n,-3.46694E-16,2.37188E-09,1.3905E-09
typical,-40,3.30,200p,-2.55934E-15,1.57049E-09,1.3898E-09
typical,-40,3.63,-1n,-8.41467E-15,1.30272E-09,2.32442E-09
typical,-40,3.63,-200p,-4.81208E-15,1.30332E-09,1.5253E-09
typical,-40,3.63,0,-1.47843E-15,1.31415E-09,1.33573E-09
typical,-40,3.63,1n,1.65187E-15,2.28355E-09,1.3034E-09
typical,-40,3.63,200p,-6.60275E-16,1.48281E-09,1.30294E-09
typical,27,2.97,-1n,-2.12168E-14,1.75759E-09,2.78029E-09
typical,27,2.97,-200p,-1.75196E-14,1.7581E-09,1.98115E-09
typical,27,2.97,0,-1.58337E-14,1.77275E-09,1.79511E-09
typical,27,2.97,1n,-1.30241E-14,2.72722E-09,1.74774E-09
typical,27,2.97,200p,-1.54322E-14,1.92557E-09,1.74655E-09
typical,27,3.30,-1n,-1.88607E-14,1.60811E-09,2.63197E-09
typical,27,3.30,-200p,-1.49077E-14,1.60845E-09,1.83294E-09
typical,27,3.30,0,-1.21532E-14,1.62313E-09,1.6468E-09
typical,27,3.30,1n,-9.5539E-15,2.5825E-09,1.60426E-09
typical,27,3.30,200p,-1.17116E-14,1.7819E-09,1.60417E-09
typical,27,3.63,-1n,-1.06542E-14,1.49679E-09,2.52336E-09
typical,27,3.63,-200p,-6.84057E-15,1.49763E-09,1.72465E-09
typical,27,3.63,0,-3.49282E-15,1.51158E-09,1.53801E-09
typical,27,3.63,1n,-2.60161E-16,2.47464E-09,1.49909E-09
typical,27,3.63,200p,-2.46432E-15,1.67251E-09,1.49722E-09
typical,125,2.97,-1n,-3.15755E-14,2.0878E-09,3.11558E-09
typical,125,2.97,-200p,-2.73545E-14,2.08952E-09,2.31804E-09
typical,125,2.97,0,-2.54384E-14,2.10885E-09,2.13638E-09
typical,125,2.97,1n,-2.23135E-14,3.05368E-09,2.07904E-09
typical,125,2.97,200p,-2.48809E-14,2.25271E-09,2.07876E-09
typical,125,3.30,-1n,-2.21539E-14,1.91166E-09,2.94329E-09
typical,125,3.30,-200p,-1.75832E-14,1.91343E-09,2.14532E-09
typical,125,3.30,0,-1.55694E-14,1.93159E-09,1.96292E-09
typical,125,3.30,1n,-1.21326E-14,2.88181E-09,1.91072E-09
typical,125,3.30,200p,-1.3932E-14,2.08033E-09,1.9104E-09
typical,125,3.63,-1n,-1.14049E-14,1.7764E-09,2.81089E-09
typical,125,3.63,-200p,-6.92187E-15,1.77766E-09,2.0125E-09
typical,125,3.63,0,-3.81427E-15,1.79564E-09,1.82994E-09
typical,125,3.63,1n,-1.28368E-15,2.74945E-09,1.78136E-09
typical,125,3.63,200p,-3.086E-15,1.94849E-09,1.78073E-09
