# campaign: cp-compliance (switching)
# record_id: 20260731-122451-63e4b47
# generated_utc: 2026-07-31T12:25:07Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 PVT points; DC bench run at all 4 Icp trim codes (180 runs), switching bench run at Vctrl {0.9, 1.65, 2.4} V at the nominal trim code (135 runs)
# Both polarities driven from the SAME control edge, one instance each, at the
# nominal trim code (b1 b0 = 1 0).
# iup_ss/idn_ss: steady-state current late in the 5 ns control pulse (A)
# qup/qdn: charge delivered over the switching event, including the tail-node
#   charge-sharing transient (C).  Sign convention: qup > 0 (sourced into the
#   control node), qdn < 0 (sunk out of it).
# wup/wdn: effective pulse width each polarity presents to the loop, q/i_ss (s)
# wskew: wup - wdn, the effective UP/DN TIMING mismatch (s) -- the quantity
#   that turns charge-pump asymmetry into static phase error
# ton_*/toff_*: 50%-of-i_ss crossing referenced to the 50% control edge (s)
process,temp_c,vdd_v,vctrl_v,iup_ss_a,idn_ss_a,qup_c,qdn_c,wup_s,wdn_s,wskew_s,ton_up_s,ton_dn_s,toff_up_s,toff_dn_s
fs,-40,3.63,2.4,5.20469E-06,-5.01273E-06,-2.01819E-14,-5.41849E-14,-3.87764E-09,1.08095E-08,-1.46871E-08,-9.99859E-11,-1.69932E-11,-9.99369E-11,2.87313E-11
fs,27,2.97,0.9,5.24116E-06,-5.19547E-06,2.60146E-14,-1.42092E-14,4.96352E-09,2.73493E-09,2.22859E-09,-9.99352E-11,1.01038E-10,-9.99133E-11,4.669E-11
fs,27,2.97,1.65,5.23359E-06,-5.22057E-06,8.15302E-15,-4.52075E-14,1.55783E-09,8.65949E-09,-7.10167E-09,-9.99823E-11,3.04047E-11,-9.99185E-11,3.96509E-11
fs,27,2.97,2.4,5.19449E-06,-5.23452E-06,-3.47325E-14,-5.62898E-14,-6.68642E-09,1.07536E-08,-1.744E-08,-9.99826E-11,3.40137E-11,-9.99229E-11,3.71393E-11
fs,27,3.30,0.9,5.2465E-06,-5.1956E-06,2.67001E-14,-4.88954E-15,5.08913E-09,9.41092E-10,4.14803E-09,-9.994E-11,1.01824E-10,-9.99223E-11,4.34205E-11
fs,27,3.30,1.65,5.23953E-06,-5.22072E-06,1.17055E-14,-4.2361E-14,2.23407E-09,8.11401E-09,-5.87994E-09,-9.99841E-11,2.79007E-11,-9.99243E-11,3.61872E-11
fs,27,3.30,2.4,5.22224E-06,-5.24495E-06,-2.9366E-14,-6.04877E-14,-5.62325E-09,1.15326E-08,-1.71558E-08,-9.99843E-11,3.06629E-11,-9.99297E-11,3.36426E-11
fs,27,3.63,0.9,5.2554E-06,-5.19574E-06,2.93517E-14,6.10445E-15,5.58505E-09,-1.17489E-09,6.75994E-09,-9.99447E-11,1.02244E-10,-9.99276E-11,4.13153E-11
fs,27,3.63,1.65,5.24292E-06,-5.22084E-06,1.68215E-14,-3.78897E-14,3.20843E-09,7.25739E-09,-4.04896E-09,-9.99855E-11,2.60545E-11,-9.9931E-11,3.33247E-11
fs,27,3.63,2.4,5.24318E-06,-5.24697E-06,-2.26938E-14,-5.88505E-14,-4.32825E-09,1.12161E-08,-1.55444E-08,-9.99858E-11,-1.05356E-11,-9.99364E-11,3.03719E-11
fs,125,2.97,0.9,5.35376E-06,-5.41147E-06,2.69208E-14,-1.60653E-14,5.02839E-09,2.96875E-09,2.05964E-09,-9.99507E-11,1.0608E-10,-9.99117E-11,5.07262E-11
fs,125,2.97,1.65,5.30469E-06,-5.43607E-06,3.94441E-15,-4.975E-14,7.4357E-10,9.15183E-09,-8.40826E-09,-9.9982E-11,2.75506E-11,-9.99201E-11,4.22024E-11
fs,125,2.97,2.4,5.20092E-06,-5.45067E-06,-4.0588E-14,-6.33218E-14,-7.80401E-09,1.16172E-08,-1.94213E-08,-9.99825E-11,2.84497E-11,-9.99218E-11,4.03999E-11
fs,125,3.30,0.9,5.3711E-06,-5.41194E-06,2.92422E-14,-5.82295E-15,5.44437E-09,1.07594E-09,4.36843E-09,-9.99501E-11,1.10156E-10,-9.99199E-11,4.90582E-11
fs,125,3.30,1.65,5.31832E-06,-5.43654E-06,9.37673E-15,-4.5454E-14,1.7631E-09,8.36084E-09,-6.59774E-09,-9.99838E-11,2.55832E-11,-9.99279E-11,3.95011E-11
fs,125,3.30,2.4,5.24627E-06,-5.46038E-06,-3.31106E-14,-6.54479E-14,-6.31127E-09,1.1986E-08,-1.82972E-08,-9.99842E-11,2.54703E-11,-9.99284E-11,3.6194E-11
fs,125,3.63,0.9,5.39156E-06,-5.41239E-06,3.31642E-14,5.25853E-15,6.15113E-09,-9.71573E-10,7.1227E-09,-9.99507E-11,1.12055E-10,-9.99266E-11,4.78959E-11
fs,125,3.63,1.65,5.33028E-06,-5.43693E-06,1.5999E-14,-4.02512E-14,3.00154E-09,7.4033E-09,-4.40176E-09,-9.99852E-11,2.50749E-11,-9.99347E-11,3.73836E-11
fs,125,3.63,2.4,5.28045E-06,-5.46207E-06,-2.48679E-14,-6.3397E-14,-4.70943E-09,1.16068E-08,-1.63162E-08,-9.99856E-11,2.24983E-11,-9.99346E-11,3.2441E-11
sf,-40,2.97,0.9,5.11395E-06,-4.92624E-06,5.50785E-14,2.15904E-16,1.07702E-08,-4.38274E-11,1.08141E-08,-9.9946E-11,1.15071E-10,-9.99026E-11,3.08731E-11
sf,-40,2.97,1.65,5.13384E-06,-4.94925E-06,3.21286E-14,-2.15646E-14,6.2582E-09,4.35714E-09,1.90106E-09,-9.99827E-11,2.81461E-11,-9.99123E-11,2.45005E-11
sf,-40,2.97,2.4,5.19016E-06,-4.95634E-06,-8.43918E-15,-2.80715E-14,-1.626E-09,5.66377E-09,-7.28977E-09,-9.99824E-11,5.36094E-11,-9.99195E-11,2.19003E-11
sf,-40,3.30,0.9,5.11998E-06,-4.92622E-06,5.262E-14,7.8235E-15,1.02774E-08,-1.58814E-09,1.18655E-08,-9.99442E-11,1.06762E-10,-9.99135E-11,2.76021E-11
sf,-40,3.30,1.65,5.1387E-06,-4.94933E-06,3.22619E-14,-2.15827E-14,6.27822E-09,4.36072E-09,1.9175E-09,-9.99844E-11,2.45276E-11,-9.99217E-11,2.15084E-11
sf,-40,3.30,2.4,5.2004E-06,-4.96538E-06,-6.68792E-15,-3.56726E-14,-1.28604E-09,7.18426E-09,-8.4703E-09,-9.99841E-11,7.41626E-11,-9.99263E-11,1.84402E-11
sf,-40,3.63,0.9,5.11838E-06,-4.92627E-06,5.38838E-14,2.17848E-14,1.05275E-08,-4.42218E-09,1.49497E-08,-9.99453E-11,1.08014E-10,-9.9924E-11,2.46581E-11
sf,-40,3.63,1.65,5.1347E-06,-4.94939E-06,3.5805E-14,-1.94825E-14,6.97314E-09,3.93635E-09,3.03678E-09,-9.99858E-11,2.14865E-11,-9.99314E-11,2.07907E-11
sf,-40,3.63,2.4,5.20263E-06,-4.97348E-06,-1.87965E-15,-3.91649E-14,-3.61288E-10,7.87475E-09,-8.23604E-09,-9.99857E-11,6.6379E-11,-9.99328E-11,1.62606E-11
sf,27,2.97,0.9,5.2653E-06,-5.15587E-06,4.78443E-14,-2.73139E-15,9.08672E-09,5.29763E-10,8.55696E-09,-9.99621E-11,1.20071E-10,-9.99042E-11,3.51904E-11
sf,27,2.97,1.65,5.24854E-06,-5.17908E-06,2.12309E-14,-2.88823E-14,4.04512E-09,5.57673E-09,-1.53161E-09,-9.99822E-11,3.87819E-11,-9.99075E-11,2.79961E-11
sf,27,2.97,2.4,5.24976E-06,-5.18742E-06,-2.07563E-14,-3.69456E-14,-3.95376E-09,7.12215E-09,-1.10759E-08,-9.99821E-11,7.71753E-11,-9.99168E-11,2.47227E-11
sf,27,3.30,0.9,5.2627E-06,-5.15613E-06,5.19562E-14,8.26364E-15,9.87255E-09,-1.60268E-09,1.14752E-08,-9.99584E-11,1.18336E-10,-9.99171E-11,3.16295E-11
sf,27,3.30,1.65,5.24542E-06,-5.17938E-06,2.81336E-14,-2.54232E-14,5.36346E-09,4.90853E-09,4.54926E-10,-9.9984E-11,3.46681E-11,-9.99279E-11,2.49355E-11
sf,27,3.30,2.4,5.26573E-06,-5.19691E-06,-1.21001E-14,-4.12417E-14,-2.29789E-09,7.9358E-09,-1.02337E-08,-9.99839E-11,6.95893E-11,-9.99245E-11,2.15131E-11
sf,27,3.63,0.9,5.25779E-06,-5.15644E-06,5.71777E-14,2.19188E-14,1.08748E-08,-4.25077E-09,1.51256E-08,-9.99557E-11,1.19109E-10,-9.99162E-11,2.99134E-11
sf,27,3.63,1.65,5.23829E-06,-5.17963E-06,3.5789E-14,-2.07975E-14,6.8322E-09,4.01525E-09,2.81695E-09,-9.99854E-11,1.05828E-10,-9.99249E-11,2.28254E-11
sf,27,3.63,2.4,5.27254E-06,-5.2038E-06,-3.10719E-15,-4.14895E-14,-5.89316E-10,7.97291E-09,-8.56223E-09,-9.99855E-11,6.4416E-11,-9.99318E-11,1.83495E-11
sf,125,2.97,0.9,5.43595E-06,-5.3682E-06,5.21251E-14,-1.52648E-15,9.58895E-09,2.84356E-10,9.30459E-09,-9.99723E-11,1.38259E-10,-9.99081E-11,4.0084E-11
sf,125,2.97,1.65,5.34964E-06,-5.38941E-06,2.01755E-14,-3.10605E-14,3.77137E-09,5.76324E-09,-1.99186E-09,-9.99818E-11,8.63903E-11,-9.99151E-11,3.06112E-11
sf,125,2.97,2.4,5.297E-06,-5.39761E-06,-2.34409E-14,-4.13448E-14,-4.42531E-09,7.65983E-09,-1.20851E-08,-9.99819E-11,7.33245E-11,-9.99148E-11,2.77481E-11
sf,125,3.30,0.9,5.44159E-06,-5.36907E-06,5.76649E-14,9.73629E-15,1.05971E-08,-1.81341E-09,1.24105E-08,-9.99714E-11,1.37355E-10,-9.99142E-11,3.825E-11
sf,125,3.30,1.65,5.35442E-06,-5.39025E-06,2.86553E-14,-2.67118E-14,5.3517E-09,4.95558E-09,3.96121E-10,-9.99835E-11,1.00428E-10,-9.9922E-11,2.85451E-11
sf,125,3.30,2.4,5.32878E-06,-5.40718E-06,-1.30402E-14,-4.50058E-14,-2.44712E-09,8.32333E-09,-1.07705E-08,-9.99837E-11,6.77552E-11,-9.99215E-11,2.45502E-11
sf,125,3.63,0.9,5.44334E-06,-5.36994E-06,6.31397E-14,2.27704E-14,1.15994E-08,-4.24036E-09,1.58398E-08,-9.997E-11,1.37953E-10,-9.99246E-11,3.69398E-11
sf,125,3.63,1.65,5.35545E-06,-5.39097E-06,3.67659E-14,-2.14361E-14,6.86514E-09,3.97629E-09,2.88885E-09,-9.9985E-11,1.07857E-10,-9.99316E-11,2.69726E-11
sf,125,3.63,2.4,5.34646E-06,-5.41301E-06,-3.50887E-15,-4.36431E-14,-6.56297E-10,8.06263E-09,-8.71893E-09,-9.99852E-11,6.06528E-11,-9.99262E-11,2.14237E-11
ss,-40,2.97,0.9,5.12938E-06,-4.91658E-06,4.87154E-14,2.22376E-15,9.49734E-09,-4.52298E-10,9.94964E-09,-9.99355E-11,1.21056E-10,-9.99098E-11,4.95373E-11
ss,-40,2.97,1.65,5.11452E-06,-4.93913E-06,3.59412E-14,-1.9799E-14,7.02729E-09,4.00861E-09,3.01868E-09,-9.99829E-11,2.89197E-11,-9.99199E-11,4.27487E-11
ss,-40,2.97,2.4,5.15771E-06,-4.94527E-06,-5.71555E-15,-2.56207E-14,-1.10816E-09,5.18086E-09,-6.28901E-09,-9.99828E-11,5.63334E-11,-9.99235E-11,4.13032E-11
ss,-40,3.30,0.9,5.13218E-06,-4.91657E-06,4.56342E-14,7.45845E-15,8.89177E-09,-1.517E-09,1.04088E-08,-9.99427E-11,1.09088E-10,-9.99325E-11,4.41755E-11
ss,-40,3.30,1.65,5.11997E-06,-4.93924E-06,3.55718E-14,-1.9836E-14,6.94765E-09,4.01599E-09,2.93166E-09,-9.99846E-11,2.78602E-11,-9.99313E-11,3.84766E-11
ss,-40,3.30,2.4,5.17164E-06,-4.95398E-06,-4.35429E-15,-3.33271E-14,-8.41955E-10,6.72735E-09,-7.56931E-09,-9.99845E-11,8.2143E-11,-9.99295E-11,3.54392E-11
ss,-40,3.63,0.9,5.13617E-06,-4.91655E-06,4.305E-14,2.02588E-14,8.38173E-09,-4.12054E-09,1.25023E-08,-9.99479E-11,1.10637E-10,-9.99482E-11,4.00778E-11
ss,-40,3.63,1.65,5.12554E-06,-4.93925E-06,3.52883E-14,-1.98375E-14,6.8848E-09,4.0163E-09,2.86849E-09,-9.99859E-11,2.42429E-11,-9.99507E-11,3.44272E-11
ss,-40,3.63,2.4,5.1801E-06,-4.96274E-06,-3.07817E-15,-3.95988E-14,-5.9423E-10,7.97923E-09,-8.57346E-09,-9.9986E-11,6.83517E-11,-9.99359E-11,3.09342E-11
ss,27,2.97,0.9,5.26526E-06,-5.14433E-06,3.71664E-14,-2.94808E-15,7.0588E-09,5.73073E-10,6.48573E-09,-9.99374E-11,1.24302E-10,-9.9918E-11,5.29621E-11
ss,27,2.97,1.65,5.22554E-06,-5.16678E-06,2.1099E-14,-2.90311E-14,4.03766E-09,5.61879E-09,-1.58113E-09,-9.99825E-11,4.14333E-11,-9.99283E-11,4.76366E-11
ss,27,2.97,2.4,5.19355E-06,-5.17387E-06,-2.20339E-14,-3.63941E-14,-4.24256E-09,7.03421E-09,-1.12768E-08,-9.99827E-11,8.00378E-11,-9.9922E-11,4.53704E-11
ss,27,3.30,0.9,5.26251E-06,-5.14433E-06,3.53899E-14,5.74948E-15,6.72491E-09,-1.11763E-09,7.84254E-09,-9.99424E-11,1.23646E-10,-9.99263E-11,4.88955E-11
ss,27,3.30,1.65,5.23056E-06,-5.16695E-06,2.22205E-14,-2.94244E-14,4.24821E-09,5.69473E-09,-1.44653E-09,-9.99842E-11,4.1814E-11,-9.99306E-11,4.15649E-11
ss,27,3.30,2.4,5.21595E-06,-5.18269E-06,-1.90615E-14,-4.45306E-14,-3.65447E-09,8.59218E-09,-1.22466E-08,-9.99843E-11,6.5229E-11,-9.99253E-11,3.94216E-11
ss,27,3.63,0.9,5.26517E-06,-5.14451E-06,3.69287E-14,1.62321E-14,7.01378E-09,-3.15522E-09,1.0169E-08,-9.99469E-11,1.24657E-10,-9.99307E-11,4.49834E-11
ss,27,3.63,1.65,5.23402E-06,-5.16713E-06,2.62351E-14,-2.75197E-14,5.01241E-09,5.32592E-09,-3.13513E-10,-9.99855E-11,1.00215E-10,-9.99373E-11,3.84686E-11
ss,27,3.63,2.4,5.23437E-06,-5.19056E-06,-1.34127E-14,-4.86849E-14,-2.56243E-09,9.3795E-09,-1.19419E-08,-9.99858E-11,5.58209E-11,-9.99285E-11,3.51963E-11
ss,125,2.97,0.9,5.37895E-06,-5.3534E-06,3.04869E-14,-7.73042E-15,5.66782E-09,1.44402E-09,4.2238E-09,-9.99476E-11,1.425E-10,-9.99164E-11,5.8299E-11
ss,125,2.97,1.65,5.30025E-06,-5.37352E-06,9.37735E-15,-4.00749E-14,1.76923E-09,7.45786E-09,-5.68863E-09,-9.99821E-11,5.80358E-11,-9.99244E-11,5.14956E-11
ss,125,2.97,2.4,5.18693E-06,-5.37922E-06,-3.54709E-14,-4.95596E-14,-6.83851E-09,9.21314E-09,-1.60516E-08,-9.99826E-11,5.99784E-11,-9.99246E-11,4.99082E-11
ss,125,3.30,0.9,5.40537E-06,-5.35455E-06,3.55919E-14,3.478E-15,6.58455E-09,-6.4954E-10,7.23409E-09,-9.99482E-11,1.44146E-10,-9.99244E-11,5.31729E-11
ss,125,3.30,1.65,5.31992E-06,-5.37471E-06,1.76476E-14,-3.52096E-14,3.31728E-09,6.55097E-09,-3.23369E-09,-9.99838E-11,6.111E-11,-9.99318E-11,4.70409E-11
ss,125,3.30,2.4,5.24243E-06,-5.38857E-06,-2.5111E-14,-5.31588E-14,-4.78994E-09,9.86509E-09,-1.4655E-08,-9.99842E-11,5.66306E-11,-9.99325E-11,4.42312E-11
ss,125,3.63,0.9,5.4244E-06,-5.35563E-06,4.0875E-14,1.5537E-14,7.5354E-09,-2.90107E-09,1.04365E-08,-9.99499E-11,1.44871E-10,-9.9931E-11,5.05084E-11
ss,125,3.63,1.65,5.33452E-06,-5.37563E-06,2.56576E-14,-2.97492E-14,4.80974E-09,5.53408E-09,-7.2434E-10,-9.99852E-11,1.0024E-10,-9.9937E-11,4.19314E-11
ss,125,3.63,2.4,5.2804E-06,-5.39648E-06,-1.54136E-14,-5.28855E-14,-2.91903E-09,9.79999E-09,-1.2719E-08,-9.99857E-11,5.0839E-11,-9.9939E-11,3.96851E-11
typical,-40,2.97,0.9,5.13942E-06,-4.94355E-06,4.101E-14,-2.69683E-15,7.97949E-09,5.45526E-10,7.43396E-09,-9.99347E-11,1.05556E-10,-9.99055E-11,3.75625E-11
typical,-40,2.97,1.65,5.15072E-06,-4.96723E-06,2.22816E-14,-2.6779E-14,4.32592E-09,5.39113E-09,-1.06522E-09,-9.99827E-11,1.61455E-11,-9.99147E-11,3.03641E-11
typical,-40,2.97,2.4,5.19029E-06,-4.97672E-06,-1.88056E-14,-3.50611E-14,-3.62323E-09,7.04502E-09,-1.06683E-08,-9.99825E-11,7.19971E-11,-9.9922E-11,2.81696E-11
typical,-40,3.30,0.9,5.14433E-06,-4.94354E-06,3.88132E-14,7.13171E-15,7.54484E-09,-1.44263E-09,8.98747E-09,-9.99391E-11,1.03024E-10,-9.9916E-11,3.32347E-11
typical,-40,3.30,1.65,5.15546E-06,-4.96728E-06,2.27444E-14,-2.6991E-14,4.41171E-09,5.43376E-09,-1.02205E-09,-9.99844E-11,1.14239E-11,-9.99194E-11,2.75256E-11
typical,-40,3.30,2.4,5.20337E-06,-4.98645E-06,-1.67188E-14,-4.26106E-14,-3.21307E-09,8.54528E-09,-1.17584E-08,-9.99843E-11,5.85172E-11,-9.99289E-11,2.46131E-11
typical,-40,3.63,0.9,5.1447E-06,-4.94358E-06,3.99163E-14,1.84135E-14,7.75872E-09,-3.72473E-09,1.14835E-08,-9.99436E-11,1.03735E-10,-9.99263E-11,3.0622E-11
typical,-40,3.63,1.65,5.15328E-06,-4.96732E-06,2.61498E-14,-2.56387E-14,5.07439E-09,5.16147E-09,-8.70709E-11,-9.99858E-11,7.9431E-12,-9.99319E-11,2.6484E-11
